4	www.climaton.com									
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Feels Like (°F °C)	(Wind Speed) (mph)	Wind	Dew Point (°F °C)	Humidity (%)	Pressure (inches)	Visibility (miles)
Thu Feb  4 07:35:36 2010	El Paso, Texas 79901  	mostly cloudy	45 7	45 7	0		41 5	87	29.8	10
Thu Feb  4 07:35:37 2010	Washington, Washington D. C. 20001  	clear sky	37 3	32 0	7	NW	25 -4	60	30.28	10
Thu Feb  4 07:35:37 2010	Las Vegas, Nevada 89101  	clear sky	52 11	51 11	5	SW	36 2	54	29.74	10
Thu Feb  4 07:35:37 2010	Austin, Texas 73301  	light rain	48 9	44 7	8	N	46 8	93	29.92	2
Thu Feb  4 07:35:38 2010	Nashville, Tennessee 37201  	mostly cloudy	34 1	28 -2	7	NE	27 -3	75	30.27	8
Thu Feb  4 07:35:38 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	31 -1	6	NE	34 1	93	30.1	4
Thu Feb  4 07:35:38 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	0		48 9	82	29.84	10
Thu Feb  4 07:35:39 2010	Portland, Oregon 97201  	clear sky	30 -1	19 -7	14	NW	21 -6	69	30	10
Thu Feb  4 07:35:39 2010	Fort Worth, Texas 76101  	light rain	43 6	36 2	15	E	37 3	81	30.01	10
Thu Feb  4 07:35:39 2010	Phoenix, Arizona 85001  	mostly cloudy	61 16	60 16	10	SE	48 9	63	29.7	10
Thu Feb  4 07:35:39 2010	Chicago, Illinois 60601  	mostly cloudy	28 -2	28 -2	0		19 -7	69	30.38	7
Thu Feb  4 07:35:40 2010	Indianapolis, Indiana 46201  	clear sky	27 -3	20 -7	6	E	21 -6	80	30.35	8
Thu Feb  4 07:35:40 2010	San Antonio, Texas 78201  	light rain	50 10	47 8	7	NE	48 9	94	29.89	2
Thu Feb  4 07:35:41 2010	Dallas, Texas 75201  	mostly cloudy	43 6	35 2	16-24	E	37 3	81	30.03	7
Thu Feb  4 07:35:41 2010	Jacksonville, Florida 32099  	clear sky	48 9	44 7	8	NE	45 7	87	30.2	10
Thu Feb  4 07:35:41 2010	Columbus, Ohio 43085  	clear sky	27 -3	27 -3	0		25 -4	93	30.36	2.5
Thu Feb  4 07:35:42 2010	Houston, Texas 77001  	moderate rain	50 10	45 7	13-23	NE	46 8	87	29.97	4
Thu Feb  4 07:35:42 2010	Milwaukee, Wisconsin 53201  	clear sky	18 -8	18 -8	0		14 -10	85	30.36	5
Thu Feb  4 07:35:42 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		45 7	93	29.73	10
Thu Feb  4 07:35:43 2010	Detroit, Michigan 48201  	clear sky	27 -3	24 -4	3	W	19 -7	74	30.38	10
Thu Feb  4 07:35:43 2010	Philadelphia, Pennsylvania 19019  	mostly cloudy	32 0	29 -2	3	W	25 -4	74	30.22	10
Thu Feb  4 08:18:04 2010	San Jose, California 95101  	clear sky	54 12	54 12	0		48 9	82	29.84	10
Thu Feb  4 08:18:05 2010	Charlotte, North Carolina 28201  	clear sky	36 2	28 -2	12	NE	27 -3	69	30.27	10
Thu Feb  4 08:18:05 2010	Denver, Colorado 80214  	light snow	32 0	26 -3	6	SE	28 -2	86	29.79	3
Thu Feb  4 08:18:05 2010	San Diego, California 92101  	clear sky	57 14	56 13	7	SE	52 11	82	29.9	10
Thu Feb  4 08:18:06 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	33 1	8	NE	28 -2	65	30.24	10
Thu Feb  4 08:18:06 2010	Los Angeles, California 90001  	mostly cloudy	57 14	56 13	5	E	52 11	82	29.86	7
Thu Feb  4 08:18:07 2010	New York, New York 10001  	clear sky	30 -1	22 -6	8	W	19 -7	64	30.18	10
Thu Feb  4 08:18:07 2010	El Paso, Texas 79901  	mostly cloudy	45 7	42 6	5	SW	41 5	87	29.8	10
Thu Feb  4 08:18:07 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			21 -6	55	30.26	
Thu Feb  4 08:18:08 2010	Washington, Washington D. C. 20001  	clear sky	36 2	29 -2	9	NW	21 -6	55	30.29	10
Thu Feb  4 08:18:08 2010	Las Vegas, Nevada 89101  	clear sky	50 10	48 9	6	S	36 2	58	29.74	10
Thu Feb  4 08:18:08 2010	Austin, Texas 73301  	light rain	48 9	44 7	9	NE	46 8	93	29.9	2.5
Thu Feb  4 08:18:09 2010	Nashville, Tennessee 37201  	mostly cloudy	34 1	29 -2	6	NE	27 -3	75	30.26	8
Thu Feb  4 08:18:09 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	29 -2	10	E	34 1	93	30.09	4
Thu Feb  4 08:18:09 2010	San Francisco, California 94101  	mostly cloudy	54 12	54 12	0		46 8	77	29.84	10
Thu Feb  4 08:18:10 2010	Portland, Oregon 97201  	clear sky	30 -1	18 -8	17	NW	21 -6	69	30.01	10
Thu Feb  4 08:18:10 2010	Fort Worth, Texas 76101  	mostly cloudy	41 5	33 1	17-23	E	37 3	87	29.98	9
Thu Feb  4 08:18:10 2010	Phoenix, Arizona 85001  	clear sky	57 14	55 13	9	SE	46 8	67	29.73	10
Thu Feb  4 08:18:11 2010	Chicago, Illinois 60601  	clear sky	27 -3	21 -6	5	S	19 -7	74	30.37	6
Thu Feb  4 08:18:11 2010	San Antonio, Texas 78201  	mostly cloudy	48 9	44 7	8	NE	48 9	100	29.86	2
Thu Feb  4 08:18:12 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	21 -6	3	NE	21 -6	86	30.34	8
Thu Feb  4 08:18:12 2010	Jacksonville, Florida 32099  	clear sky	48 9	44 7	9	N	45 7	87	30.18	10
Thu Feb  4 08:18:13 2010	Dallas, Texas 75201  	mostly cloudy	43 6	36 2	14-20	E	39 4	87	29.99	6
Thu Feb  4 08:18:13 2010	Houston, Texas 77001  	heavy rain	48 9	42 6	15-21	E	46 8	93	29.97	4
Thu Feb  4 08:18:13 2010	Columbus, Ohio 43085  	clear sky	25 -4	25 -4	0		23 -5	93	30.36	1.5
Thu Feb  4 08:18:14 2010	Detroit, Michigan 48201  	mostly cloudy	27 -3	24 -4	3	NW	19 -7	74	30.38	8
Thu Feb  4 08:18:14 2010	Seattle, Washington 98101  	light rain	46 8	44 7	5	SE	45 7	93	29.74	10
Thu Feb  4 08:18:14 2010	Milwaukee, Wisconsin 53201  	clear sky	19 -7	19 -7	0		16 -9	86	30.37	5
Thu Feb  4 08:18:15 2010	Philadelphia, Pennsylvania 19019  	clear sky	32 0	26 -3	6	W	21 -6	64	30.22	10
Thu Feb  4 09:02:06 2010	Charlotte, North Carolina 28201  	clear sky	34 1	29 -2	6	NE	27 -3	75	30.28	10
Thu Feb  4 09:02:06 2010	San Jose, California 95101  	clear sky	52 11	52 11	0		48 9	87	29.84	10
Thu Feb  4 09:02:07 2010	Denver, Colorado 80214  	mostly cloudy	32 0	25 -4	7	S	28 -2	86	29.77	5
Thu Feb  4 09:02:07 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	33 1	9	E	28 -2	65	30.21	10
Thu Feb  4 09:02:07 2010	San Diego, California 92101  	clear sky	57 14	56 13	7	E	50 10	77	29.9	9
Thu Feb  4 09:02:08 2010	New York, New York 10001  	clear sky	30 -1	22 -6	9	W	19 -7	64	30.19	10
Thu Feb  4 09:02:08 2010	El Paso, Texas 79901  	light rain	43 6	38 3	9	S	39 4	87	29.81	10
Thu Feb  4 09:02:08 2010	Los Angeles, California 90001  	mostly cloudy	57 14	57 14	3	E	52 11	82	29.86	7
Thu Feb  4 09:02:09 2010	Washington, Washington D. C. 20001  	clear sky	36 2	29 -2	10	NW	19 -7	51	30.31	10
Thu Feb  4 09:02:09 2010	Las Vegas, Nevada 89101  	clear sky	48 9	45 7	7	S	34 1	57	29.75	10
Thu Feb  4 09:02:09 2010	Baltimore, Maryland 21201  	normal	36 2	36 2			19 -7	51	30.28	
Thu Feb  4 09:02:10 2010	Austin, Texas 73301  	light rain	48 9	43 6	12	NE	46 8	93	29.89	2.5
Thu Feb  4 09:02:10 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	3	S	48 9	87	29.85	10
Thu Feb  4 09:02:11 2010	Nashville, Tennessee 37201  	mostly cloudy	34 1	32 0	3	NE	27 -3	75	30.28	8
Thu Feb  4 09:02:11 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	31 -1	6	E	34 1	93	30.1	4
Thu Feb  4 09:02:11 2010	Fort Worth, Texas 76101  	light rain	41 5	34 1	13-21	E	37 3	87	29.97	5
Thu Feb  4 09:02:12 2010	Chicago, Illinois 60601  	mostly cloudy	27 -3	24 -4	3	S	19 -7	74	30.34	5
Thu Feb  4 09:02:12 2010	Portland, Oregon 97201  	clear sky	30 -1	18 -8	17-24	NW	21 -6	69	30.03	10
Thu Feb  4 09:02:12 2010	Phoenix, Arizona 85001  	clear sky	55 13	52 11	10	SE	46 8	72	29.75	10
Thu Feb  4 09:02:12 2010	San Antonio, Texas 78201  	light rain	48 9	44 7	8	NE	48 9	100	29.86	2
Thu Feb  4 09:02:13 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	19 -7	5	NE	19 -7	80	30.32	7
Thu Feb  4 09:02:14 2010	Dallas, Texas 75201  	mostly cloudy	43 6	36 2	15-24	E	39 4	87	30	6
Thu Feb  4 09:02:14 2010	Jacksonville, Florida 32099  	mostly cloudy	48 9	45 7	7	NE	46 8	93	30.17	10
Thu Feb  4 09:02:14 2010	Columbus, Ohio 43085  	clear sky	25 -4	25 -4	0		21 -6	86	30.35	0.5
Thu Feb  4 09:02:15 2010	Houston, Texas 77001  	light rain	48 9	43 6	21-Dec	E	46 8	93	29.95	6
Thu Feb  4 09:02:15 2010	Milwaukee, Wisconsin 53201  	clear sky	18 -8	18 -8	0		11-Dec	79	30.33	5
Thu Feb  4 09:02:15 2010	Seattle, Washington 98101  	mostly cloudy	46 8	46 8	0		43 6	87	29.75	10
Thu Feb  4 09:02:16 2010	Detroit, Michigan 48201  	clear sky	25 -4	21 -6	3	N	18 -8	74	30.37	9
Thu Feb  4 09:02:16 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	22 -6	8	NW	18 -8	59	30.23	10
Thu Feb  4 09:45:37 2010	San Jose, California 95101  	clear sky	50 10	50 10	0		48 9	94	29.84	10
Thu Feb  4 09:45:38 2010	Charlotte, North Carolina 28201  	clear sky	32 0	27 -3	5	NE	27 -3	80	30.29	10
Thu Feb  4 09:45:38 2010	Denver, Colorado 80214  	mostly cloudy	32 0	26 -3	6	S	27 -3	80	29.74	5
Thu Feb  4 09:45:38 2010	San Diego, California 92101  	clear sky	55 13	53 12	7	E	48 9	77	29.9	9
Thu Feb  4 09:45:39 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	34 1	7	NE	28 -2	65	30.21	10
Thu Feb  4 09:45:39 2010	El Paso, Texas 79901  	light rain	43 6	40 4	5	S	39 4	87	29.81	10
Thu Feb  4 09:45:39 2010	Los Angeles, California 90001  	mostly cloudy	57 14	57 14	3	E	52 11	82	29.86	7
Thu Feb  4 09:45:40 2010	New York, New York 10001  	clear sky	30 -1	22 -6	16-Sep	W	18 -8	59	30.2	10
Thu Feb  4 09:45:40 2010	Las Vegas, Nevada 89101  	clear sky	46 8	44 7	5	S	34 1	61	29.75	10
Thu Feb  4 09:45:40 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			18 -8	51	30.3	
Thu Feb  4 09:45:41 2010	Washington, Washington D. C. 20001  	clear sky	34 1	27 -3	8	N	19 -7	55	30.33	10
Thu Feb  4 09:45:41 2010	Austin, Texas 73301  	light rain	48 9	45 7	7	NE	46 8	93	29.89	1.5
Thu Feb  4 09:45:41 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		46 8	82	29.84	10
Thu Feb  4 09:45:42 2010	Nashville, Tennessee 37201  	clear sky	34 1	28 -2	7	NE	27 -3	75	30.25	8
Thu Feb  4 09:45:42 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	30 -1	8	NE	34 1	93	30.07	6
Thu Feb  4 09:45:42 2010	Fort Worth, Texas 76101  	light rain	41 5	34 1	12	E	39 4	93	29.97	5
Thu Feb  4 09:45:43 2010	Chicago, Illinois 60601  	mostly cloudy	27 -3	20 -7	6	S	19 -7	74	30.36	5
Thu Feb  4 09:45:43 2010	Portland, Oregon 97201  	clear sky	28 -2	16 -9	17-24	NW	19 -7	69	30.04	10
Thu Feb  4 09:45:43 2010	Phoenix, Arizona 85001  	clear sky	55 13	53 12	7	E	48 9	77	29.78	10
Thu Feb  4 09:45:44 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	19 -7	5	NE	21 -6	86	30.35	7
Thu Feb  4 09:45:44 2010	San Antonio, Texas 78201  	light rain	48 9	44 7	8	NE	48 9	100	29.86	2
Thu Feb  4 09:45:45 2010	Dallas, Texas 75201  	light rain	43 6	36 2	15-24	E	39 4	87	29.97	6
Thu Feb  4 09:45:45 2010	Jacksonville, Florida 32099  	mostly cloudy	50 10	48 9	6	N	46 8	87	30.16	10
Thu Feb  4 09:45:45 2010	Columbus, Ohio 43085  	clear sky	23 -5	23 -5	0		21 -6	93	30.36	0.7
Thu Feb  4 09:45:46 2010	Houston, Texas 77001  	moderate rain	48 9	41 5	18-30	E	46 8	93	29.88	6
Thu Feb  4 09:45:46 2010	Milwaukee, Wisconsin 53201  	clear sky	16 -9	16 -9	0		12-Oct	79	30.33	5
Thu Feb  4 09:45:46 2010	Seattle, Washington 98101  	mostly cloudy	45 7	45 7	0		39 4	81	29.74	10
Thu Feb  4 09:45:47 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	23 -5	7	NW	18 -8	59	30.25	10
Thu Feb  4 09:45:47 2010	Detroit, Michigan 48201  	clear sky	21 -6	21 -6	0		18 -8	86	30.37	9
Thu Feb  4 10:29:37 2010	Charlotte, North Carolina 28201  	clear sky	32 0	27 -3	5	NE	27 -3	80	30.29	10
Thu Feb  4 10:29:37 2010	San Jose, California 95101  	clear sky	50 10	50 10	0		48 9	94	29.84	10
Thu Feb  4 10:29:38 2010	Denver, Colorado 80214  	mostly cloudy	32 0	26 -3	6	S	27 -3	80	29.74	5
Thu Feb  4 10:29:38 2010	San Diego, California 92101  	clear sky	55 13	53 12	7	E	48 9	77	29.9	9
Thu Feb  4 10:29:39 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	34 1	7	NE	28 -2	65	30.21	10
Thu Feb  4 10:29:39 2010	Los Angeles, California 90001  	mostly cloudy	57 14	57 14	3	E	52 11	82	29.86	7
Thu Feb  4 10:29:40 2010	New York, New York 10001  	clear sky	30 -1	22 -6	16-Sep	W	18 -8	59	30.2	10
Thu Feb  4 10:29:40 2010	El Paso, Texas 79901  	light rain	43 6	40 4	5	S	39 4	87	29.81	10
Thu Feb  4 10:29:40 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			18 -8	51	30.3	
Thu Feb  4 10:29:41 2010	Washington, Washington D. C. 20001  	clear sky	34 1	27 -3	8	N	19 -7	55	30.33	10
Thu Feb  4 10:29:41 2010	Las Vegas, Nevada 89101  	clear sky	46 8	44 7	5	S	34 1	61	29.75	10
Thu Feb  4 10:29:42 2010	Austin, Texas 73301  	light rain	48 9	45 7	7	NE	46 8	93	29.89	1.5
Thu Feb  4 10:29:42 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		46 8	82	29.84	10
Thu Feb  4 10:29:43 2010	Nashville, Tennessee 37201  	clear sky	34 1	28 -2	7	NE	27 -3	75	30.25	8
Thu Feb  4 10:29:43 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	30 -1	8	NE	34 1	93	30.07	6
Thu Feb  4 10:29:43 2010	Fort Worth, Texas 76101  	light rain	41 5	34 1	12	E	39 4	93	29.97	5
Thu Feb  4 10:29:44 2010	Portland, Oregon 97201  	clear sky	28 -2	16 -9	17-24	NW	19 -7	69	30.04	10
Thu Feb  4 10:29:44 2010	Phoenix, Arizona 85001  	clear sky	55 13	53 12	7	E	48 9	77	29.78	10
Thu Feb  4 10:29:45 2010	Chicago, Illinois 60601  	mostly cloudy	27 -3	20 -7	6	S	19 -7	74	30.36	5
Thu Feb  4 10:29:45 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	19 -7	5	NE	21 -6	86	30.35	7
Thu Feb  4 10:29:45 2010	San Antonio, Texas 78201  	light rain	48 9	44 7	8	NE	48 9	100	29.86	2
Thu Feb  4 10:29:46 2010	Jacksonville, Florida 32099  	mostly cloudy	50 10	48 9	6	N	46 8	87	30.16	10
Thu Feb  4 10:29:47 2010	Dallas, Texas 75201  	light rain	43 6	36 2	15-24	E	39 4	87	29.97	6
Thu Feb  4 10:29:47 2010	Houston, Texas 77001  	moderate rain	48 9	41 5	18-30	E	46 8	93	29.88	6
Thu Feb  4 10:29:47 2010	Columbus, Ohio 43085  	clear sky	23 -5	23 -5	0		21 -6	93	30.36	0.7
Thu Feb  4 10:29:48 2010	Milwaukee, Wisconsin 53201  	clear sky	16 -9	16 -9	0		12-Oct	79	30.33	5
Thu Feb  4 10:29:48 2010	Seattle, Washington 98101  	mostly cloudy	45 7	45 7	0		39 4	81	29.74	10
Thu Feb  4 10:29:49 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	23 -5	7	NW	18 -8	59	30.25	10
Thu Feb  4 10:29:49 2010	Detroit, Michigan 48201  	clear sky	21 -6	21 -6	0		18 -8	86	30.37	9
Thu Feb  4 11:15:24 2010	San Jose, California 95101  	clear sky	52 11	52 11	3	S	48 9	87	29.84	10
Thu Feb  4 11:15:25 2010	Charlotte, North Carolina 28201  	clear sky	32 0	27 -3	5	NE	27 -3	80	30.29	10
Thu Feb  4 11:15:25 2010	Denver, Colorado 80214  	mostly cloudy	30 -1	23 -5	7	S	27 -3	86	29.73	5
Thu Feb  4 11:15:25 2010	San Diego, California 92101  	clear sky	54 12	52 11	6	E	48 9	82	29.9	7
Thu Feb  4 11:15:26 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	33 1	8	NE	28 -2	65	30.21	10
Thu Feb  4 11:15:26 2010	El Paso, Texas 79901  	light rain	43 6	42 6	3	S	41 5	93	29.8	10
Thu Feb  4 11:15:26 2010	Los Angeles, California 90001  	mostly cloudy	57 14	57 14	3	E	52 11	82	29.86	9
Thu Feb  4 11:15:27 2010	New York, New York 10001  	clear sky	30 -1	21 -6	16-Oct	W	18 -8	59	30.2	10
Thu Feb  4 11:15:27 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			18 -8	51	30.31	
Thu Feb  4 11:15:28 2010	Washington, Washington D. C. 20001  	clear sky	34 1	26 -3	10	N	19 -7	55	30.33	10
Thu Feb  4 11:15:28 2010	Austin, Texas 73301  	light rain	46 8	42 6	8	N	46 8	100	29.87	1
Thu Feb  4 11:15:28 2010	Las Vegas, Nevada 89101  	clear sky	46 8	46 8	0		32 0	57	29.77	10
Thu Feb  4 11:15:29 2010	Nashville, Tennessee 37201  	clear sky	34 1	29 -2	5	NE	27 -3	75	30.26	8
Thu Feb  4 11:15:29 2010	Oklahoma City, Oklahoma 73101  	light rain	36 2	30 -1	8	NE	34 1	93	30.06	5
Thu Feb  4 11:15:29 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		48 9	87	29.84	10
Thu Feb  4 11:15:30 2010	Fort Worth, Texas 76101  	light rain	41 5	35 2	10	E	39 4	93	29.96	4
Thu Feb  4 11:15:30 2010	Phoenix, Arizona 85001  	clear sky	54 12	54 12	3	E	48 9	82	29.78	10
Thu Feb  4 11:15:31 2010	Chicago, Illinois 60601  	mostly cloudy	27 -3	20 -7	6	S	19 -7	74	30.38	6
Thu Feb  4 11:15:31 2010	Portland, Oregon 97201  	clear sky	28 -2	16 -9	16-24	NW	19 -7	69	30.06	10
Thu Feb  4 11:15:31 2010	San Antonio, Texas 78201  	light rain	48 9	45 7	6	NE	48 9	100	29.83	4
Thu Feb  4 11:15:32 2010	Indianapolis, Indiana 46201  	mostly cloudy	27 -3	21 -6	5	NE	21 -6	80	30.36	7
Thu Feb  4 11:15:33 2010	Dallas, Texas 75201  	light rain	43 6	36 2	14-24	E	39 4	87	29.98	5
Thu Feb  4 11:15:33 2010	Jacksonville, Florida 32099  	mostly cloudy	52 11	49 9	8	N	48 9	87	30.17	10
Thu Feb  4 11:15:33 2010	Columbus, Ohio 43085  	clear sky	23 -5	23 -5	0		21 -6	93	30.37	1.2
Thu Feb  4 11:15:34 2010	Houston, Texas 77001  	moderate rain	48 9	42 6	17-30	E	46 8	93	29.87	6
Thu Feb  4 11:15:34 2010	Milwaukee, Wisconsin 53201  	clear sky	18 -8	18 -8	0		11-Dec	79	30.35	5
Thu Feb  4 11:15:34 2010	Seattle, Washington 98101  	light rain	45 7	45 7	0		41 5	87	29.75	10
Thu Feb  4 11:15:35 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	23 -5	7	NW	18 -8	59	30.26	10
Thu Feb  4 11:15:35 2010	Detroit, Michigan 48201  	clear sky	21 -6	21 -6	0		18 -8	86	30.38	8
Thu Feb  4 11:58:59 2010	San Jose, California 95101  	clear sky	50 10	50 10	3	SE	46 8	87	29.83	10
Thu Feb  4 11:59:00 2010	Charlotte, North Carolina 28201  	clear sky	30 -1	23 -5	7	NE	27 -3	86	30.3	9
Thu Feb  4 11:59:00 2010	San Diego, California 92101  	mostly cloudy	54 12	54 12	3	E	48 9	82	29.9	7
Thu Feb  4 11:59:01 2010	Denver, Colorado 80214  	mostly cloudy	30 -1	25 -4	5	S	27 -3	86	29.71	10
Thu Feb  4 11:59:01 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	33 1	8	NE	28 -2	65	30.2	10
Thu Feb  4 11:59:01 2010	Los Angeles, California 90001  	mostly cloudy	57 14	57 14	0		52 11	82	29.87	9
Thu Feb  4 11:59:02 2010	New York, New York 10001  	clear sky	30 -1	19 -7	16-16	NW	16 -9	55	30.22	10
Thu Feb  4 11:59:02 2010	El Paso, Texas 79901  	mostly cloudy	45 7	42 6	6	SW	39 4	81	29.81	10
Thu Feb  4 11:59:05 2010	Baltimore, Maryland 21201  	normal	34 1	34 1			18 -8	51	30.34	
Thu Feb  4 11:59:06 2010	Washington, Washington D. C. 20001  	clear sky	32 0	24 -4	10	N	18 -8	55	30.37	10
Thu Feb  4 11:59:06 2010	Las Vegas, Nevada 89101  	clear sky	45 7	42 6	5	SW	32 0	61	29.78	10
Thu Feb  4 11:59:06 2010	Austin, Texas 73301  	light rain	46 8	41 5	9	N	46 8	100	29.85	1.5
Thu Feb  4 11:59:07 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	36 2	29 -2	10	E	34 1	93	30.02	7
Thu Feb  4 11:59:07 2010	San Francisco, California 94101  	mostly cloudy	54 12	53 12	5	SE	48 9	82	29.83	10
Thu Feb  4 11:59:08 2010	Nashville, Tennessee 37201  	mostly cloudy	34 1	29 -2	6	NE	27 -3	75	30.24	9
Thu Feb  4 11:59:08 2010	Fort Worth, Texas 76101  	light rain	41 5	36 2	8	E	39 4	93	29.96	6
Thu Feb  4 11:59:08 2010	Phoenix, Arizona 85001  	clear sky	54 12	52 11	7	E	46 8	77	29.78	10
Thu Feb  4 11:59:09 2010	Portland, Oregon 97201  	clear sky	28 -2	16 -9	16-23	NW	19 -7	69	30.07	10
Thu Feb  4 11:59:09 2010	San Antonio, Texas 78201  	light rain	48 9	45 7	6	NE	48 9	100	29.83	4
Thu Feb  4 11:59:09 2010	Chicago, Illinois 60601  	mostly cloudy	27 -3	27 -3	0		19 -7	74	30.37	6
Thu Feb  4 11:59:10 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	18 -8	6	NE	21 -6	86	30.34	7
Thu Feb  4 11:59:10 2010	Jacksonville, Florida 32099  	mostly cloudy	54 12	50 10	16	NE	48 9	82	30.16	10
Thu Feb  4 11:59:11 2010	Columbus, Ohio 43085  	clear sky	19 -7	15 -9	3	N	19 -7	100	30.38	2
Thu Feb  4 11:59:11 2010	Dallas, Texas 75201  	mostly cloudy	43 6	37 3	12	E	39 4	87	29.95	5
Thu Feb  4 11:59:14 2010	Houston, Texas 77001  	light rain	50 10	44 7	18-29	E	48 9	94	29.82	9
Thu Feb  4 11:59:15 2010	Milwaukee, Wisconsin 53201  	mostly cloudy	21 -6	13 -11	6	S	18 -8	86	30.38	5
Thu Feb  4 11:59:15 2010	Detroit, Michigan 48201  	mostly cloudy	19 -7	19 -7	0		18 -8	93	30.4	7
Thu Feb  4 11:59:15 2010	Seattle, Washington 98101  	mostly cloudy	45 7	45 7	0		41 5	87	29.75	10
Thu Feb  4 11:59:16 2010	Philadelphia, Pennsylvania 19019  	clear sky	30 -1	25 -4	5	W	16 -9	55	30.29	10
Thu Feb  4 12:41:53 2010	San Jose, California 95101  	clear sky	52 11	50 10	6	SE	46 8	82	29.82	10
Thu Feb  4 12:41:54 2010	Charlotte, North Carolina 28201  	clear sky	32 0	25 -4	7	NE	27 -3	80	30.33	10
Thu Feb  4 12:41:54 2010	Denver, Colorado 80214  	mostly cloudy	30 -1	27 -3	3	S	27 -3	86	29.69	10
Thu Feb  4 12:41:54 2010	San Diego, California 92101  	mostly cloudy	55 13	53 12	7	SE	46 8	72	29.9	6
Thu Feb  4 12:41:55 2010	Memphis, Tennessee 37501  	mostly cloudy	39 4	33 1	8	NE	28 -2	65	30.19	9
Thu Feb  4 12:41:55 2010	Los Angeles, California 90001  	mostly cloudy	57 14	56 13	5	E	50 10	77	29.88	8
Thu Feb  4 12:41:55 2010	El Paso, Texas 79901  	mostly cloudy	45 7	45 7	0		41 5	87	29.81	10
Thu Feb  4 12:41:56 2010	New York, New York 10001  	clear sky	28 -2	19 -7	23-Sep	W	16 -9	59	30.28	10
Thu Feb  4 12:41:56 2010	Las Vegas, Nevada 89101  	clear sky	45 7	44 7	3	W	32 0	61	29.78	10
Thu Feb  4 12:41:56 2010	Baltimore, Maryland 21201  	normal	32 0	32 0			18 -8	55	30.37	
Thu Feb  4 12:41:57 2010	Washington, Washington D. C. 20001  	clear sky	32 0	24 -4	9	N	18 -8	55	30.39	10
Thu Feb  4 12:41:57 2010	Austin, Texas 73301  	light rain	46 8	41 5	9	N	46 8	100	29.86	1
Thu Feb  4 12:41:57 2010	San Francisco, California 94101  	mostly cloudy	52 11	52 11	0		48 9	87	29.83	10
Thu Feb  4 12:41:58 2010	Nashville, Tennessee 37201  	mostly cloudy	34 1	29 -2	6	NE	27 -3	75	30.24	10
Thu Feb  4 12:41:58 2010	Oklahoma City, Oklahoma 73101  	mostly cloudy	36 2	29 -2	10	E	34 1	93	30.01	4
Thu Feb  4 12:41:59 2010	Portland, Oregon 97201  	clear sky	28 -2	15 -9	20-24	NW	19 -7	69	30.08	10
Thu Feb  4 12:41:59 2010	Fort Worth, Texas 76101  	light rain	41 5	36 2	8	E	37 3	87	29.95	6
Thu Feb  4 12:41:59 2010	Phoenix, Arizona 85001  	clear sky	52 11	50 10	6	E	46 8	82	29.8	10
Thu Feb  4 12:42:00 2010	Indianapolis, Indiana 46201  	mostly cloudy	25 -4	19 -7	5	NE	21 -6	86	30.35	7
Thu Feb  4 12:42:00 2010	San Antonio, Texas 78201  	light rain	48 9	45 7	6	NE	48 9	100	29.83	2
Thu Feb  4 12:42:00 2010	Chicago, Illinois 60601  	mostly cloudy	25 -4	25 -4	0		19 -7	80	30.39	6
Thu Feb  4 12:42:01 2010	Jacksonville, Florida 32099  	mostly cloudy	55 13	51 11	13	NE	48 9	77	30.18	10
Thu Feb  4 12:42:01 2010	Columbus, Ohio 43085  	clear sky	21 -6	21 -6	0		19 -7	93	30.37	1.7
