14	search.yahoo.com				
Sun Jan 31 20:25:48 2010	Oklahoma City, OK	27	Wintry Mix	36	30
Sun Jan 31 20:25:48 2010	San Francisco, CA	52	Partly Cloudy	57	47
Sun Jan 31 20:25:49 2010	Nashville, TN	33	Fair	34	17
Sun Jan 31 20:25:49 2010	Fort Worth, TX	32	Cloudy	46	34
Sun Jan 31 20:25:50 2010	Phoenix, AZ	63	Mostly Cloudy	69	50
Sun Jan 31 20:25:51 2010	Chicago, IL	26	Partly Cloudy	28	18
Sun Jan 31 20:25:51 2010	Portland, OR	49	Cloudy	51	42
Sun Jan 31 20:25:52 2010	San Antonio, TX	36	Cloudy	54	40
Sun Jan 31 20:25:53 2010	Boston, MA	27	Partly Cloudy	26	18
Sun Jan 31 20:25:53 2010	Indianapolis, IN	27	Fair	26	17
Sun Jan 31 20:25:54 2010	Columbus, OH	29	Partly Cloudy	28	16
Sun Jan 31 20:25:54 2010	Jacksonville, FL	44	Mostly Cloudy	49	46
Sun Jan 31 20:25:55 2010	Dallas, TX	34	Cloudy	45	35
Sun Jan 31 20:25:56 2010	Houston, TX	39	Cloudy	50	40
Sun Jan 31 20:25:56 2010	Seattle, WA	48	Mostly Cloudy	51	40
Sun Jan 31 20:25:57 2010	Milwaukee, WI	25	Partly Cloudy	21	12
Sun Jan 31 20:25:58 2010	Detroit, MI	23	Cloudy	26	15
Sun Jan 31 20:25:58 2010	Philadelphia, PA	28	Fair	31	21
Sun Jan 31 21:09:42 2010	San Jose, CA	55	Mostly Cloudy	60	43
Sun Jan 31 21:09:43 2010	Charlotte, NC	36	Partly Cloudy	37	14
Sun Jan 31 21:09:44 2010	Denver, CO	37	Mostly Cloudy	40	28
Sun Jan 31 21:09:44 2010	San Diego, CA	59	Partly Cloudy	61	45
Sun Jan 31 21:09:45 2010	Memphis, TN	34	Partly Cloudy	35	23
Sun Jan 31 21:09:46 2010	El Paso, TX	52	Mostly Cloudy	58	39
Sun Jan 31 21:09:46 2010	Los Angeles, CA	62	Fair	64	45
Sun Jan 31 21:09:47 2010	Baltimore, MD	28	Sunny	30	23
Sun Jan 31 21:09:47 2010	New York, NY	28	Partly Cloudy	30	22
Sun Jan 31 21:09:48 2010	Washington, DC	30	Fair	31	21
Sun Jan 31 21:09:48 2010	Las Vegas, NV	54	Fair	59	39
Sun Jan 31 21:09:52 2010	Austin, TX	33	Cloudy	52	38
Sun Jan 31 21:09:52 2010	San Francisco, CA	52	Partly Cloudy	57	47
Sun Jan 31 21:09:53 2010	Nashville, TN	33	Fair	34	17
Sun Jan 31 21:09:53 2010	Oklahoma City, OK	27	Wintry Mix	36	30
Sun Jan 31 21:09:54 2010	Fort Worth, TX	32	Cloudy	46	34
Sun Jan 31 21:09:54 2010	Phoenix, AZ	63	Mostly Cloudy	69	50
Sun Jan 31 21:09:55 2010	Chicago, IL	28	Partly Cloudy	28	18
Sun Jan 31 21:09:55 2010	Portland, OR	49	Cloudy	51	42
Sun Jan 31 21:09:56 2010	Indianapolis, IN	27	Fair	27	17
Sun Jan 31 21:09:56 2010	San Antonio, TX	36	Cloudy	54	40
Sun Jan 31 21:09:57 2010	Boston, MA	27	Partly Cloudy	26	18
Sun Jan 31 21:09:57 2010	Jacksonville, FL	44	Mostly Cloudy	49	46
Sun Jan 31 21:09:58 2010	Columbus, OH	30	Fair	28	16
Sun Jan 31 21:09:58 2010	Dallas, TX	34	Cloudy	45	35
Sun Jan 31 21:09:58 2010	Houston, TX	39	Cloudy	50	40
Sun Jan 31 21:09:59 2010	Milwaukee, WI	25	Partly Cloudy	21	12
Sun Jan 31 21:09:59 2010	Seattle, WA	48	Mostly Cloudy	51	40
Sun Jan 31 21:10:03 2010	Detroit, MI	23	Cloudy	26	15
Sun Jan 31 21:10:04 2010	Philadelphia, PA	28	Fair	31	21
Sun Jan 31 21:53:12 2010	Charlotte, NC	38	Partly Cloudy	37	14
Sun Jan 31 21:53:12 2010	San Jose, CA	57	Partly Cloudy	59	43
Sun Jan 31 21:53:13 2010	San Diego, CA	59	Partly Cloudy	62	45
Sun Jan 31 21:53:14 2010	Memphis, TN	36	Partly Cloudy	34	24
Sun Jan 31 21:53:14 2010	Denver, CO	39	Mostly Cloudy	42	28
Sun Jan 31 21:53:15 2010	El Paso, TX	54	Mostly Cloudy	57	39
Sun Jan 31 21:53:15 2010	Los Angeles, CA	64	Fair	64	45
Sun Jan 31 21:53:16 2010	New York, NY	29	Fair	30	22
Sun Jan 31 21:53:17 2010	Baltimore, MD	30	Sunny	30	23
Sun Jan 31 21:53:17 2010	Las Vegas, NV	56	Fair	58	39
Sun Jan 31 21:53:18 2010	Washington, DC	31	Fair	31	21
Sun Jan 31 21:53:19 2010	Austin, TX	34	Cloudy	50	36
Sun Jan 31 21:53:20 2010	Oklahoma City, OK	26	Unknown Precipitation	36	30
Sun Jan 31 21:53:20 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Sun Jan 31 21:53:21 2010	Nashville, TN	36	Fair	34	17
Sun Jan 31 21:53:21 2010	Fort Worth, TX	33	Cloudy	43	34
Sun Jan 31 21:53:22 2010	Phoenix, AZ	65	Partly Cloudy	68	50
Sun Jan 31 21:53:23 2010	Chicago, IL	29	Partly Cloudy	28	18
Sun Jan 31 21:53:23 2010	Portland, OR	49	Mostly Cloudy	52	42
Sun Jan 31 21:53:24 2010	Indianapolis, IN	28	Fair	27	17
Sun Jan 31 21:53:24 2010	San Antonio, TX	36	Cloudy	54	40
Sun Jan 31 21:53:25 2010	Boston, MA	28	Partly Cloudy	26	18
Sun Jan 31 21:53:26 2010	Columbus, OH	30	Fair	28	16
Sun Jan 31 21:53:26 2010	Jacksonville, FL	45	Mostly Cloudy	49	45
Sun Jan 31 21:53:27 2010	Dallas, TX	36	Cloudy	45	35
Sun Jan 31 21:53:27 2010	Houston, TX	39	Cloudy	50	40
Sun Jan 31 21:53:28 2010	Seattle, WA	48	Cloudy	50	40
Sun Jan 31 21:53:29 2010	Milwaukee, WI	25	Cloudy	22	12
Sun Jan 31 21:53:29 2010	Detroit, MI	25	Cloudy	26	15
Sun Jan 31 21:53:30 2010	Philadelphia, PA	30	Fair	31	21
Sun Jan 31 22:37:58 2010	Charlotte, NC	40	Partly Cloudy	37	14
Sun Jan 31 22:37:58 2010	San Jose, CA	59	Mostly Cloudy	59	43
Sun Jan 31 22:37:59 2010	Denver, CO	39	Mostly Cloudy	42	28
Sun Jan 31 22:37:59 2010	San Diego, CA	59	Partly Cloudy	62	45
Sun Jan 31 22:38:00 2010	Memphis, TN	37	Partly Cloudy	34	24
Sun Jan 31 22:38:00 2010	Los Angeles, CA	65	Fair	62	45
Sun Jan 31 22:38:01 2010	El Paso, TX	55	Mostly Cloudy	57	39
Sun Jan 31 22:38:02 2010	Baltimore, MD	30	Sunny	30	23
Sun Jan 31 22:38:02 2010	New York, NY	30	Fair	30	22
Sun Jan 31 22:38:03 2010	Washington, DC	33	Fair	31	21
Sun Jan 31 22:38:03 2010	Las Vegas, NV	58	Fair	58	39
Sun Jan 31 22:38:04 2010	Austin, TX	34	Cloudy	50	36
Sun Jan 31 22:38:04 2010	San Francisco, CA	54	Mostly Cloudy	56	47
Sun Jan 31 22:38:05 2010	Nashville, TN	38	Fair	34	17
Sun Jan 31 22:38:05 2010	Oklahoma City, OK	27	Wintry Mix	36	29
Sun Jan 31 22:38:06 2010	Fort Worth, TX	33	Cloudy	43	34
Sun Jan 31 22:38:06 2010	Phoenix, AZ	66	Partly Cloudy	68	50
Sun Jan 31 22:38:07 2010	Chicago, IL	29	Mostly Cloudy	28	18
Sun Jan 31 22:38:07 2010	Portland, OR	51	Cloudy	52	42
Sun Jan 31 22:38:08 2010	Indianapolis, IN	28	Fair	27	17
Sun Jan 31 22:38:08 2010	San Antonio, TX	38	Cloudy	54	38
Sun Jan 31 22:38:09 2010	Boston, MA	29	Partly Cloudy	26	18
Sun Jan 31 22:38:09 2010	Jacksonville, FL	45	Mostly Cloudy	49	43
Sun Jan 31 22:38:10 2010	Columbus, OH	30	Fair	28	16
Sun Jan 31 22:38:10 2010	Dallas, TX	37	Cloudy	45	35
Sun Jan 31 22:38:11 2010	Houston, TX	39	Cloudy	50	40
Sun Jan 31 22:38:11 2010	Seattle, WA	49	Cloudy	50	40
Sun Jan 31 22:38:12 2010	Milwaukee, WI	25	Partly Cloudy	22	12
Sun Jan 31 22:38:12 2010	Detroit, MI	26	Cloudy	26	15
Sun Jan 31 22:38:13 2010	Philadelphia, PA	30	Fair	31	21
Sun Jan 31 23:20:51 2010	San Jose, CA	61	Mostly Cloudy	59	43
Sun Jan 31 23:20:52 2010	Charlotte, NC	38	Partly Cloudy	37	14
Sun Jan 31 23:20:53 2010	Denver, CO	39	Mostly Cloudy	42	28
Sun Jan 31 23:20:53 2010	San Diego, CA	60	Fair	62	45
Sun Jan 31 23:20:54 2010	Memphis, TN	37	Partly Cloudy	34	24
Sun Jan 31 23:20:55 2010	El Paso, TX	57	Mostly Cloudy	57	39
Sun Jan 31 23:20:55 2010	Los Angeles, CA	65	Fair	62	45
Sun Jan 31 23:20:56 2010	New York, NY	29	Fair	30	22
Sun Jan 31 23:20:57 2010	Baltimore, MD	30	Sunny	30	23
Sun Jan 31 23:20:57 2010	Las Vegas, NV	58	Fair	59	39
Sun Jan 31 23:20:58 2010	Washington, DC	33	Fair	31	14
Sun Jan 31 23:20:59 2010	Austin, TX	35	Cloudy	50	36
Sun Jan 31 23:20:59 2010	San Francisco, CA	53	Mostly Cloudy	56	47
Sun Jan 31 23:21:00 2010	Oklahoma City, OK	27	Wintry Mix	36	29
Sun Jan 31 23:21:01 2010	Nashville, TN	35	Partly Cloudy	34	15
Sun Jan 31 23:21:01 2010	Fort Worth, TX	34	Cloudy	43	34
Sun Jan 31 23:21:02 2010	Phoenix, AZ	67	Partly Cloudy	68	50
Sun Jan 31 23:21:03 2010	Chicago, IL	29	Mostly Cloudy	28	18
Sun Jan 31 23:21:03 2010	Portland, OR	51	Mostly Cloudy	52	42
Sun Jan 31 23:21:04 2010	San Antonio, TX	38	Cloudy	54	38
Sun Jan 31 23:21:05 2010	Boston, MA	28	Partly Cloudy	26	18
Sun Jan 31 23:21:05 2010	Indianapolis, IN	29	Partly Cloudy	27	17
Sun Jan 31 23:21:06 2010	Jacksonville, FL	44	Mostly Cloudy	49	43
Sun Jan 31 23:21:07 2010	Columbus, OH	30	Fair	28	16
Sun Jan 31 23:21:07 2010	Dallas, TX	38	Cloudy	45	35
Sun Jan 31 23:21:08 2010	Houston, TX	41	Mostly Cloudy	50	40
Sun Jan 31 23:21:09 2010	Milwaukee, WI	24	Mostly Cloudy	22	12
Sun Jan 31 23:21:09 2010	Seattle, WA	50	Cloudy	50	40
Sun Jan 31 23:21:10 2010	Detroit, MI	27	Partly Cloudy	26	15
Sun Jan 31 23:21:11 2010	Philadelphia, PA	28	Fair	31	21
Thu Feb  4 00:06:34 2010	Charlotte, NC	51	Fair	52	27
Thu Feb  4 00:06:34 2010	San Jose, CA	64	Mostly Cloudy	62	46
Thu Feb  4 00:06:35 2010	San Diego, CA	63	Partly Cloudy	61	45
Thu Feb  4 00:06:36 2010	Memphis, TN	47	Cloudy	46	34
Thu Feb  4 00:06:36 2010	Denver, CO	46	Mostly Cloudy	47	33
Thu Feb  4 00:06:37 2010	El Paso, TX	43	Light Rain	48	39
Thu Feb  4 00:06:37 2010	Los Angeles, CA	68	Fair	62	48
Thu Feb  4 00:06:38 2010	New York, NY	36	Cloudy	37	26
Thu Feb  4 00:06:38 2010	Baltimore, MD	39	Cloudy	42	27
Thu Feb  4 00:06:39 2010	Washington, DC	41	Cloudy	44	29
Thu Feb  4 00:06:39 2010	Las Vegas, NV	60	Fair	63	39
Thu Feb  4 00:06:40 2010	Austin, TX	47	Light Rain	47	44
Thu Feb  4 00:06:40 2010	San Francisco, CA	57	Mostly Cloudy	59	50
Thu Feb  4 00:06:41 2010	Oklahoma City, OK	38	Partly Cloudy	43	33
Thu Feb  4 00:06:41 2010	Nashville, TN	45	Partly Cloudy	44	28
Thu Feb  4 00:06:42 2010	Fort Worth, TX	43	Rain	48	40
Thu Feb  4 00:06:42 2010	Phoenix, AZ	70	Mostly Cloudy	68	51
Thu Feb  4 00:06:43 2010	Chicago, IL	30	Mostly Cloudy	32	25
Thu Feb  4 00:06:43 2010	Portland, OR	46	Light Rain	48	44
Thu Feb  4 00:06:44 2010	San Antonio, TX	51	Light Rain	54	48
Thu Feb  4 00:06:45 2010	Indianapolis, IN	28	Partly Cloudy	31	23
Thu Feb  4 00:06:45 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 00:06:46 2010	Columbus, OH	32	Cloudy	35	22
Thu Feb  4 00:06:46 2010	Jacksonville, FL	54	Mostly Cloudy	60	48
Thu Feb  4 00:06:47 2010	Dallas, TX	44	Light Rain	48	42
Thu Feb  4 00:06:47 2010	Seattle, WA	47	Light Rain	50	43
Thu Feb  4 00:06:47 2010	Houston, TX	52	Cloudy	55	50
Thu Feb  4 00:06:48 2010	Milwaukee, WI	28	Partly Cloudy	28	20
Thu Feb  4 00:06:48 2010	Detroit, MI	32	Cloudy	32	20
Thu Feb  4 00:06:49 2010	Philadelphia, PA	38	Mostly Cloudy	41	26
Thu Feb  4 00:50:56 2010	Charlotte, NC	47	Partly Cloudy	52	27
Thu Feb  4 00:50:56 2010	San Jose, CA	63	Cloudy	62	46
Thu Feb  4 00:50:57 2010	Denver, CO	43	Mostly Cloudy	47	33
Thu Feb  4 00:50:57 2010	San Diego, CA	63	Partly Cloudy	61	45
Thu Feb  4 00:50:58 2010	Memphis, TN	44	Cloudy	46	34
Thu Feb  4 00:50:58 2010	Los Angeles, CA	68	Fair	62	48
Thu Feb  4 00:50:59 2010	El Paso, TX	45	Cloudy	48	39
Thu Feb  4 00:51:00 2010	New York, NY	36	Cloudy	37	26
Thu Feb  4 00:51:00 2010	Baltimore, MD	39	Cloudy	42	27
Thu Feb  4 00:51:01 2010	Las Vegas, NV	62	Fair	63	39
Thu Feb  4 00:51:02 2010	Washington, DC	40	Mostly Cloudy	44	29
Thu Feb  4 00:51:03 2010	Austin, TX	46	Light Rain	47	44
Thu Feb  4 00:51:03 2010	San Francisco, CA	58	Mostly Cloudy	59	50
Thu Feb  4 00:51:04 2010	Oklahoma City, OK	37	Partly Cloudy	43	33
Thu Feb  4 00:51:04 2010	Nashville, TN	42	Partly Cloudy	44	28
Thu Feb  4 00:51:05 2010	Fort Worth, TX	43	Light Rain	48	40
Thu Feb  4 00:51:06 2010	Portland, OR	46	Mostly Cloudy	48	44
Thu Feb  4 00:51:06 2010	Phoenix, AZ	69	Mostly Cloudy	68	51
Thu Feb  4 00:51:07 2010	Chicago, IL	29	Cloudy	32	25
Thu Feb  4 00:51:07 2010	San Antonio, TX	51	Light Rain	54	48
Thu Feb  4 00:51:08 2010	Indianapolis, IN	28	Partly Cloudy	31	23
Thu Feb  4 00:51:09 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 00:51:09 2010	Jacksonville, FL	54	Mostly Cloudy	60	48
Thu Feb  4 00:51:10 2010	Columbus, OH	32	Cloudy	35	22
Thu Feb  4 00:51:11 2010	Dallas, TX	44	Light Rain	48	42
Thu Feb  4 00:51:11 2010	Houston, TX	50	Cloudy	55	50
Thu Feb  4 00:51:12 2010	Milwaukee, WI	27	Partly Cloudy	28	20
Thu Feb  4 00:51:12 2010	Seattle, WA	49	Light Rain	50	43
Thu Feb  4 00:51:13 2010	Detroit, MI	32	Cloudy	32	20
Thu Feb  4 00:51:14 2010	Philadelphia, PA	38	Mostly Cloudy	41	26
Thu Feb  4 01:33:50 2010	San Jose, CA	63	Cloudy	62	46
Thu Feb  4 01:33:51 2010	Charlotte, NC	47	Partly Cloudy	52	27
Thu Feb  4 01:33:51 2010	San Diego, CA	61	Partly Cloudy	61	45
Thu Feb  4 01:33:52 2010	Denver, CO	41	Cloudy	47	33
Thu Feb  4 01:33:53 2010	Memphis, TN	43	Cloudy	46	34
Thu Feb  4 01:33:53 2010	Los Angeles, CA	66	Fair	62	48
Thu Feb  4 01:33:54 2010	New York, NY	35	Fair	37	26
Thu Feb  4 01:33:54 2010	El Paso, TX	45	Mostly Cloudy	48	39
Thu Feb  4 01:33:55 2010	Baltimore, MD	39	Mostly Cloudy	42	27
Thu Feb  4 01:33:55 2010	Las Vegas, NV	62	Fair	63	39
Thu Feb  4 01:33:56 2010	Washington, DC	40	Mostly Cloudy	44	29
Thu Feb  4 01:33:56 2010	Austin, TX	46	Cloudy	47	44
Thu Feb  4 01:33:57 2010	Oklahoma City, OK	36	Partly Cloudy	43	33
Thu Feb  4 01:33:57 2010	San Francisco, CA	57	Partly Cloudy	59	50
Thu Feb  4 01:33:58 2010	Nashville, TN	38	Partly Cloudy	44	27
Thu Feb  4 01:33:58 2010	Fort Worth, TX	43	Light Rain	48	40
Thu Feb  4 01:33:59 2010	Portland, OR	46	Cloudy	48	44
Thu Feb  4 01:33:59 2010	Phoenix, AZ	69	Mostly Cloudy	68	51
Thu Feb  4 01:34:00 2010	Chicago, IL	29	Cloudy	32	25
Thu Feb  4 01:34:00 2010	San Antonio, TX	51	Light Rain	54	48
Thu Feb  4 01:34:01 2010	Indianapolis, IN	27	Partly Cloudy	31	23
Thu Feb  4 01:34:01 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 01:34:02 2010	Columbus, OH	31	Cloudy	35	22
Thu Feb  4 01:34:02 2010	Jacksonville, FL	51	Mostly Cloudy	60	48
Thu Feb  4 01:34:03 2010	Dallas, TX	44	Cloudy	48	42
Thu Feb  4 01:34:03 2010	Houston, TX	50	Cloudy	55	50
Thu Feb  4 01:34:04 2010	Milwaukee, WI	25	Partly Cloudy	28	20
Thu Feb  4 01:34:04 2010	Seattle, WA	50	Mostly Cloudy	50	43
Thu Feb  4 01:34:05 2010	Detroit, MI	31	Partly Cloudy	32	20
Thu Feb  4 01:34:05 2010	Philadelphia, PA	39	Cloudy	41	26
Thu Feb  4 02:21:02 2010	San Jose, CA	59	Cloudy	62	46
Thu Feb  4 02:21:03 2010	Charlotte, NC	44	Fair	52	27
Thu Feb  4 02:21:03 2010	San Diego, CA	58	Partly Cloudy	61	45
Thu Feb  4 02:21:04 2010	Memphis, TN	42	Cloudy	46	34
Thu Feb  4 02:21:04 2010	Denver, CO	39	Cloudy	47	30
Thu Feb  4 02:21:05 2010	Los Angeles, CA	63	Fair	62	48
Thu Feb  4 02:21:06 2010	New York, NY	34	Fair	37	26
Thu Feb  4 02:21:06 2010	El Paso, TX	45	Light Rain	48	39
Thu Feb  4 02:21:07 2010	Baltimore, MD	37	Mostly Cloudy	42	27
Thu Feb  4 02:21:08 2010	Washington, DC	40	Cloudy	44	29
Thu Feb  4 02:21:08 2010	Las Vegas, NV	60	Fair	63	39
Thu Feb  4 02:21:09 2010	Austin, TX	47	Cloudy	47	44
Thu Feb  4 02:21:09 2010	San Francisco, CA	56	Cloudy	59	50
Thu Feb  4 02:21:10 2010	Oklahoma City, OK	36	Partly Cloudy	43	33
Thu Feb  4 02:21:11 2010	Nashville, TN	37	Partly Cloudy	44	27
Thu Feb  4 02:21:11 2010	Fort Worth, TX	41	Light Rain	48	40
Thu Feb  4 02:21:12 2010	Portland, OR	45	Light Rain	48	44
Thu Feb  4 02:21:12 2010	Phoenix, AZ	68	Mostly Cloudy	68	51
Thu Feb  4 02:21:13 2010	Chicago, IL	30	Cloudy	32	25
Thu Feb  4 02:21:13 2010	San Antonio, TX	52	Cloudy	54	48
Thu Feb  4 02:21:14 2010	Indianapolis, IN	26	Fair	31	23
Thu Feb  4 02:21:15 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 02:21:15 2010	Jacksonville, FL	51	Partly Cloudy	60	48
Thu Feb  4 02:21:16 2010	Columbus, OH	31	Cloudy	35	22
Thu Feb  4 02:21:16 2010	Dallas, TX	44	Light Rain	48	42
Thu Feb  4 02:21:17 2010	Houston, TX	50	Cloudy	55	49
Thu Feb  4 02:21:18 2010	Milwaukee, WI	25	Partly Cloudy	28	20
Thu Feb  4 02:21:18 2010	Seattle, WA	50	Mostly Cloudy	50	43
Thu Feb  4 02:21:19 2010	Detroit, MI	30	Cloudy	32	20
Thu Feb  4 02:21:20 2010	Philadelphia, PA	38	Mostly Cloudy	41	26
Thu Feb  4 03:04:53 2010	Charlotte, NC	45	Fair	52	27
Thu Feb  4 03:04:53 2010	San Jose, CA	59	Cloudy	62	46
Thu Feb  4 03:04:54 2010	Denver, CO	39	Cloudy	47	30
Thu Feb  4 03:04:54 2010	San Diego, CA	58	Partly Cloudy	61	45
Thu Feb  4 03:04:55 2010	Memphis, TN	40	Cloudy	46	34
Thu Feb  4 03:04:56 2010	El Paso, TX	44	Cloudy	48	39
Thu Feb  4 03:04:56 2010	Los Angeles, CA	62	Fair	62	48
Thu Feb  4 03:04:57 2010	New York, NY	34	Fair	37	26
Thu Feb  4 03:04:57 2010	Baltimore, MD	37	Mostly Cloudy	42	27
Thu Feb  4 03:04:58 2010	Washington, DC	38	Partly Cloudy	44	29
Thu Feb  4 03:04:58 2010	Las Vegas, NV	60	Fair	63	39
Thu Feb  4 03:04:59 2010	Austin, TX	48	Cloudy	47	44
Thu Feb  4 03:04:59 2010	San Francisco, CA	56	Cloudy	59	50
Thu Feb  4 03:05:00 2010	Oklahoma City, OK	35	Cloudy	43	33
Thu Feb  4 03:05:00 2010	Nashville, TN	37	Fair	44	28
Thu Feb  4 03:05:01 2010	Fort Worth, TX	42	Light Rain	48	40
Thu Feb  4 03:05:01 2010	Phoenix, AZ	67	Cloudy	68	51
Thu Feb  4 03:05:02 2010	Chicago, IL	29	Cloudy	32	25
Thu Feb  4 03:05:02 2010	Portland, OR	44	Mostly Cloudy	48	44
Thu Feb  4 03:05:03 2010	Indianapolis, IN	25	Partly Cloudy	31	23
Thu Feb  4 03:05:03 2010	San Antonio, TX	52	Light Rain	54	48
Thu Feb  4 03:05:04 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 03:05:04 2010	Jacksonville, FL	51	Partly Cloudy	60	48
Thu Feb  4 03:05:05 2010	Columbus, OH	31	Cloudy	35	22
Thu Feb  4 03:05:05 2010	Dallas, TX	45	Light Rain	48	42
Thu Feb  4 03:05:06 2010	Seattle, WA	48	Cloudy	50	43
Thu Feb  4 03:05:06 2010	Houston, TX	50	Cloudy	55	49
Thu Feb  4 03:05:07 2010	Milwaukee, WI	24	Partly Cloudy	28	20
Thu Feb  4 03:05:07 2010	Detroit, MI	28	Fair	32	20
Thu Feb  4 03:05:08 2010	Philadelphia, PA	37	Mostly Cloudy	41	26
Thu Feb  4 03:49:24 2010	San Jose, CA	57	Cloudy	62	46
Thu Feb  4 03:49:25 2010	Charlotte, NC	45	Fair	52	27
Thu Feb  4 03:49:26 2010	Denver, CO	39	Cloudy	47	30
Thu Feb  4 03:49:26 2010	San Diego, CA	53	Fair	61	45
Thu Feb  4 03:49:27 2010	Memphis, TN	40	Cloudy	46	34
Thu Feb  4 03:49:27 2010	Los Angeles, CA	62	Fair	62	48
Thu Feb  4 03:49:28 2010	El Paso, TX	44	Cloudy	48	39
Thu Feb  4 03:49:29 2010	New York, NY	34	Fair	37	26
Thu Feb  4 03:49:29 2010	Baltimore, MD	37	Mostly Cloudy	42	27
Thu Feb  4 03:49:30 2010	Washington, DC	38	Partly Cloudy	44	29
Thu Feb  4 03:49:30 2010	Las Vegas, NV	55	Fair	63	39
Thu Feb  4 03:49:31 2010	Austin, TX	48	Cloudy	47	44
Thu Feb  4 03:49:32 2010	Oklahoma City, OK	36	Cloudy	43	33
Thu Feb  4 03:49:32 2010	San Francisco, CA	56	Cloudy	59	50
Thu Feb  4 03:49:33 2010	Nashville, TN	37	Fair	44	27
Thu Feb  4 03:49:34 2010	Fort Worth, TX	42	Light Rain	48	40
Thu Feb  4 03:49:34 2010	Phoenix, AZ	67	Cloudy	68	51
Thu Feb  4 03:49:35 2010	Chicago, IL	29	Cloudy	32	24
Thu Feb  4 03:49:35 2010	Portland, OR	44	Mostly Cloudy	48	44
Thu Feb  4 03:49:36 2010	San Antonio, TX	52	Light Rain	54	48
Thu Feb  4 03:49:37 2010	Indianapolis, IN	25	Mostly Cloudy	31	23
Thu Feb  4 03:49:37 2010	Boston, MA	32	Cloudy	33	21
Thu Feb  4 03:49:38 2010	Jacksonville, FL	51	Partly Cloudy	60	48
Thu Feb  4 03:49:39 2010	Columbus, OH	30	Cloudy	35	22
Thu Feb  4 03:49:39 2010	Dallas, TX	45	Light Rain	48	42
Thu Feb  4 03:49:40 2010	Houston, TX	48	Cloudy/Windy	55	49
Thu Feb  4 03:49:41 2010	Milwaukee, WI	24	Partly Cloudy	28	20
Thu Feb  4 03:49:41 2010	Seattle, WA	48	Cloudy	50	43
Thu Feb  4 03:49:42 2010	Detroit, MI	28	Fair	32	20
Thu Feb  4 03:49:43 2010	Philadelphia, PA	37	Mostly Cloudy	41	26
Thu Feb  4 04:32:37 2010	San Jose, CA	57	Cloudy	62	46
Thu Feb  4 04:32:38 2010	Charlotte, NC	41	Fair	52	27
Thu Feb  4 04:32:38 2010	San Diego, CA	52	Partly Cloudy	61	45
Thu Feb  4 04:32:39 2010	Memphis, TN	40	Cloudy	46	34
Thu Feb  4 04:32:39 2010	Denver, CO	39	Cloudy	47	30
Thu Feb  4 04:32:40 2010	El Paso, TX	44	Light Rain	48	39
Thu Feb  4 04:32:40 2010	Los Angeles, CA	60	Fair	62	48
Thu Feb  4 04:32:41 2010	New York, NY	33	Fair	37	26
Thu Feb  4 04:32:41 2010	Baltimore, MD	34	Partly Cloudy	42	27
Thu Feb  4 04:32:42 2010	Las Vegas, NV	52	Fair	63	39
Thu Feb  4 04:32:43 2010	Washington, DC	37	Mostly Cloudy	44	29
Thu Feb  4 04:32:43 2010	Austin, TX	48	Cloudy	47	44
Thu Feb  4 04:32:44 2010	Oklahoma City, OK	36	Light Rain	43	33
Thu Feb  4 04:32:44 2010	San Francisco, CA	55	Cloudy	59	50
Thu Feb  4 04:32:45 2010	Nashville, TN	34	Fair	44	28
Thu Feb  4 04:32:45 2010	Fort Worth, TX	42	Cloudy	48	40
Thu Feb  4 04:32:46 2010	Portland, OR	45	Mostly Cloudy	48	44
Thu Feb  4 04:32:46 2010	Phoenix, AZ	62	Cloudy	68	51
Thu Feb  4 04:32:47 2010	Chicago, IL	30	Cloudy	32	25
Thu Feb  4 04:32:47 2010	San Antonio, TX	52	Light Rain	54	48
Thu Feb  4 04:32:48 2010	Indianapolis, IN	26	Mostly Cloudy	31	23
Thu Feb  4 04:32:48 2010	Boston, MA	31	Partly Cloudy	33	21
Thu Feb  4 04:32:49 2010	Columbus, OH	30	Cloudy	35	22
Thu Feb  4 04:32:49 2010	Dallas, TX	44	Cloudy	48	42
Thu Feb  4 04:32:49 2010	Jacksonville, FL	50	Mostly Cloudy	60	48
Thu Feb  4 04:32:50 2010	Seattle, WA	46	Rain	50	43
Thu Feb  4 04:32:50 2010	Houston, TX	48	Cloudy	55	49
Thu Feb  4 04:32:51 2010	Milwaukee, WI	24	Partly Cloudy	28	20
Thu Feb  4 04:32:52 2010	Detroit, MI	28	Partly Cloudy	32	20
Thu Feb  4 04:32:52 2010	Philadelphia, PA	36	Partly Cloudy	41	26
Thu Feb  4 05:15:33 2010	San Jose, CA	57	Cloudy	62	46
Thu Feb  4 05:15:34 2010	Charlotte, NC	39	Fair	52	27
Thu Feb  4 05:15:34 2010	San Diego, CA	52	Partly Cloudy	61	45
Thu Feb  4 05:15:35 2010	Memphis, TN	40	Cloudy	46	34
Thu Feb  4 05:15:36 2010	El Paso, TX	44	Cloudy	48	39
Thu Feb  4 05:15:36 2010	Los Angeles, CA	59	Fair	62	48
