13	www.accuweather.com									
(Timestamp)	(Location)	(Temperature) (°F)	RealFeel® (°F)	Winds	at (mph)	(Condition)	Humidity (%)	Dew Point (° F)	Pressure (in)	Visibility (Miles)
Sun Jan 31 08:50:55 2010	San Diego  92101 	53	56	CLM	0	Partly Cloudy 	82	48	29.97	6
Sun Jan 31 08:50:57 2010	Denver  80214 	32	35	N	3	Some Clouds 	56	18	29.94	3
Sun Jan 31 08:51:00 2010	Memphis  37501 	22	15	N	7	Clear 	77	16	30.27	10
Sun Jan 31 08:51:02 2010	Los Angeles  90001 	53	56	CLM	0	Clear 	82	48	29.95	10
Sun Jan 31 08:51:04 2010	El Paso  79901 	42	41	NE	5	Cloudy 	70	33	29.98	10
Sun Jan 31 08:51:06 2010	New York  10001 	17	8	N	8	Cloudy 	46	0	29.98	10
Sun Jan 31 08:51:08 2010	Baltimore  21201 	18	13	NW	6	Cloudy 	59	6	30.04	10
Sun Jan 31 08:51:10 2010	Las Vegas  89101 	46	46	W	3	Clear 	73	38	29.90	10
Sun Jan 31 08:51:12 2010	Washington  20001 	20	2	NNW	15	Cloudy 	52	5	30.06	10
Sun Jan 31 08:51:15 2010	Austin  73301 	32	20	N	13	Cloudy 	85	28	30.27	9
Sun Jan 31 08:51:17 2010	San Francisco  94101 	51	51	W	3	Mostly Cloudy 	92	49	30.04	10
Sun Jan 31 08:51:19 2010	Oklahoma City  73101 	17	22	CLM	0	Dense Fog 	97	17	30.24	0
Sun Jan 31 08:51:21 2010	Nashville  37201 	16	23	CLM	0	Clear 	91	14	30.24	8
Sun Jan 31 08:51:23 2010	Fort Worth  76101 	28	22	ENE	7	Cloudy 	84	24	30.29	10
Sun Jan 31 08:51:26 2010	Phoenix  85001 	53	52	ESE	5	Clear 	66	42	29.87	10
Sun Jan 31 08:51:28 2010	Portland  97201 	42	42	E	3	Cloudy 	95	41	30.01	10
Sun Jan 31 08:51:30 2010	Chicago  60601 	19	19	W	3	Some Clouds 	76	13	30.19	10
Sun Jan 31 08:51:32 2010	San Antonio  78201 	34	30	ENE	6	Clear 	85	30	30.22	10
Sun Jan 31 08:51:34 2010	Indianapolis  46201 	15	15	SE	3	Mostly Clear 	80	10	30.20	10
Sun Jan 31 08:51:36 2010	Boston  02101 	16	1	NNW	12	Cloudy 	47	-1	29.98	10
Sun Jan 31 08:51:39 2010	Jacksonville  32099 	46	38	NNW	12	Mostly Cloudy 	75	39	29.99	10
Sun Jan 31 08:51:41 2010	Columbus  43085 	14	14	NNW	3	Mostly Cloudy 	73	7	30.18	10
Sun Jan 31 08:51:43 2010	Dallas  75201 	30	24	NNE	7	Cloudy 	81	25	30.27	10
Sun Jan 31 08:51:45 2010	Houston  77001 	35	26	N	10	Cloudy 	78	29	30.26	10
Sun Jan 31 08:51:47 2010	Seattle  98101 	45	43	SSW	3	Light Fog 	96	44	30.00	2
Sun Jan 31 08:51:50 2010	Milwaukee  53201 	18	16	WSW	5	Partly Cloudy 	71	10	30.18	9
Sun Jan 31 08:51:52 2010	Detroit  48201 	12	7	WSW	6	Partly Cloudy 	80	7	30.19	10
Sun Jan 31 08:51:54 2010	Philadelphia  19019 	19	4	N	13	Cloudy 	47	2	30.01	10
Sun Jan 31 09:34:25 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	89	47	30.04	10
Sun Jan 31 09:34:27 2010	Charlotte  28201 	20	18	N	5	Clear 	84	16	30.07	10
Sun Jan 31 09:34:30 2010	San Diego  92101 	53	56	CLM	0	Partly Cloudy 	82	48	29.97	7
Sun Jan 31 09:34:32 2010	Denver  80214 	31	33	NW	3	Some Clouds 	56	17	29.91	3
Sun Jan 31 09:34:34 2010	Memphis  37501 	22	28	CLM	0	Clear 	77	16	30.29	10
Sun Jan 31 09:34:36 2010	Los Angeles  90001 	53	56	CLM	0	Clear 	82	48	29.95	10
Sun Jan 31 09:34:39 2010	El Paso  79901 	41	36	NNE	7	Cloudy 	73	33	29.96	10
Sun Jan 31 09:34:41 2010	New York  10001 	17	8	NNE	8	Clear 	46	0	30.00	10
Sun Jan 31 09:34:43 2010	Baltimore  21201 	18	13	NW	6	Cloudy 	56	5	30.05	10
Sun Jan 31 09:34:45 2010	Las Vegas  89101 	45	45	SW	3	Partly Cloudy 	73	37	29.90	10
Sun Jan 31 09:34:47 2010	Washington  20001 	20	4	NNW	14	Cloudy 	49	4	30.07	10
Sun Jan 31 09:34:49 2010	Austin  73301 	32	20	N	13	Cloudy 	88	29	30.27	9
Sun Jan 31 09:34:52 2010	San Francisco  94101 	50	49	SE	5	Mostly Cloudy 	92	48	30.04	10
Sun Jan 31 09:34:54 2010	Oklahoma City  73101 	19	15	S	5	Dense Fog 	96	18	30.27	0
Sun Jan 31 09:34:56 2010	Nashville  37201 	19	14	WNW	6	Clear 	84	15	30.25	9
Sun Jan 31 09:34:58 2010	Fort Worth  76101 	28	22	ENE	7	Cloudy 	84	24	30.29	10
Sun Jan 31 09:35:01 2010	Phoenix  85001 	52	52	ESE	3	Clear 	68	42	29.87	10
Sun Jan 31 09:35:03 2010	Portland  97201 	43	44	CLM	0	Light Rain 	96	42	30.01	10
Sun Jan 31 09:35:05 2010	Chicago  60601 	18	16	W	5	Mostly Cloudy 	79	12	30.17	9
Sun Jan 31 09:35:08 2010	San Antonio  78201 	32	30	ENE	5	Clear 	88	29	30.22	10
Sun Jan 31 09:35:10 2010	Indianapolis  46201 	15	13	SE	5	Mostly Clear 	80	10	30.21	10
Sun Jan 31 09:35:12 2010	Boston  02101 	16	0	NNW	13	Cloudy 	44	-2	29.98	10
Sun Jan 31 09:35:14 2010	Jacksonville  32099 	45	41	NNW	7	Cloudy 	81	39	30.00	10
Sun Jan 31 09:35:17 2010	Columbus  43085 	14	14	N	3	Mostly Cloudy 	77	8	30.20	10
Sun Jan 31 09:35:19 2010	Dallas  75201 	30	28	ENE	5	Cloudy 	81	25	30.28	10
Sun Jan 31 09:35:21 2010	Houston  77001 	35	24	NE	12	Cloudy 	78	29	30.27	10
Sun Jan 31 09:35:24 2010	Seattle  98101 	45	41	SSW	5	Rain 	96	44	30.00	2
Sun Jan 31 09:35:26 2010	Milwaukee  53201 	17	12	WSW	6	Mostly Cloudy 	70	9	30.19	8
Sun Jan 31 09:35:29 2010	Detroit  48201 	12	4	WSW	7	Partly Cloudy 	76	6	30.20	10
Sun Jan 31 09:35:31 2010	Philadelphia  19019 	19	6	N	10	Cloudy 	47	2	30.03	10
Sun Jan 31 10:17:42 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	86	46	30.03	10
Sun Jan 31 10:17:44 2010	Charlotte  28201 	20	20	N	3	Clear 	84	16	30.10	10
Sun Jan 31 10:17:49 2010	San Diego  92101 	52	55	CLM	0	Mostly Cloudy 	82	47	29.97	6
Sun Jan 31 10:17:51 2010	Denver  80214 	31	32	W	3	Some Clouds 	58	18	29.89	3
Sun Jan 31 10:17:53 2010	Memphis  37501 	20	26	CLM	0	Clear 	81	15	30.30	9
Sun Jan 31 10:17:55 2010	Los Angeles  90001 	53	56	CLM	0	Clear 	82	48	29.94	8
Sun Jan 31 10:17:58 2010	El Paso  79901 	39	34	N	7	Cloudy 	79	33	29.96	10
Sun Jan 31 10:18:00 2010	New York  10001 	17	10	N	7	Clear 	46	0	30.02	10
Sun Jan 31 10:18:02 2010	Baltimore  21201 	17	10	NW	7	Partly Cloudy 	56	4	30.07	10
Sun Jan 31 10:18:04 2010	Las Vegas  89101 	45	48	CLM	0	Partly Cloudy 	73	37	29.90	10
Sun Jan 31 10:18:07 2010	Washington  20001 	19	4	NNW	13	Partly Cloudy 	51	4	30.09	10
Sun Jan 31 10:18:09 2010	Austin  73301 	32	23	NE	9	Cloudy 	88	29	30.28	8
Sun Jan 31 10:18:11 2010	San Francisco  94101 	49	49	SSE	3	Partly Cloudy 	92	47	30.02	10
Sun Jan 31 10:18:13 2010	Oklahoma City  73101 	20	16	S	5	Dense Fog 	94	19	30.27	0
Sun Jan 31 10:18:15 2010	Nashville  37201 	17	15	W	5	Clear 	83	13	30.26	8
Sun Jan 31 10:18:17 2010	Fort Worth  76101 	28	28	N	3	Cloudy 	84	24	30.29	10
Sun Jan 31 10:18:20 2010	Phoenix  85001 	51	51	E	3	Clear 	68	41	29.87	10
Sun Jan 31 10:18:22 2010	Portland  97201 	43	43	E	3	Cloudy 	96	42	30.01	10
Sun Jan 31 10:18:24 2010	Chicago  60601 	18	13	W	6	Cloudy 	77	12	30.20	9
Sun Jan 31 10:18:26 2010	San Antonio  78201 	31	31	NE	3	Clear 	92	29	30.21	8
Sun Jan 31 10:18:28 2010	Indianapolis  46201 	12	19	CLM	0	Mostly Clear 	84	8	30.21	10
Sun Jan 31 10:18:31 2010	Boston  02101 	15	-1	NW	13	Cloudy 	46	-2	29.98	10
Sun Jan 31 10:18:33 2010	Jacksonville  32099 	45	38	N	10	Cloudy 	75	37	30.02	10
Sun Jan 31 10:18:35 2010	Columbus  43085 	13	20	CLM	0	Clear 	80	8	30.20	10
Sun Jan 31 10:18:37 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	78	25	30.28	10
Sun Jan 31 10:18:39 2010	Houston  77001 	34	26	NE	9	Cloudy 	78	28	30.27	10
Sun Jan 31 10:18:42 2010	Seattle  98101 	45	42	SSW	5	Light Fog 	96	44	30.00	2
Sun Jan 31 10:18:44 2010	Milwaukee  53201 	16	14	W	5	Partly Cloudy 	73	9	30.18	9
Sun Jan 31 10:18:46 2010	Detroit  48201 	12	4	WSW	7	Mostly Clear 	76	6	30.19	10
Sun Jan 31 10:18:48 2010	Philadelphia  19019 	18	2	NNW	13	Some Clouds 	51	3	30.05	10
Sun Jan 31 11:01:28 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	86	46	30.03	10
Sun Jan 31 11:01:30 2010	Charlotte  28201 	20	20	N	3	Clear 	84	16	30.10	10
Sun Jan 31 11:01:33 2010	San Diego  92101 	52	55	CLM	0	Mostly Cloudy 	82	47	29.97	6
Sun Jan 31 11:01:35 2010	Denver  80214 	29	32	W	3	Mostly Cloudy 	59	17	29.89	3
Sun Jan 31 11:01:37 2010	Memphis  37501 	20	26	CLM	0	Partly Cloudy 	81	15	30.30	9
Sun Jan 31 11:01:39 2010	Los Angeles  90001 	53	56	CLM	0	Clear 	82	48	29.94	8
Sun Jan 31 11:01:42 2010	El Paso  79901 	39	34	N	7	Cloudy 	79	33	29.96	10
Sun Jan 31 11:01:44 2010	New York  10001 	17	10	N	7	Mostly Clear 	46	0	30.02	10
Sun Jan 31 11:01:46 2010	Baltimore  21201 	17	10	NW	7	Partly Cloudy 	56	4	30.07	10
Sun Jan 31 11:01:49 2010	Las Vegas  89101 	45	48	CLM	0	Partly Cloudy 	73	37	29.90	10
Sun Jan 31 11:01:51 2010	Washington  20001 	19	4	NNW	13	Partly Cloudy 	51	4	30.09	10
Sun Jan 31 11:01:53 2010	Austin  73301 	32	23	NE	9	Cloudy 	88	29	30.28	8
Sun Jan 31 11:01:56 2010	San Francisco  94101 	49	49	SSE	3	Partly Cloudy 	92	47	30.02	10
Sun Jan 31 11:01:58 2010	Oklahoma City  73101 	21	17	SSE	5	Dense Fog 	92	19	30.22	0
Sun Jan 31 11:02:00 2010	Nashville  37201 	17	15	W	5	Mostly Clear 	83	13	30.26	8
Sun Jan 31 11:02:03 2010	Fort Worth  76101 	28	28	N	3	Cloudy 	84	24	30.29	10
Sun Jan 31 11:02:05 2010	Phoenix  85001 	51	51	E	3	Clear 	68	41	29.87	10
Sun Jan 31 11:02:07 2010	Portland  97201 	43	43	E	3	Cloudy 	96	42	30.01	10
Sun Jan 31 11:02:10 2010	Chicago  60601 	18	13	W	6	Cloudy 	77	12	30.20	9
Sun Jan 31 11:02:12 2010	San Antonio  78201 	30	28	NE	5	Cloudy 	92	28	30.22	6
Sun Jan 31 11:02:14 2010	Indianapolis  46201 	12	19	CLM	0	Mostly Clear 	84	8	30.21	10
Sun Jan 31 11:02:16 2010	Boston  02101 	15	-1	NW	13	Cloudy 	46	-2	29.98	10
Sun Jan 31 11:02:18 2010	Jacksonville  32099 	43	35	N	10	Cloudy 	81	37	30.04	10
Sun Jan 31 11:02:21 2010	Columbus  43085 	13	20	CLM	0	Clear 	80	8	30.20	10
Sun Jan 31 11:02:23 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	78	25	30.28	10
Sun Jan 31 11:02:25 2010	Houston  77001 	34	26	NE	9	Cloudy 	78	28	30.27	10
Sun Jan 31 11:02:27 2010	Seattle  98101 	45	38	SSW	7	Rain 	100	45	29.97	1
Sun Jan 31 11:02:30 2010	Milwaukee  53201 	16	14	W	5	Partly Cloudy 	73	9	30.18	9
Sun Jan 31 11:02:32 2010	Detroit  48201 	12	4	WSW	7	Mostly Clear 	76	6	30.19	10
Sun Jan 31 11:02:34 2010	Philadelphia  19019 	18	2	NNW	13	Some Clouds 	51	3	30.05	10
Sun Jan 31 11:44:56 2010	San Jose  95101 	50	50	S	3	Cloudy 	86	46	30.03	10
Sun Jan 31 11:44:58 2010	Charlotte  28201 	16	23	CLM	0	Clear 	91	14	30.11	10
Sun Jan 31 11:45:00 2010	San Diego  92101 	52	55	CLM	0	Mostly Cloudy 	82	47	29.96	7
Sun Jan 31 11:45:03 2010	Denver  80214 	29	31	N	3	Some Clouds 	60	17	29.88	3
Sun Jan 31 11:45:05 2010	Memphis  37501 	21	27	CLM	0	Clear 	80	16	30.30	9
Sun Jan 31 11:45:07 2010	Los Angeles  90001 	51	54	CLM	0	Clear 	85	47	29.94	6
Sun Jan 31 11:45:10 2010	El Paso  79901 	39	36	NNE	6	Mostly Cloudy 	79	33	29.95	10
Sun Jan 31 11:45:12 2010	New York  10001 	16	9	N	7	Mostly Clear 	47	-1	30.05	10
Sun Jan 31 11:45:14 2010	Baltimore  21201 	15	10	NW	6	Partly Cloudy 	58	3	30.11	10
Sun Jan 31 11:45:16 2010	Las Vegas  89101 	44	48	CLM	0	Partly Cloudy 	73	36	29.90	10
Sun Jan 31 11:45:19 2010	Washington  20001 	17	4	NNW	10	Partly Cloudy 	53	3	30.12	10
Sun Jan 31 11:45:21 2010	Austin  73301 	32	25	NE	8	Cloudy 	88	29	30.28	8
Sun Jan 31 11:45:23 2010	San Francisco  94101 	49	49	S	3	Partly Cloudy 	92	47	30.02	10
Sun Jan 31 11:45:25 2010	Oklahoma City  73101 	21	17	SSE	5	Dense Fog 	94	20	30.25	0
Sun Jan 31 11:45:27 2010	Nashville  37201 	15	22	CLM	0	Partly Cloudy 	87	12	30.27	7
Sun Jan 31 11:45:30 2010	Fort Worth  76101 	29	34	CLM	0	Cloudy 	81	24	30.29	10
Sun Jan 31 11:45:32 2010	Phoenix  85001 	50	53	CLM	0	Clear 	74	42	29.86	10
Sun Jan 31 11:45:34 2010	Portland  97201 	43	40	E	3	Light Rain 	96	42	30.01	10
Sun Jan 31 11:45:36 2010	Chicago  60601 	16	14	WSW	5	Cloudy 	84	12	30.20	9
Sun Jan 31 11:45:38 2010	San Antonio  78201 	32	28	ENE	6	Cloudy 	86	28	30.23	6
Sun Jan 31 11:45:41 2010	Indianapolis  46201 	9	7	WNW	5	Mostly Clear 	87	6	30.24	8
Sun Jan 31 11:45:43 2010	Boston  02101 	14	-3	NNW	13	Some Clouds 	42	-5	30.00	10
Sun Jan 31 11:45:45 2010	Jacksonville  32099 	41	33	N	10	Cloudy 	80	36	30.06	10
Sun Jan 31 11:45:47 2010	Columbus  43085 	12	19	CLM	0	Clear 	84	8	30.21	10
Sun Jan 31 11:45:50 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	78	25	30.29	10
Sun Jan 31 11:45:52 2010	Houston  77001 	34	23	N	12	Cloudy 	78	28	30.27	10
Sun Jan 31 11:45:54 2010	Seattle  98101 	45	39	SW	6	Rain 	96	44	30.00	1
Sun Jan 31 11:45:56 2010	Milwaukee  53201 	16	14	W	5	Partly Cloudy 	67	7	30.17	9
Sun Jan 31 11:45:59 2010	Detroit  48201 	11	3	WSW	7	Partly Cloudy 	80	6	30.19	10
Sun Jan 31 11:46:01 2010	Philadelphia  19019 	16	0	NNW	13	Mostly Clear 	53	2	30.07	10
Sun Jan 31 12:28:15 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	86	46	30.02	10
Sun Jan 31 12:28:17 2010	Charlotte  28201 	16	23	CLM	0	Clear 	91	14	30.14	9
Sun Jan 31 12:28:19 2010	San Diego  92101 	53	56	CLM	0	Cloudy 	82	48	29.95	6
Sun Jan 31 12:28:21 2010	Denver  80214 	29	31	W	3	Mostly Cloudy 	60	17	29.88	3
Sun Jan 31 12:28:23 2010	Memphis  37501 	21	27	CLM	0	Clear 	77	15	30.30	9
Sun Jan 31 12:28:26 2010	Los Angeles  90001 	52	55	CLM	0	Clear 	80	46	29.94	7
Sun Jan 31 12:28:28 2010	El Paso  79901 	39	37	N	5	Cloudy 	79	33	29.94	10
Sun Jan 31 12:28:30 2010	New York  10001 	15	5	NNW	8	Clear 	49	-1	30.05	10
Sun Jan 31 12:28:32 2010	Baltimore  21201 	13	11	NW	5	Partly Cloudy 	58	1	30.13	10
Sun Jan 31 12:28:34 2010	Las Vegas  89101 	42	39	SSW	6	Partly Cloudy 	78	36	29.90	10
Sun Jan 31 12:28:36 2010	Washington  20001 	17	4	NNW	10	Some Clouds 	51	2	30.15	10
Sun Jan 31 12:28:39 2010	Austin  73301 	31	24	NE	8	Cloudy 	88	28	30.28	7
Sun Jan 31 12:28:41 2010	San Francisco  94101 	47	46	SSW	5	Cloudy 	96	46	30.02	10
Sun Jan 31 12:28:43 2010	Oklahoma City  73101 	22	26	CLM	0	Dense Fog 	97	21	30.21	0
Sun Jan 31 12:28:45 2010	Nashville  37201 	14	21	CLM	0	Clear 	91	12	30.29	6
Sun Jan 31 12:28:47 2010	Fort Worth  76101 	29	29	NE	3	Cloudy 	81	24	30.29	10
Sun Jan 31 12:28:49 2010	Phoenix  85001 	51	54	CLM	0	Clear 	65	40	29.86	10
Sun Jan 31 12:28:51 2010	Portland  97201 	43	47	CLM	0	Light Fog 	100	43	30.01	3
Sun Jan 31 12:28:53 2010	Chicago  60601 	16	16	W	3	Mostly Cloudy 	80	11	30.21	9
Sun Jan 31 12:28:56 2010	San Antonio  78201 	32	26	ENE	7	Cloudy 	88	29	30.22	6
Sun Jan 31 12:28:58 2010	Indianapolis  46201 	10	10	WNW	3	Mostly Clear 	87	7	30.25	9
Sun Jan 31 12:29:00 2010	Boston  02101 	14	-4	NNW	14	Some Clouds 	33	-10	30.01	10
Sun Jan 31 12:29:02 2010	Jacksonville  32099 	41	32	N	12	Cloudy 	80	36	30.08	10
Sun Jan 31 12:29:05 2010	Columbus  43085 	11	18	CLM	0	Clear 	80	6	30.23	10
Sun Jan 31 12:29:07 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	78	25	30.29	10
Sun Jan 31 12:29:09 2010	Houston  77001 	34	24	NNE	10	Cloudy 	78	28	30.26	10
Sun Jan 31 12:29:11 2010	Seattle  98101 	45	41	SSW	5	Rain 	96	44	30.00	1
Sun Jan 31 12:29:13 2010	Milwaukee  53201 	15	7	W	7	Partly Cloudy 	67	6	30.18	9
Sun Jan 31 12:29:16 2010	Detroit  48201 	11	3	SW	7	Mostly Cloudy 	80	6	30.19	10
Sun Jan 31 12:29:18 2010	Philadelphia  19019 	15	5	NNW	8	Mostly Clear 	53	1	30.09	10
Sun Jan 31 13:11:38 2010	San Jose  95101 	50	50	E	3	Cloudy 	82	45	30.02	10
Sun Jan 31 13:11:40 2010	Charlotte  28201 	16	23	CLM	0	Clear 	87	13	30.16	8
Sun Jan 31 13:11:42 2010	San Diego  92101 	53	56	CLM	0	Cloudy 	79	47	29.95	6
Sun Jan 31 13:11:44 2010	Denver  80214 	29	32	N	2	Mostly Cloudy 	61	17	29.88	3
Sun Jan 31 13:11:46 2010	Memphis  37501 	20	26	CLM	0	Clear 	81	15	30.31	10
Sun Jan 31 13:11:48 2010	Los Angeles  90001 	50	53	CLM	0	Clear 	82	45	29.93	6
Sun Jan 31 13:11:51 2010	El Paso  79901 	39	36	N	6	Cloudy 	79	33	29.93	10
Sun Jan 31 13:11:53 2010	New York  10001 	14	9	N	6	Clear 	51	-1	30.07	10
Sun Jan 31 13:11:55 2010	Baltimore  21201 	9	4	WNW	6	Some Clouds 	64	-1	30.16	10
Sun Jan 31 13:11:57 2010	Las Vegas  89101 	43	42	SSW	5	Partly Cloudy 	73	35	29.90	10
Sun Jan 31 13:11:59 2010	Washington  20001 	16	0	NNW	13	Some Clouds 	53	2	30.17	10
Sun Jan 31 13:12:02 2010	Austin  73301 	31	20	NE	12	Cloudy 	88	28	30.30	7
Sun Jan 31 13:12:04 2010	San Francisco  94101 	47	47	SSE	3	Cloudy 	92	45	30.01	10
Sun Jan 31 13:12:06 2010	Oklahoma City  73101 	22	18	S	5	Dense Fog 	92	20	30.22	0
Sun Jan 31 13:12:08 2010	Nashville  37201 	15	22	CLM	0	Clear 	87	12	30.31	6
Sun Jan 31 13:12:10 2010	Fort Worth  76101 	29	29	NE	3	Cloudy 	81	24	30.30	10
Sun Jan 31 13:12:13 2010	Phoenix  85001 	50	53	CLM	0	Mostly Clear 	74	42	29.86	10
Sun Jan 31 13:12:15 2010	Portland  97201 	43	47	CLM	0	Cloudy 	100	43	30.01	6
Sun Jan 31 13:12:17 2010	Chicago  60601 	16	6	W	8	Some Clouds 	77	10	30.22	9
Sun Jan 31 13:12:19 2010	San Antonio  78201 	32	25	ENE	8	Cloudy 	88	29	30.23	5
Sun Jan 31 13:12:21 2010	Indianapolis  46201 	10	17	CLM	0	Mostly Clear 	87	7	30.27	8
Sun Jan 31 13:12:23 2010	Boston  02101 	13	-2	NNW	12	Partly Sunny 	38	-8	30.03	10
Sun Jan 31 13:12:25 2010	Jacksonville  32099 	41	34	N	9	Cloudy 	80	36	30.11	7
Sun Jan 31 13:12:28 2010	Columbus  43085 	10	17	CLM	0	Clear 	83	6	30.24	10
Sun Jan 31 13:12:30 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	82	26	30.30	10
Sun Jan 31 13:12:32 2010	Houston  77001 	34	29	NNE	7	Cloudy 	81	29	30.28	9
Sun Jan 31 13:12:34 2010	Seattle  98101 	45	39	SSW	6	Rain 	96	44	30.00	2
Sun Jan 31 13:12:36 2010	Milwaukee  53201 	14	6	W	7	Mostly Cloudy 	70	6	30.18	9
Sun Jan 31 13:12:38 2010	Detroit  48201 	12	0	SW	9	Cloudy 	80	7	30.20	9
Sun Jan 31 13:12:40 2010	Philadelphia  19019 	14	-1	NNW	12	Mostly Clear 	56	1	30.12	10
Sun Jan 31 13:55:11 2010	San Jose  95101 	50	50	E	3	Cloudy 	82	45	30.02	10
Sun Jan 31 13:55:13 2010	Charlotte  28201 	16	23	CLM	0	Partly Cloudy 	87	13	30.16	8
Sun Jan 31 13:55:15 2010	San Diego  92101 	53	56	CLM	0	Cloudy 	79	47	29.95	6
Sun Jan 31 13:55:17 2010	Denver  80214 	28	31	NW	3	Some Clouds 	62	16	29.88	3
Sun Jan 31 13:55:19 2010	Memphis  37501 	20	26	CLM	0	Clear 	81	15	30.31	10
Sun Jan 31 13:55:22 2010	Los Angeles  90001 	50	53	CLM	3	Clear 	82	45	29.93	6
Sun Jan 31 13:55:24 2010	El Paso  79901 	39	36	N	6	Cloudy 	79	33	29.93	10
Sun Jan 31 13:55:26 2010	New York  10001 	14	9	N	6	Mostly Clear 	51	-1	30.07	10
Sun Jan 31 13:55:29 2010	Baltimore  21201 	9	4	WNW	6	Some Clouds 	64	-1	30.16	10
Sun Jan 31 13:55:31 2010	Las Vegas  89101 	43	42	SSW	5	Partly Cloudy 	73	35	29.90	10
Sun Jan 31 13:55:33 2010	Washington  20001 	16	0	NNW	13	Some Clouds 	53	2	30.17	10
Sun Jan 31 13:55:35 2010	Austin  73301 	31	20	NE	12	Cloudy 	88	28	30.30	7
Sun Jan 31 13:55:37 2010	San Francisco  94101 	47	47	SSE	3	Cloudy 	92	45	30.01	10
Sun Jan 31 13:55:39 2010	Oklahoma City  73101 	22	18	S	5	Dense Fog 	92	20	30.22	0
Sun Jan 31 13:55:42 2010	Nashville  37201 	15	22	CLM	0	Clear 	87	12	30.31	6
Sun Jan 31 13:55:44 2010	Fort Worth  76101 	29	29	NE	3	Cloudy 	81	24	30.30	10
Sun Jan 31 13:55:47 2010	Phoenix  85001 	50	53	CLM	0	Mostly Clear 	74	42	29.86	10
Sun Jan 31 13:55:49 2010	Portland  97201 	43	47	CLM	0	Cloudy 	100	43	30.01	6
Sun Jan 31 13:55:52 2010	Chicago  60601 	16	6	W	8	Some Clouds 	77	10	30.22	9
Sun Jan 31 13:55:54 2010	San Antonio  78201 	32	25	ENE	8	Cloudy 	88	29	30.23	5
Sun Jan 31 13:55:56 2010	Indianapolis  46201 	10	17	CLM	0	Mostly Clear 	87	7	30.27	8
Sun Jan 31 13:55:58 2010	Boston  02101 	13	-2	NNW	12	Partly Sunny 	38	-8	30.03	10
Sun Jan 31 13:56:00 2010	Jacksonville  32099 	41	34	N	9	Cloudy 	80	36	30.11	7
Sun Jan 31 13:56:02 2010	Columbus  43085 	10	17	CLM	0	Clear 	83	6	30.24	10
Sun Jan 31 13:56:05 2010	Dallas  75201 	31	36	CLM	0	Cloudy 	82	26	30.30	10
Sun Jan 31 13:56:07 2010	Houston  77001 	34	29	NNE	7	Cloudy 	81	29	30.28	9
Sun Jan 31 13:56:09 2010	Seattle  98101 	45	39	SSW	6	Rain 	96	44	30.00	2
Sun Jan 31 13:56:11 2010	Milwaukee  53201 	14	6	W	7	Mostly Cloudy 	70	6	30.18	9
Sun Jan 31 13:56:14 2010	Detroit  48201 	12	0	SW	9	Cloudy 	80	7	30.20	9
Sun Jan 31 13:56:16 2010	Philadelphia  19019 	14	-1	NNW	12	Mostly Clear 	56	1	30.12	10
Sun Jan 31 14:38:04 2010	San Jose  95101 	50	53	CLM	0	Cloudy 	82	45	30.01	10
Sun Jan 31 14:38:07 2010	Charlotte  28201 	17	25	CLM	0	Sunny 	87	14	30.20	9
Sun Jan 31 14:38:10 2010	San Diego  92101 	52	55	CLM	0	Mostly Cloudy 	82	47	29.94	6
Sun Jan 31 14:38:12 2010	Denver  80214 	28	28	N	3	Cloudy 	63	18	29.86	30
Sun Jan 31 14:38:15 2010	Memphis  37501 	20	26	CLM	0	Clear 	81	15	30.33	10
Sun Jan 31 14:38:18 2010	Los Angeles  90001 	49	52	CLM	0	Clear 	83	44	29.93	7
Sun Jan 31 14:38:20 2010	El Paso  79901 	39	36	NNE	6	Cloudy 	79	33	29.94	10
Sun Jan 31 14:38:23 2010	New York  10001 	14	17	N	3	Sunny 	51	-1	30.11	10
Sun Jan 31 14:38:25 2010	Baltimore  21201 	12	13	WNW	3	Mostly Cloudy 	61	1	30.18	10
Sun Jan 31 14:38:28 2010	Las Vegas  89101 	42	41	SSW	5	Partly Cloudy 	76	35	29.90	10
Sun Jan 31 14:38:30 2010	Washington  20001 	17	3	NW	12	Clouds And Sun 	49	1	30.20	10
Sun Jan 31 14:38:32 2010	Austin  73301 	31	27	NNE	6	Cloudy 	88	28	30.31	8
Sun Jan 31 14:38:35 2010	San Francisco  94101 	48	45	S	6	Cloudy 	89	45	30.01	10
Sun Jan 31 14:38:37 2010	Oklahoma City  73101 	21	14	S	6	Dense Fog 	92	19	30.22	0
Sun Jan 31 14:38:40 2010	Nashville  37201 	12	14	S	3	Sunny 	87	9	30.32	5
Sun Jan 31 14:38:43 2010	Fort Worth  76101 	28	22	E	7	Cloudy 	84	24	30.31	10
Sun Jan 31 14:38:45 2010	Phoenix  85001 	48	51	CLM	0	Mostly Clear 	76	41	29.87	10
