5	www.nytimes.com							
(Timestamp)	(Location)	(Temperature) (°F °C)	(Conditions)	Humidity (%)	Barometer (in)	Visibility (mi)	(Wind Speed) (mph)	Wind
Sun Jan 31 18:26:31 2010	Seattle	45 7 	Cloudy	92	29.99	4	6	SSW
Sun Jan 31 18:26:32 2010	Detroit	21 -6 	Cloudy	70	30.19	6	14	SW
Sun Jan 31 18:26:33 2010	Philadelphia	25 -4 	Sunny	33	30.18	10	6	NW
Sun Jan 31 19:11:49 2010	San Jose	48 9 		81	30.05	7	0	CLM
Sun Jan 31 19:11:50 2010	Charlotte	32 0 	Mostly Sunny	58	30.29	10	0	CLM
Sun Jan 31 19:11:51 2010	Denver	30 -1 		69	29.89	10	13	NNW
Sun Jan 31 19:11:51 2010	San Diego	51 11 	Partly Sunny	96	29.97	4	0	CLM
Sun Jan 31 19:11:52 2010	Memphis	31 -1 	Mostly Sunny	75	30.39	10	3	ENE
Sun Jan 31 19:11:53 2010	Los Angeles	48 9 	Sunny	79	29.95	8	0	CLM
Sun Jan 31 19:11:54 2010	El Paso	44 7 	Cloudy	70	29.98	10	3	NNW
Sun Jan 31 19:11:54 2010	New York	22 -6 	Sunny	38	30.12	10	6	N
Sun Jan 31 19:11:55 2010	Baltimore	24 -4 	Sunny	34	30.22	10	13	W
Sun Jan 31 19:11:56 2010	Las Vegas	48 9 	Partly Sunny	62	29.97	10	0	CLM
Sun Jan 31 19:11:57 2010	Washington	25 -4 	Sunny	35	30.25	10	13	NNW
Sun Jan 31 19:11:58 2010	Austin	32 0 	Cloudy	93	30.3	5	3	ENE
Sun Jan 31 19:11:58 2010	San Francisco	48 9 	Mostly Cloudy	92	30.05	8	4	ESE
Sun Jan 31 19:11:59 2010	Oklahoma City	25 -4 	Dense Fog	95	30.27	0	6	S
Sun Jan 31 19:12:00 2010	Nashville	28 -2 	Sunny	68	30.38	10	0	CLM
Sun Jan 31 19:12:01 2010	Fort Worth	32 0 	Cloudy	81	30.33	10	6	SSE
Sun Jan 31 19:12:02 2010	Phoenix	58 14 	Sunny	50	29.91	10	0	CLM
Sun Jan 31 19:12:02 2010	Portland	45 7 	Light Fog	96	30.02	3	3	E
Sun Jan 31 19:12:03 2010	Chicago	24 -4 	Partly Sunny	48	30.28	10	12	W
Sun Jan 31 19:12:04 2010	San Antonio	32 0 	Cloudy	92	30.3	4	7	ENE
Sun Jan 31 19:12:05 2010	Indianapolis	25 -4 	Sunny	63	30.27	10	12	W
Sun Jan 31 19:12:06 2010	Boston	25 -4 	Partly Sunny	33	30.01	10	13	NW
Sun Jan 31 19:12:06 2010	Jacksonville	42 6 	Cloudy	70	30.25	10	14	NNE
Sun Jan 31 19:12:07 2010	Columbus	23 -5 	Partly Sunny	57	30.27	10	10	SW
Sun Jan 31 19:12:08 2010	Dallas	32 0 	Cloudy	81	30.34	6	6	S
Sun Jan 31 19:12:09 2010	Houston	38 3 	Cloudy	75	30.33	8	8	NE
Sun Jan 31 19:12:09 2010	Seattle	45 7 	Cloudy	92	29.99	4	6	SSW
Sun Jan 31 19:12:10 2010	Milwaukee	18 -8 	Sunny	49	30.18	10	14	WSW
Sun Jan 31 19:12:11 2010	Detroit	21 -6 	Cloudy	70	30.19	6	14	SW
Sun Jan 31 19:12:12 2010	Philadelphia	25 -4 	Sunny	33	30.18	10	6	NW
Sun Jan 31 19:54:50 2010	San Jose	52 11 		76	30.06	7	0	CLM
Sun Jan 31 19:54:51 2010	Charlotte	36 2 	Sunny	47	30.25	10	7	ENE
Sun Jan 31 19:54:52 2010	Denver	34 1 	Mostly Cloudy	56	29.87	10	13	NW
Sun Jan 31 19:54:52 2010	San Diego	56 13 	Sunny	83	29.98	7	7	NW
Sun Jan 31 19:54:53 2010	Memphis	32 0 	Partly Sunny	72	30.35	10	6	E
Sun Jan 31 19:54:54 2010	Los Angeles	54 12 	Sunny	66	29.97	10	0	CLM
Sun Jan 31 19:54:55 2010	El Paso	48 9 	Cloudy	58	29.95	10	5	CLM
Sun Jan 31 19:54:56 2010	Baltimore	26 -3 	Sunny	33	30.19	10	9	WNW
Sun Jan 31 19:54:56 2010	New York	25 -4 	Sunny	35	30.09	10	5	N
Sun Jan 31 19:54:57 2010	Las Vegas	51 11 	Partly Sunny	51	29.98	10	0	CLM
Sun Jan 31 19:54:58 2010	Washington	28 -2 	Sunny	34	30.23	10	8	WNW
Sun Jan 31 19:54:59 2010	Austin	32 0 	Cloudy	93	30.3	5	0	CLM
Sun Jan 31 19:55:00 2010	Oklahoma City	26 -3 	Dense Fog	91	30.26	0	6	S
Sun Jan 31 19:55:00 2010	San Francisco	49 9 		90	30.06	8	3	ENE
Sun Jan 31 19:55:01 2010	Nashville	32 0 	Sunny	49	30.35	10	0	CLM
Sun Jan 31 19:55:02 2010	Fort Worth	32 0 	Cloudy	81	30.31	10	0	CLM
Sun Jan 31 19:55:03 2010	Phoenix	60 16 	Sunny	47	29.91	10	3	W
Sun Jan 31 19:55:04 2010	Chicago	26 -3 	Partly Sunny	42	30.27	10	12	W
Sun Jan 31 19:55:04 2010	Portland	48 9 	Cloudy	93	30.04	9	3	CLM
Sun Jan 31 19:55:05 2010	San Antonio	33 1 	Cloudy	88	30.28	4	8	ESE
Sun Jan 31 19:55:06 2010	Indianapolis	27 -3 	Sunny	63	30.24	10	12	WSW
Sun Jan 31 19:55:07 2010	Boston	26 -3 	Partly Sunny	35	29.98	10	13	NW
Sun Jan 31 19:55:08 2010	Columbus	27 -3 	Partly Sunny	48	30.24	10	14	WSW
Sun Jan 31 19:55:08 2010	Jacksonville	42 6 	Cloudy	70	30.23	10	16	N
Sun Jan 31 19:55:09 2010	Dallas	34 1 	Cloudy	78	30.32	6	0	CLM
Sun Jan 31 19:55:10 2010	Houston	39 4 	Cloudy	72	30.31	9	5	NE
Sun Jan 31 19:55:11 2010	Milwaukee	19 -7 	Sunny	45	30.16	10	13	W
Sun Jan 31 19:55:11 2010	Seattle	45 7 	Dense Fog	93	30	0	9	SSW
Sun Jan 31 19:55:12 2010	Detroit	23 -5 	Cloudy	68	30.16	9	14	W
Sun Jan 31 19:55:13 2010	Philadelphia	27 -3 	Sunny	32	30.15	10	8	W
Sun Jan 31 20:38:50 2010	Charlotte	36 2 	Partly Sunny	47	30.24	10	0	CLM
Sun Jan 31 20:38:50 2010	San Jose	55 13 		66	30.06	10	0	CLM
Sun Jan 31 20:38:51 2010	San Diego	58 14 	Partly Sunny	74	29.97	10	7	NW
Sun Jan 31 20:38:52 2010	Denver	37 3 		52	29.84	10	8	NW
Sun Jan 31 20:38:53 2010	Memphis	34 1 	Partly Sunny	66	30.34	10	0	CLM
Sun Jan 31 20:38:54 2010	El Paso	52 11 	Cloudy	50	29.91	10	0	CLM
Sun Jan 31 20:38:54 2010	Los Angeles	58 14 	Sunny	49	29.95	10	3	S
Sun Jan 31 20:38:57 2010	New York	27 -3 	Mostly Sunny	32	30.08	10	7	W
Sun Jan 31 20:38:58 2010	Baltimore	27 -3 	Sunny	35	30.18	10	9	W
Sun Jan 31 20:38:59 2010	Las Vegas	54 12 	Partly Sunny	46	29.97	10	0	CLM
Sun Jan 31 20:38:59 2010	Washington	30 -1 	Sunny	31	30.2	10	6	N
Sun Jan 31 20:39:00 2010	Austin	32 0 	Cloudy	93	30.26	5	0	CLM
Sun Jan 31 20:39:01 2010	San Francisco	50 10 		86	30.07	9	4	NE
Sun Jan 31 20:39:02 2010	Oklahoma City	27 -3 	Foggy	87	30.23	1	6	SSE
Sun Jan 31 20:39:03 2010	Fort Worth	33 1 	Cloudy	81	30.27	10	5	E
Sun Jan 31 20:39:03 2010	Nashville	33 1 	Sunny	53	30.34	10	0	CLM
Sun Jan 31 20:39:04 2010	Phoenix	62 17 	Sunny	42	29.9	10	0	CLM
Sun Jan 31 20:39:05 2010	Portland	50 10 	Cloudy	87	30.03	10	0	CLM
Sun Jan 31 20:39:06 2010	Chicago	28 -2 	Mostly Sunny	40	30.24	10	14	W
Sun Jan 31 20:39:07 2010	Indianapolis	27 -3 	Sunny	68	30.24	10	10	WSW
Sun Jan 31 20:39:07 2010	San Antonio	33 1 	Cloudy	88	30.26	5	3	E
Sun Jan 31 20:39:08 2010	Boston	27 -3 	Partly Sunny	33	29.97	10	9	WNW
Sun Jan 31 20:39:09 2010	Jacksonville	42 6 	Mostly Cloudy	67	30.23	10	16	NNE
Sun Jan 31 20:39:10 2010	Columbus	29 -2 	Partly Sunny	46	30.23	10	10	WSW
Sun Jan 31 20:39:10 2010	Dallas	36 2 	Cloudy	74	30.26	6	3	N
Sun Jan 31 20:39:11 2010	Houston	39 4 	Cloudy	72	30.3	10	0	CLM
Sun Jan 31 20:39:12 2010	Seattle	45 7 	Cloudy	92	30.01	10	8	S
Sun Jan 31 20:39:13 2010	Milwaukee	19 -7 	Sunny	45	30.15	10	14	W
Sun Jan 31 20:39:14 2010	Detroit	24 -4 	Cloudy	65	30.14	8	16	WSW
Sun Jan 31 20:39:14 2010	Philadelphia	29 -2 		28	30.15	10	12	W
Sun Jan 31 21:22:17 2010	Charlotte	38 3 	Partly Sunny	37	30.25	10	0	CLM
Sun Jan 31 21:22:17 2010	San Jose	57 14 	Partly Sunny	62	30.04	10	0	CLM
Sun Jan 31 21:22:18 2010	San Diego	59 15 	Sunny	69	29.94	9	6	N
Sun Jan 31 21:22:19 2010	Denver	38 3 	Mostly Cloudy	54	29.82	10	9	N
Sun Jan 31 21:22:20 2010	Memphis	36 2 	Partly Sunny	67	30.33	10	0	CLM
Sun Jan 31 21:22:21 2010	El Paso	54 12 	Cloudy	44	29.86	10	3	N
Sun Jan 31 21:22:21 2010	Los Angeles	61 16 	Sunny	44	29.91	10	0	CLM
Sun Jan 31 21:22:22 2010	New York	29 -2 	Sunny	30	30.08	10	7	N
Sun Jan 31 21:22:23 2010	Baltimore	28 -2 	Sunny	35	30.17	10	10	W
Sun Jan 31 21:22:24 2010	Las Vegas	55 13 	Partly Sunny	44	29.94	10	5	ENE
Sun Jan 31 21:22:25 2010	Austin	32 0 	Cloudy	93	30.25	5	0	CLM
Sun Jan 31 21:22:25 2010	Washington	31 -1 	Sunny	30	30.2	10	0	CLM
Sun Jan 31 21:22:26 2010	San Francisco	51 11 		86	30.04	9	4	NE
Sun Jan 31 21:22:27 2010	Oklahoma City	27 -3 	Foggy	87	30.2	1	6	SSE
Sun Jan 31 21:22:28 2010	Fort Worth	34 1 	Cloudy	78	30.24	10	5	N
Sun Jan 31 21:22:28 2010	Nashville	36 2 	Sunny	47	30.32	10	0	CLM
Sun Jan 31 21:22:29 2010	Phoenix	63 17 	Sunny	41	29.87	10	5	N
Sun Jan 31 21:22:30 2010	Portland	50 10 	Cloudy	82	30.02	10	3	ENE
Sun Jan 31 21:22:31 2010	Chicago	29 -2 	Mostly Sunny	36	30.25	10	16	WSW
Sun Jan 31 21:22:32 2010	Indianapolis	27 -3 	Sunny	68	30.24	10	13	W
Sun Jan 31 21:22:32 2010	San Antonio	34 1 	Cloudy	85	30.22	5	3	E
Sun Jan 31 21:22:33 2010	Boston	28 -2 	Partly Sunny	31	29.97	10	13	NW
Sun Jan 31 21:22:34 2010	Jacksonville	43 6 	Mostly Cloudy	67	30.21	10	13	NE
Sun Jan 31 21:22:35 2010	Columbus	30 -1 	Partly Sunny	44	30.22	10	13	WSW
Sun Jan 31 21:22:36 2010	Dallas	36 2 	Cloudy	72	30.24	6	7	ENE
Sun Jan 31 21:22:36 2010	Houston	40 4 	Cloudy	70	30.27	8	0	CLM
Sun Jan 31 21:22:37 2010	Seattle	46 8 	Cloudy	88	30.01	10	9	SSW
Sun Jan 31 21:22:38 2010	Milwaukee	21 -6 	Mostly Cloudy	45	30.16	10	14	W
Sun Jan 31 21:22:39 2010	Detroit	26 -3 	Mostly Cloudy	60	30.12	9	14	WSW
Sun Jan 31 21:22:40 2010	Philadelphia	29 -2 	Sunny	28	30.15	10	9	WNW
Sun Jan 31 22:07:02 2010	Charlotte	38 3 	Partly Sunny	37	30.25	10	0	CLM
Sun Jan 31 22:07:02 2010	San Jose	57 14 	Partly Sunny	62	30.04	10	0	CLM
Sun Jan 31 22:07:03 2010	San Diego	59 15 	Sunny	69	29.94	9	6	N
Sun Jan 31 22:07:04 2010	Denver	38 3 	Mostly Cloudy	54	29.82	10	9	N
Sun Jan 31 22:07:05 2010	Memphis	36 2 	Partly Sunny	67	30.33	10	0	CLM
Sun Jan 31 22:07:06 2010	El Paso	54 12 	Cloudy	44	29.86	10	3	N
Sun Jan 31 22:07:06 2010	Los Angeles	61 16 	Sunny	44	29.91	10	0	CLM
Sun Jan 31 22:07:07 2010	New York	29 -2 	Sunny	30	30.08	10	7	N
Sun Jan 31 22:07:08 2010	Baltimore	28 -2 	Sunny	35	30.17	10	10	W
Sun Jan 31 22:07:09 2010	Las Vegas	55 13 	Partly Sunny	44	29.94	10	5	ENE
Sun Jan 31 22:07:10 2010	Austin	32 0 	Cloudy	93	30.24	5	0	CLM
Sun Jan 31 22:07:10 2010	Washington	31 -1 	Sunny	30	30.2	10	0	CLM
Sun Jan 31 22:07:11 2010	San Francisco	52 11 		80	30.04	9	4	N
Sun Jan 31 22:07:12 2010	Oklahoma City	27 -3 	Foggy	87	30.2	1	6	SSE
Sun Jan 31 22:07:13 2010	Nashville	36 2 	Sunny	47	30.32	10	0	CLM
Sun Jan 31 22:07:14 2010	Fort Worth	34 1 	Cloudy	78	30.24	10	5	N
Sun Jan 31 22:07:14 2010	Phoenix	63 17 	Sunny	41	29.87	10	5	N
Sun Jan 31 22:07:15 2010	Portland	50 10 	Cloudy	82	30.02	10	3	ENE
Sun Jan 31 22:07:16 2010	Chicago	29 -2 	Mostly Sunny	36	30.25	10	16	WSW
Sun Jan 31 22:07:17 2010	San Antonio	36 2 	Cloudy	80	30.21	6	3	ENE
Sun Jan 31 22:07:18 2010	Boston	28 -2 	Partly Sunny	31	29.97	10	13	NW
Sun Jan 31 22:07:18 2010	Indianapolis	28 -2 	Sunny	63	30.24	10	14	W
Sun Jan 31 22:07:19 2010	Jacksonville	43 6 	Mostly Cloudy	67	30.21	10	13	NE
Sun Jan 31 22:07:20 2010	Columbus	30 -1 	Partly Sunny	44	30.22	10	13	WSW
Sun Jan 31 22:07:21 2010	Dallas	36 2 	Cloudy	72	30.24	6	7	ENE
Sun Jan 31 22:07:21 2010	Houston	40 4 	Cloudy	70	30.27	8	0	CLM
Sun Jan 31 22:07:22 2010	Seattle	46 8 	Cloudy	88	30.01	10	9	SSW
Sun Jan 31 22:07:23 2010	Milwaukee	21 -6 	Mostly Cloudy	45	30.16	10	14	W
Sun Jan 31 22:07:24 2010	Detroit	26 -3 	Mostly Cloudy	60	30.12	9	14	WSW
Sun Jan 31 22:07:25 2010	Philadelphia	29 -2 	Sunny	28	30.15	10	9	WNW
Sun Jan 31 22:49:57 2010	Charlotte	40 4 	Mostly Sunny	33	30.24	10	0	CLM
Sun Jan 31 22:49:57 2010	San Jose	59 15 		58	30	10	6	N
Sun Jan 31 22:49:58 2010	San Diego	60 16 	Partly Sunny	69	29.92	10	8	NW
Sun Jan 31 22:49:59 2010	Denver	37 3 		54	29.82	10	8	N
Sun Jan 31 22:50:00 2010	Los Angeles	63 17 	Sunny	36	29.89	10	3	N
Sun Jan 31 22:50:00 2010	Memphis	37 3 	Mostly Sunny	64	30.32	10	5	NNE
Sun Jan 31 22:50:01 2010	El Paso	55 13 	Mostly Cloudy	41	29.84	10	3	WSW
Sun Jan 31 22:50:02 2010	New York	30 -1 	Sunny	28	30.07	10	7	W
Sun Jan 31 22:50:03 2010	Baltimore	29 -2 	Sunny	36	30.18	10	10	WSW
Sun Jan 31 22:50:04 2010	Las Vegas	56 13 		41	29.91	10	3	W
Sun Jan 31 22:50:04 2010	Washington	33 1 	Sunny	30	30.19	10	8	WNW
Sun Jan 31 22:50:05 2010	Austin	34 1 	Cloudy	93	30.22	5	0	CLM
Sun Jan 31 22:50:06 2010	San Francisco	54 12 		78	30.02	10	4	NNE
Sun Jan 31 22:50:07 2010	Oklahoma City	27 -3 	Light Fog	90	30.2	1	5	N
Sun Jan 31 22:50:08 2010	Fort Worth	36 2 	Cloudy	74	30.22	10	3	E
Sun Jan 31 22:50:08 2010	Nashville	38 3 	Sunny	42	30.32	10	0	CLM
Sun Jan 31 22:50:09 2010	Phoenix	64 18 	Sunny	37	29.85	10	0	CLM
Sun Jan 31 22:50:10 2010	Portland	51 11 	Cloudy	79	30	10	0	CLM
Sun Jan 31 22:50:11 2010	Chicago	29 -2 		42	30.26	10	16	W
Sun Jan 31 22:50:12 2010	Indianapolis	28 -2 	Sunny	63	30.24	10	14	W
Sun Jan 31 22:50:12 2010	San Antonio	36 2 	Cloudy	81	30.19	6	5	NE
Sun Jan 31 22:50:13 2010	Boston	29 -2 	Partly Sunny	31	29.99	10	12	NW
Sun Jan 31 22:50:14 2010	Jacksonville	43 6 	Mostly Cloudy	70	30.23	10	14	NE
Sun Jan 31 22:50:15 2010	Columbus	31 -1 	Sunny	41	30.22	10	14	W
Sun Jan 31 22:50:16 2010	Dallas	37 3 	Cloudy	72	30.24	6	7	E
Sun Jan 31 22:50:16 2010	Houston	40 4 	Cloudy	70	30.26	10	0	CLM
Sun Jan 31 22:50:17 2010	Seattle	46 8 	Cloudy	88	29.99	10	3	WSW
Sun Jan 31 22:50:18 2010	Milwaukee	21 -6 	Sunny	42	30.19	10	17	WNW
Sun Jan 31 22:50:19 2010	Detroit	29 -2 	Mostly Cloudy	53	30.12	10	14	WSW
Sun Jan 31 22:50:20 2010	Philadelphia	30 -1 	Sunny	27	30.13	10	10	W
Sun Jan 31 23:34:05 2010	San Jose	61 16 		54	29.98	10	8	NW
Sun Jan 31 23:34:06 2010	Charlotte	38 3 	Mostly Sunny	48	30.25	10	3	S
Sun Jan 31 23:34:07 2010	San Diego	60 16 	Partly Sunny	66	29.91	10	5	NW
Sun Jan 31 23:34:08 2010	Denver	37 3 		49	29.83	10	8	NNE
Sun Jan 31 23:34:08 2010	Memphis	37 3 	Mostly Sunny	64	30.33	10	3	N
Sun Jan 31 23:34:09 2010	Los Angeles	66 19 	Sunny	41	29.88	10	7	S
Sun Jan 31 23:34:10 2010	El Paso	57 14 	Mostly Cloudy	40	29.82	10	0	CLM
Sun Jan 31 23:34:11 2010	New York	29 -2 	Sunny	30	30.07	10	8	WSW
Sun Jan 31 23:34:12 2010	Baltimore	28 -2 	Sunny	37	30.17	10	6	W
Sun Jan 31 23:34:12 2010	Las Vegas	59 15 		35	29.89	10	0	CLM
Sun Jan 31 23:34:13 2010	Washington	33 1 	Sunny	27	30.18	10	5	W
Sun Jan 31 23:34:14 2010	Austin	34 1 	Cloudy	93	30.21	5	3	E
Sun Jan 31 23:34:15 2010	Oklahoma City	28 -2 	Light Fog	87	30.18	1	5	N
Sun Jan 31 23:34:15 2010	San Francisco	54 12 		77	29.99	10	4	NNE
Sun Jan 31 23:34:16 2010	Nashville	35 2 	Partly Sunny	47	30.33	10	0	CLM
Sun Jan 31 23:34:17 2010	Fort Worth	36 2 	Cloudy	72	30.23	10	3	N
Sun Jan 31 23:34:18 2010	Phoenix	65 18 	Sunny	36	29.83	10	0	CLM
Sun Jan 31 23:34:19 2010	Chicago	29 -2 		49	30.27	10	15	W
Sun Jan 31 23:34:19 2010	Portland	51 11 	Cloudy	76	29.97	10	3	NNE
Sun Jan 31 23:34:20 2010	San Antonio	37 3 	Cloudy	78	30.18	7	7	NE
Sun Jan 31 23:34:21 2010	Indianapolis	28 -2 	Sunny	63	30.24	10	12	WSW
Sun Jan 31 23:34:22 2010	Boston	28 -2 	Partly Cloudy	32	30	10	10	WNW
Sun Jan 31 23:34:23 2010	Columbus	31 -1 	Sunny	39	30.22	10	16	W
Sun Jan 31 23:34:23 2010	Jacksonville	43 6 	Mostly Cloudy	70	30.24	10	15	NE
Sun Jan 31 23:34:24 2010	Dallas	38 3 	Cloudy	69	30.24	10	0	CLM
Sun Jan 31 23:34:25 2010	Houston	42 6 	Mostly Cloudy	67	30.24	10	0	CLM
Sun Jan 31 23:34:26 2010	Seattle	45 7 	Cloudy	89	29.98	10	7	SSW
Sun Jan 31 23:34:27 2010	Detroit	29 -2 	Partly Sunny	51	30.12	10	15	WSW
Sun Jan 31 23:34:27 2010	Milwaukee	21 -6 	Partly Sunny	45	30.22	10	14	WNW
Sun Jan 31 23:34:28 2010	Philadelphia	28 -2 	Sunny	32	30.15	10	6	WSW
Thu Feb  4 00:19:09 2010	Charlotte	47 8 	Mostly Clear	55	30.17	10	0	CLM
Thu Feb  4 00:19:09 2010	San Jose	63 17 	Cloudy	48	29.78	15	7	W
Thu Feb  4 00:19:10 2010	San Diego	62 17 	Sunny	64	29.75	10	7	W
Thu Feb  4 00:19:11 2010	Denver	45 7 	Cloudy	32	29.84	10	14	ESE
Thu Feb  4 00:19:12 2010	Memphis	44 7 	Cloudy	55	30.26	10	9	N
Thu Feb  4 00:19:13 2010	El Paso	45 7 	Cloudy	85	29.62	10	14	N
Thu Feb  4 00:19:13 2010	Los Angeles	69 21 	Sunny	35	29.67	10	13	ESE
Thu Feb  4 00:19:14 2010	New York	36 2 	Cloudy	54	30.06	10	8	WNW
Thu Feb  4 00:19:15 2010	Baltimore	38 3 	Cloudy	64	30.17	10	3	WNW
Thu Feb  4 00:19:16 2010	Las Vegas	62 17 	Partly Sunny	32	29.65	10	3	N
Thu Feb  4 00:19:17 2010	Austin	46 8 	Rain	100	29.95	2	14	ENE
Thu Feb  4 00:19:17 2010	Washington	40 4 	Mostly Cloudy	62	30.18	10	8	WNW
Thu Feb  4 00:19:18 2010	San Francisco	58 14 		69	29.81	10	4	NW
Thu Feb  4 00:19:19 2010	Oklahoma City	37 3 	Cloudy	81	30.12	6	8	E
Thu Feb  4 00:19:20 2010	Nashville	42 6 	Mostly Sunny	54	30.25	10	8	NE
Thu Feb  4 00:19:21 2010	Fort Worth	44 7 	Cloudy	85	30.09	6	6	E
Thu Feb  4 00:19:21 2010	Phoenix	67 19 	Sunny	31	29.57	10	9	SSW
Thu Feb  4 00:19:22 2010	Portland	44 7 	Light Rain	85	29.71	7	17	E
Thu Feb  4 00:19:23 2010	Chicago	29 -2 	Cloudy	74	30.38	10	6	E
Thu Feb  4 00:19:24 2010	San Antonio	50 10 	Rain	92	29.86	6	8	ENE
Thu Feb  4 00:19:25 2010	Boston	32 0 	Cloudy	58	30	10	7	NNW
Thu Feb  4 00:19:25 2010	Indianapolis	28 -2 	Cloudy	86	30.32	5	0	CLM
Thu Feb  4 00:19:26 2010	Jacksonville	50 10 	Cloudy	76	30.17	10	8	N
Thu Feb  4 00:19:27 2010	Columbus	33 1 	Cloudy	66	30.32	9	7	W
Thu Feb  4 00:19:28 2010	Dallas	44 7 	Rain	85	30.1	5	7	E
Thu Feb  4 00:19:28 2010	Houston	51 11 	Light Rain	82	30	7	14	E
Thu Feb  4 00:19:29 2010	Seattle	46 8 	Light Rain	85	29.72	10	7	ESE
Thu Feb  4 00:19:30 2010	Milwaukee	25 -4 	Sunny	63	30.33	10	5	E
Thu Feb  4 00:19:31 2010	Detroit	33 1 	Cloudy	69	30.3	8	8	NNW
Thu Feb  4 00:19:32 2010	Philadelphia	37 3 	Cloudy	64	30.11	10	3	NW
Thu Feb  4 01:02:39 2010	San Jose	63 17 	Cloudy	48	29.78	15	7	W
Thu Feb  4 01:02:40 2010	Charlotte	47 8 	Mostly Clear	55	30.17	10	0	CLM
Thu Feb  4 01:02:41 2010	San Diego	62 17 	Sunny	64	29.75	10	7	W
Thu Feb  4 01:02:42 2010	Denver	45 7 	Cloudy	32	29.84	10	14	ESE
Thu Feb  4 01:02:42 2010	Memphis	44 7 	Cloudy	55	30.26	10	9	N
Thu Feb  4 01:02:43 2010	Los Angeles	69 21 	Sunny	35	29.67	10	13	ESE
Thu Feb  4 01:02:44 2010	El Paso	45 7 	Cloudy	85	29.62	10	14	N
Thu Feb  4 01:02:45 2010	New York	36 2 	Cloudy	54	30.06	10	8	WNW
Thu Feb  4 01:02:46 2010	Baltimore	38 3 	Cloudy	64	30.17	10	3	WNW
Thu Feb  4 01:02:47 2010	Las Vegas	62 17 	Partly Sunny	32	29.65	10	3	N
Thu Feb  4 01:02:47 2010	Washington	40 4 	Mostly Cloudy	62	30.18	10	8	WNW
Thu Feb  4 01:02:48 2010	Austin	46 8 	Rain	100	29.94	3	15	NE
Thu Feb  4 01:02:49 2010	San Francisco	58 14 	Mostly Cloudy	73	29.81	10	4	NNE
Thu Feb  4 01:02:50 2010	Nashville	42 6 	Mostly Sunny	54	30.25	10	8	NE
Thu Feb  4 01:02:50 2010	Oklahoma City	37 3 	Cloudy	81	30.12	6	8	E
Thu Feb  4 01:02:51 2010	Fort Worth	44 7 	Cloudy	85	30.09	6	6	E
Thu Feb  4 01:02:52 2010	Phoenix	67 19 		31	29.57	10	9	SSW
Thu Feb  4 01:02:53 2010	Portland	44 7 	Light Rain	85	29.71	7	17	E
Thu Feb  4 01:02:54 2010	Chicago	29 -2 	Cloudy	74	30.38	10	6	E
Thu Feb  4 01:02:54 2010	San Antonio	50 10 	Rain	92	29.86	6	8	ENE
Thu Feb  4 01:02:55 2010	Indianapolis	28 -2 	Partly Sunny	80	30.33	5	0	CLM
Thu Feb  4 01:02:56 2010	Boston	32 0 	Cloudy	58	30	10	7	NNW
Thu Feb  4 01:02:57 2010	Jacksonville	50 10 	Cloudy	76	30.17	10	8	N
Thu Feb  4 01:02:58 2010	Columbus	33 1 	Cloudy	66	30.32	9	7	W
Thu Feb  4 01:02:58 2010	Dallas	44 7 	Rain	85	30.1	5	7	E
Thu Feb  4 01:02:59 2010	Houston	51 11 	Light Rain	82	30	7	14	E
Thu Feb  4 01:03:00 2010	Seattle	46 8 	Light Rain	85	29.72	10	7	ESE
Thu Feb  4 01:03:01 2010	Milwaukee	25 -4 	Sunny	63	30.33	10	5	E
Thu Feb  4 01:03:02 2010	Detroit	32 0 	Cloudy	74	30.29	7	5	NNW
Thu Feb  4 01:03:02 2010	Philadelphia	37 3 	Cloudy	64	30.11	10	3	NW
Thu Feb  4 01:50:04 2010	San Jose	63 17 	Cloudy	51	29.79	10	12	W
Thu Feb  4 01:50:05 2010	Charlotte	47 8 	Mostly Clear	55	30.2	10	5	ENE
Thu Feb  4 01:50:06 2010	San Diego	61 16 	Sunny	69	29.75	10	8	W
Thu Feb  4 01:50:07 2010	Denver	41 5 	Cloudy	41	29.85	10	8	E
Thu Feb  4 01:50:07 2010	Memphis	43 6 	Cloudy	55	30.29	10	10	NE
Thu Feb  4 01:50:08 2010	Los Angeles	66 19 	Sunny	44	29.69	10	12	SSE
Thu Feb  4 01:50:09 2010	El Paso	45 7 	Cloudy	85	29.65	10	9	NNW
Thu Feb  4 01:50:10 2010	New York	35 2 	Clear	56	30.09	10	8	WNW
Thu Feb  4 01:50:11 2010	Baltimore	36 2 	Mostly Cloudy	69	30.18	10	5	WNW
Thu Feb  4 01:50:11 2010	Las Vegas	62 17 	Partly Sunny	29	29.66	10	3	NE
Thu Feb  4 01:50:12 2010	Washington	40 4 	Mostly Cloudy	59	30.21	10	7	WNW
Thu Feb  4 01:50:13 2010	Austin	46 8 	Rain	100	29.92	2	15	ENE
Thu Feb  4 01:50:14 2010	San Francisco	58 14 	Cloudy	74	29.83	10	5	W
Thu Feb  4 01:50:15 2010	Nashville	38 3 	Mostly Clear	64	30.29	10	7	NNE
Thu Feb  4 01:50:15 2010	Oklahoma City	37 3 	Cloudy	81	30.12	4	7	ENE
Thu Feb  4 01:50:16 2010	Fort Worth	43 6 	Rain	85	30.09	4	8	ENE
Thu Feb  4 01:50:17 2010	Phoenix	67 19 	Sunny	31	29.59	10	7	SSW
