17	www.findlocalweather.com									
(Timestamp)	(Location)	(Conditions)	Temp (°F)	Humidity (%)	(Wind Direction)	Wind Speed (mph)	Barometer (in.)	Dewpoint (°F)	Heat Index (°F) 	Wind Chill (°F)
Sun Jan 31 12:18:26 2010	 Houston TX 	Overcast	34	81	N	12	30.24	28	34	26
Sun Jan 31 12:18:27 2010	 Seattle WA 	Light Rain	46	93	SE	3	29.97	45	46	46
Sun Jan 31 12:18:28 2010	 Milwaukee WI 	Partly Cloudy	16	67	SSW	7	30.15	7	16	7
Sun Jan 31 12:18:29 2010	 Detroit MI 	Clear	10	85	SW	6	30.15	7	10	2
Sun Jan 31 12:18:30 2010	 Philadelphia PA 	Partly Cloudy	16	53	NNW	8	30.09	1	16	6
Sun Jan 31 13:01:11 2010	 San Jose CA 	Overcast	50	88	N/A		30.03	46	50	50
Sun Jan 31 13:01:12 2010	 Charlotte NC 	Clear	16	93	N/A		30.12	14	16	16
Sun Jan 31 13:01:13 2010	 San Diego CA 	Hazy	54	82	N/A		29.94	48	54	54
Sun Jan 31 13:01:14 2010	 Denver CO 	Mostly Cloudy	27	74	SSW	7	29.88	19	27	20
Sun Jan 31 13:01:15 2010	 Memphis TN 	Clear	21	80	N/A		30.27	16	21	21
Sun Jan 31 13:01:16 2010	 Los Angeles CA 	Clear	52	82	N/A		29.94	46	52	52
Sun Jan 31 13:01:17 2010	 El Paso TX 	Overcast	39	81	N	5	30	34	39	36
Sun Jan 31 13:01:18 2010	 New York City NY 	Clear	16	48	NNW	8	30.06	N/A	16	6
Sun Jan 31 13:01:19 2010	 Baltimore MD 	Fair	18	49	N/A		30.12	1	18	18
Sun Jan 31 13:01:20 2010	 Las Vegas NV 	Clear	46	62	NNW	12	29.94	34	46	42
Sun Jan 31 13:01:21 2010	 Washington DC 	Mostly Cloudy	18	49	NNW	10	30.15	1	18	7
Sun Jan 31 13:01:22 2010	 Austin TX 	Overcast	30	86	N/A		30.27	27	30	30
Sun Jan 31 13:01:23 2010	 San Francisco CA 	Mostly Cloudy	43	100	ENE	5	30.03	43	43	40
Sun Jan 31 13:01:23 2010	 Oklahoma City OK 	Fog	21	100	N/A		30.21	21	21	21
Sun Jan 31 13:01:24 2010	 Nashville TN 	Fog And Mist	14	92	N/A		30.27	12	14	14
Sun Jan 31 13:01:25 2010	 Fort Worth TX 	Overcast	28	86	N/A		30.33	25	28	28
Sun Jan 31 13:01:26 2010	 Phoenix AZ 	Clear	52	62	N/A		29.88	39	52	52
Sun Jan 31 13:01:27 2010	 Portland OR 	Fog And Mist	43	100	N/A		30	43	43	43
Sun Jan 31 13:01:28 2010	 Chicago IL 	Mostly Cloudy	18	79	SSW	5	30.18	12	18	11
Sun Jan 31 13:01:29 2010	 San Antonio TX 	Fog And Mist	32	87	NE	12	30.24	28	32	24
Sun Jan 31 13:01:30 2010	 Indianapolis IN 	Partly Cloudy	10	85	WNW	3	30.21	7	10	5
Sun Jan 31 13:01:31 2010	 Boston MA 	Mostly Cloudy	14	34	NNW	14	30	-9	14	N/A
Sun Jan 31 13:01:32 2010	 Jacksonville FL 	Overcast	45	71	N	16	30.09	36	45	38
Sun Jan 31 13:01:33 2010	 Columbus OH 	Clear	10	85	N/A		30.18	7	10	10
Sun Jan 31 13:01:34 2010	 Dallas TX 	Overcast	30	86	N/A		30.3	27	30	30
Sun Jan 31 13:01:34 2010	 Houston TX 	Overcast	34	81	N	12	30.24	28	34	26
Sun Jan 31 13:01:35 2010	 Seattle WA 	Light Rain	46	93	SE	3	29.97	45	46	46
Sun Jan 31 13:01:36 2010	 Milwaukee WI 	Partly Cloudy	16	67	SSW	7	30.15	7	16	7
Sun Jan 31 13:01:37 2010	 Detroit MI 	Clear	10	85	SW	6	30.15	7	10	2
Sun Jan 31 13:01:38 2010	 Philadelphia PA 	Partly Cloudy	16	53	NNW	8	30.09	1	16	6
Sun Jan 31 13:45:07 2010	 San Jose CA 	Overcast	50	82	E	3	30.03	45	50	50
Sun Jan 31 13:45:07 2010	 Charlotte NC 	Clear	16	86	N/A		30.12	12	16	16
Sun Jan 31 13:45:09 2010	 San Diego CA 	Hazy	54	77	N/A		29.94	46	54	54
Sun Jan 31 13:45:10 2010	 Denver CO 	Mostly Cloudy	27	74	SSW	3	29.85	19	27	23
Sun Jan 31 13:45:11 2010	 Memphis TN 	Clear	19	86	N/A		30.3	16	19	19
Sun Jan 31 13:45:12 2010	 Los Angeles CA 	Hazy	50	82	N/A		29.94	45	50	50
Sun Jan 31 13:45:12 2010	 El Paso TX 	Overcast	39	81	N	6	30	34	39	35
Sun Jan 31 13:45:14 2010	 New York City NY 	Clear	14	52	Variable	6	30.09	N/A	14	6
Sun Jan 31 13:45:14 2010	 Baltimore MD 	Fair	18	49	N/A		30.15	1	18	18
Sun Jan 31 13:45:15 2010	 Las Vegas NV 	Clear	46	62	NNW	10	29.94	34	46	42
Sun Jan 31 13:45:16 2010	 Washington DC 	Mostly Cloudy	16	53	NNW	13	30.18	1	16	3
Sun Jan 31 13:45:17 2010	 Austin TX 	Fog And Mist	30	86	Variable	5	30.27	27	30	26
Sun Jan 31 13:45:18 2010	 San Francisco CA 	Mostly Cloudy	45	93	N/A		30.03	43	45	45
Sun Jan 31 13:45:19 2010	 Oklahoma City OK 	Fog	23	93	S	5	30.21	21	23	18
Sun Jan 31 13:45:20 2010	 Nashville TN 	Fog And Mist	16	86	N/A		30.3	12	16	16
Sun Jan 31 13:45:21 2010	 Fort Worth TX 	Overcast	30	80	N/A		30.33	25	30	30
Sun Jan 31 13:45:22 2010	 Phoenix AZ 	Partly Cloudy	50	76	N/A		29.88	43	50	50
Sun Jan 31 13:45:23 2010	 Portland OR 	Fog And Mist	43	100	N/A		30	43	43	43
Sun Jan 31 13:45:24 2010	 Chicago IL 	Partly Cloudy	18	79	SSW	7	30.18	12	18	9
Sun Jan 31 13:45:25 2010	 San Antonio TX 	Fog And Mist	32	87	ENE	9	30.24	28	32	25
Sun Jan 31 13:45:26 2010	 Indianapolis IN 	Partly Cloudy	10	85	N/A		30.21	7	10	10
Sun Jan 31 13:45:27 2010	 Boston MA 	Partly Cloudy	12	40	NNW	12	30.03	-8	12	-1
Sun Jan 31 13:45:28 2010	 Jacksonville FL 	Overcast	43	71	N	17	30.12	34	43	35
Sun Jan 31 13:45:30 2010	 Columbus OH 	Clear	10	85	N/A		30.21	7	10	10
Sun Jan 31 13:45:31 2010	 Dallas TX 	Overcast	30	86	E	6	30.3	27	30	25
Sun Jan 31 13:45:32 2010	 Houston TX 	Overcast	36	75	N	9	30.27	28	36	29
Sun Jan 31 13:45:33 2010	 Seattle WA 	Light Rain	46	93	SE	5	29.97	45	46	45
Sun Jan 31 13:45:34 2010	 Milwaukee WI 	Mostly Cloudy	14	73	W	7	30.15	7	14	5
Sun Jan 31 13:45:35 2010	 Detroit MI 	Overcast	12	85	SW	8	30.15	9	12	2
Sun Jan 31 13:45:36 2010	 Philadelphia PA 	Partly Cloudy	14	57	NNW	12	30.12	1	14	2
Sun Jan 31 14:27:59 2010	 San Jose CA 	Overcast	50	82	N/A		30	45	50	50
Sun Jan 31 14:27:59 2010	 Charlotte NC 	Clear	18	86	N/A		30.18	14	18	18
Sun Jan 31 14:28:00 2010	 San Diego CA 	Hazy	52	82	N/A		29.94	46	52	52
Sun Jan 31 14:28:01 2010	 Denver CO 	Mostly Cloudy	27	74	SSW	5	29.85	19	27	22
Sun Jan 31 14:28:02 2010	 Memphis TN 	Clear	19	86	N/A		30.3	16	19	19
Sun Jan 31 14:28:03 2010	 Los Angeles CA 	Clear	48	87	N/A		29.94	45	48	48
Sun Jan 31 14:28:04 2010	 El Paso TX 	Overcast	39	81	NNE	6	30	34	39	35
Sun Jan 31 14:28:05 2010	 New York City NY 	Clear	14	52	Variable	3	30.12	N/A	14	9
Sun Jan 31 14:28:06 2010	 Baltimore MD 	Fair	18	49	N/A		30.18	1	18	18
Sun Jan 31 14:28:07 2010	 Las Vegas NV 	Clear	45	66	NNW	3	29.94	34	45	44
Sun Jan 31 14:28:08 2010	 Washington DC 	Mostly Cloudy	18	49	NW	12	30.21	1	18	6
Sun Jan 31 14:28:09 2010	 Austin TX 	Overcast	30	86	Variable	5	30.3	27	30	26
Sun Jan 31 14:28:10 2010	 San Francisco CA 	Mostly Cloudy	43	100	NE	5	30.03	43	43	40
Sun Jan 31 14:28:11 2010	 Oklahoma City OK 	Fog	21	93	S	6	30.21	19	21	15
Sun Jan 31 14:28:12 2010	 Nashville TN 	Fog And Mist	12	85	S	3	30.3	9	12	7
Sun Jan 31 14:28:13 2010	 Fort Worth TX 	Overcast	28	86	N/A		30.33	25	28	28
Sun Jan 31 14:28:14 2010	 Phoenix AZ 	Partly Cloudy	48	76	N/A		29.88	41	48	48
Sun Jan 31 14:28:15 2010	 Portland OR 	Overcast	45	93	N/A		30	43	45	45
Sun Jan 31 14:28:16 2010	 Chicago IL 	Clear	16	79	SSW	7	30.21	10	16	7
Sun Jan 31 14:28:17 2010	 San Antonio TX 	Fog And Mist	34	81	NE	10	30.27	28	34	27
Sun Jan 31 14:28:18 2010	 Indianapolis IN 	Partly Cloudy	9	85	SSW	3	30.24	5	9	3
Sun Jan 31 14:28:19 2010	 Boston MA 	Partly Cloudy	12	40	NW	10	30.03	-8	12	N/A
Sun Jan 31 14:28:19 2010	 Jacksonville FL 	Mostly Cloudy	41	76	N	17	30.15	34	41	33
Sun Jan 31 14:28:20 2010	 Columbus OH 	Partly Cloudy	10	85	N/A		30.24	7	10	10
Sun Jan 31 14:28:21 2010	 Dallas TX 	Overcast	30	86	SE	6	30.3	27	30	25
Sun Jan 31 14:28:22 2010	 Houston TX 	Overcast	36	75	N	8	30.27	28	36	30
Sun Jan 31 14:28:23 2010	 Seattle WA 	Light Rain	46	93	SE	3	29.97	45	46	46
Sun Jan 31 14:28:24 2010	 Milwaukee WI 	Mostly Cloudy	14	67	SSW	7	30.15	5	14	5
Sun Jan 31 14:28:25 2010	 Detroit MI 	Overcast	14	79	SW	7	30.15	9	14	5
Sun Jan 31 14:28:26 2010	 Philadelphia PA 	Partly Cloudy	16	48	NNW	9	30.15	N/A	16	5
Sun Jan 31 15:11:38 2010	 San Jose CA 	Overcast	48	87	N/A		30	45	48	48
Sun Jan 31 15:11:39 2010	 Charlotte NC 	Clear	21	93	SSE	3	30.21	19	21	17
Sun Jan 31 15:11:40 2010	 San Diego CA 	Hazy	52	82	N/A		29.94	46	52	52
Sun Jan 31 15:11:41 2010	 Denver CO 	Mostly Cloudy	25	80	SW	6	29.85	19	25	19
Sun Jan 31 15:11:42 2010	 Memphis TN 	Clear	21	86	N/A		30.33	18	21	21
Sun Jan 31 15:11:43 2010	 Los Angeles CA 	Hazy	48	82	N/A		29.94	43	48	48
Sun Jan 31 15:11:44 2010	 El Paso TX 	Overcast	39	81	NNE	6	30	34	39	35
Sun Jan 31 15:11:45 2010	 New York City NY 	Clear	16	48	N/A		30.12	N/A	16	16
Sun Jan 31 15:11:48 2010	 Baltimore MD 	Fair	19	38	N/A		30.21	-2	19	19
Sun Jan 31 15:11:49 2010	 Las Vegas NV 	Clear	43	71	NW	3	29.97	34	43	41
Sun Jan 31 15:11:50 2010	 Washington DC 	Partly Cloudy	19	45	NNW	14	30.21	1	19	7
Sun Jan 31 15:11:51 2010	 Austin TX 	Fog And Mist	30	93	NNE	6	30.3	28	30	25
Sun Jan 31 15:11:52 2010	 San Francisco CA 	Mostly Cloudy	45	93	ENE	5	30.03	43	45	43
Sun Jan 31 15:11:53 2010	 Oklahoma City OK 	Fog	21	93	S	6	30.21	19	21	15
Sun Jan 31 15:11:54 2010	 Nashville TN 	Clear	14	92	N/A		30.33	12	14	14
Sun Jan 31 15:11:55 2010	 Fort Worth TX 	Overcast	30	80	E	5	30.36	25	30	26
Sun Jan 31 15:11:55 2010	 Phoenix AZ 	Mostly Cloudy	48	71	E	5	29.91	39	48	47
Sun Jan 31 15:11:56 2010	 Portland OR 	Fog And Mist	43	100	N/A		30	43	43	43
Sun Jan 31 15:11:57 2010	 Chicago IL 	Partly Cloudy	16	79	SW	6	30.21	10	16	8
Sun Jan 31 15:11:58 2010	 San Antonio TX 	Fog And Mist	32	87	NE	8	30.24	28	32	26
Sun Jan 31 15:11:59 2010	 Indianapolis IN 	Clear	12	92	N/A		30.24	10	12	12
Sun Jan 31 15:12:00 2010	 Boston MA 	Partly Cloudy	16	34	NW	13	30.03	-8	16	3
Sun Jan 31 15:12:01 2010	 Jacksonville FL 	Mostly Cloudy	43	71	N	16	30.18	34	43	36
Sun Jan 31 15:12:01 2010	 Columbus OH 	Partly Cloudy	12	85	SSW	3	30.24	9	12	7
Sun Jan 31 15:12:03 2010	 Dallas TX 	Overcast	30	86	E	3	30.33	27	30	27
Sun Jan 31 15:12:03 2010	 Houston TX 	Overcast	36	75	N	9	30.3	28	36	29
Sun Jan 31 15:12:04 2010	 Seattle WA 	Light Rain	46	93	SE	5	29.97	45	46	45
Sun Jan 31 15:12:05 2010	 Milwaukee WI 	Mostly Cloudy	16	57	W	7	30.15	3	16	7
Sun Jan 31 15:12:06 2010	 Detroit MI 	Overcast	16	73	SW	9	30.15	9	16	5
Sun Jan 31 15:12:07 2010	 Philadelphia PA 	Partly Cloudy	16	48	NNW	14	30.15	N/A	16	2
Sun Jan 31 15:55:18 2010	 San Jose CA 	Overcast	48	87	N/A		30	45	48	48
Sun Jan 31 15:55:19 2010	 Charlotte NC 	Clear	21	93	SSE	3	30.21	19	21	17
Sun Jan 31 15:55:20 2010	 San Diego CA 	Hazy	52	82	N/A		29.94	46	52	52
Sun Jan 31 15:55:21 2010	 Denver CO 	Mostly Cloudy	25	80	SW	6	29.85	19	25	19
Sun Jan 31 15:55:22 2010	 Memphis TN 	Clear	21	86	N/A		30.33	18	21	21
Sun Jan 31 15:55:23 2010	 Los Angeles CA 	Hazy	48	82	N/A		29.94	43	48	48
Sun Jan 31 15:55:24 2010	 El Paso TX 	Overcast	39	81	NNE	6	30	34	39	35
Sun Jan 31 15:55:25 2010	 New York City NY 	Clear	16	48	N/A		30.12	N/A	16	16
Sun Jan 31 15:55:26 2010	 Baltimore MD 	Fair	19	38	N/A		30.21	-2	19	19
Sun Jan 31 15:55:27 2010	 Las Vegas NV 	Clear	43	71	NW	3	29.97	34	43	41
Sun Jan 31 15:55:28 2010	 Washington DC 	Partly Cloudy	19	45	NNW	14	30.21	1	19	7
Sun Jan 31 15:55:29 2010	 Austin TX 	Fog And Mist	30	93	NNE	6	30.3	28	30	25
Sun Jan 31 15:55:30 2010	 San Francisco CA 	Mostly Cloudy	45	93	ENE	3	30.03	43	45	44
Sun Jan 31 15:55:31 2010	 Oklahoma City OK 	Fog	21	93	S	6	30.21	19	21	15
Sun Jan 31 15:55:32 2010	 Nashville TN 	Clear	14	92	N/A		30.33	12	14	14
Sun Jan 31 15:55:33 2010	 Fort Worth TX 	Overcast	30	80	E	5	30.36	25	30	26
Sun Jan 31 15:55:34 2010	 Phoenix AZ 	Mostly Cloudy	48	71	E	5	29.91	39	48	47
Sun Jan 31 15:55:35 2010	 Portland OR 	Fog And Mist	43	100	N/A		30	43	43	43
Sun Jan 31 15:55:36 2010	 Chicago IL 	Partly Cloudy	16	79	SW	6	30.21	10	16	8
Sun Jan 31 15:55:36 2010	 San Antonio TX 	Fog And Mist	32	87	NE	8	30.24	28	32	26
Sun Jan 31 15:55:38 2010	 Indianapolis IN 	Clear	12	92	N/A		30.24	10	12	12
Sun Jan 31 15:55:38 2010	 Boston MA 	Partly Cloudy	16	34	NW	13	30.03	-8	16	3
Sun Jan 31 15:55:39 2010	 Jacksonville FL 	Mostly Cloudy	43	71	N	16	30.18	34	43	36
Sun Jan 31 15:55:40 2010	 Columbus OH 	Partly Cloudy	12	85	SSW	3	30.24	9	12	7
Sun Jan 31 15:55:41 2010	 Dallas TX 	Overcast	30	86	E	3	30.33	27	30	27
Sun Jan 31 15:55:42 2010	 Houston TX 	Overcast	36	75	N	9	30.3	28	36	29
Sun Jan 31 15:55:43 2010	 Seattle WA 	Light Rain	46	93	SE	5	29.97	45	46	45
Sun Jan 31 15:55:44 2010	 Milwaukee WI 	Mostly Cloudy	16	57	W	7	30.15	3	16	7
Sun Jan 31 15:55:45 2010	 Detroit MI 	Overcast	16	73	SW	9	30.15	9	16	5
Sun Jan 31 15:55:46 2010	 Philadelphia PA 	Partly Cloudy	16	48	NNW	14	30.15	N/A	16	2
Sun Jan 31 16:44:57 2010	 San Jose CA 	Overcast	50	82	ENE	3	30.03	45	50	50
Sun Jan 31 16:44:58 2010	 Charlotte NC 	Partly Cloudy	27	80	N/A		30.24	21	27	27
Sun Jan 31 16:44:59 2010	 San Diego CA 	Fog And Mist	50	88	N/A		29.97	46	50	50
Sun Jan 31 16:45:00 2010	 Denver CO 	Mostly Cloudy	25	80	SW	3	29.83	19	25	21
Sun Jan 31 16:45:01 2010	 Memphis TN 	Clear	25	86	N/A		30.36	21	25	25
Sun Jan 31 16:45:02 2010	 Los Angeles CA 	Fog And Mist	46	87	N/A		29.94	43	46	46
Sun Jan 31 16:45:03 2010	 El Paso TX 	Overcast	39	81	NNE	6	30	34	39	35
Sun Jan 31 16:45:04 2010	 New York City NY 	Clear	18	45	WNW	9	30.12	N/A	18	7
Sun Jan 31 16:45:05 2010	 Baltimore MD 	Fair	21	32	N/A		30.21	-4	21	21
Sun Jan 31 16:45:06 2010	 Las Vegas NV 	Partly Cloudy	43	71	W	3	29.97	34	43	41
Sun Jan 31 16:45:07 2010	 Washington DC 	Clear	21	42	NW	8	30.24	1	21	13
Sun Jan 31 16:45:08 2010	 Austin TX 	Fog And Mist	30	86	N	7	30.3	27	30	24
Sun Jan 31 16:45:09 2010	 San Francisco CA 	Mostly Cloudy	43	100	N/A		30.03	43	43	43
Sun Jan 31 16:45:10 2010	 Oklahoma City OK 	Fog	23	100	S	6	30.24	23	23	17
Sun Jan 31 16:45:11 2010	 Nashville TN 	Clear	18	100	N/A		30.33	18	18	18
Sun Jan 31 16:45:12 2010	 Fort Worth TX 	Overcast	30	80	ESE	5	30.36	25	30	26
Sun Jan 31 16:45:13 2010	 Phoenix AZ 	Mostly Cloudy	48	82	N/A		29.91	43	48	48
Sun Jan 31 16:45:14 2010	 Portland OR 	Fog And Mist	45	93	N/A		30.03	43	45	45
Sun Jan 31 16:45:15 2010	 Chicago IL 	Partly Cloudy	18	73	SSW	10	30.21	10	18	7
Sun Jan 31 16:45:16 2010	 San Antonio TX 	Fog And Mist	34	87	NE	8	30.27	30	34	28
Sun Jan 31 16:45:17 2010	 Indianapolis IN 	Clear	16	86	N/A		30.24	12	16	16
Sun Jan 31 16:45:18 2010	 Boston MA 	Mostly Cloudy	18	38	NW	12	30.03	-4	18	6
Sun Jan 31 16:45:19 2010	 Jacksonville FL 	Mostly Cloudy	43	66	NNE	14	30.21	32	43	36
Sun Jan 31 16:45:19 2010	 Columbus OH 	Partly Cloudy	16	79	N/A		30.24	10	16	16
Sun Jan 31 16:45:20 2010	 Dallas TX 	Overcast	30	86	SE	8	30.33	27	30	23
Sun Jan 31 16:45:21 2010	 Houston TX 	Overcast	36	75	NE	10	30.3	28	36	29
Sun Jan 31 16:45:22 2010	 Seattle WA 	Overcast	46	93	N/A		29.97	45	46	46
Sun Jan 31 16:45:23 2010	 Milwaukee WI 	Partly Cloudy	16	62	W	9	30.15	5	16	5
Sun Jan 31 16:45:25 2010	 Detroit MI 	Overcast	18	68	SSW	12	30.15	9	18	6
Sun Jan 31 16:45:26 2010	 Philadelphia PA 	Partly Cloudy	19	42	NNW	9	30.18	N/A	19	10
Sun Jan 31 17:28:55 2010	 San Jose CA 	Mostly Cloudy	48	82	N/A		30.03	43	48	48
Sun Jan 31 17:28:56 2010	 Charlotte NC 	Partly Cloudy	30	69	NW	3	30.27	21	30	27
Sun Jan 31 17:28:57 2010	 San Diego CA 	Fog And Mist	52	82	N/A		29.97	46	52	52
Sun Jan 31 17:28:58 2010	 Denver CO 	Mostly Cloudy	28	69	WNW	5	29.83	19	28	24
Sun Jan 31 17:28:59 2010	 Memphis TN 	Clear	28	80	NE	3	30.36	23	28	25
Sun Jan 31 17:29:00 2010	 Los Angeles CA 	Hazy	48	87	N/A		29.97	45	48	48
Sun Jan 31 17:29:01 2010	 El Paso TX 	Overcast	41	76	N	6	30.03	34	41	38
Sun Jan 31 17:29:02 2010	 New York City NY 	Clear	19	42	Variable	6	30.15	N/A	19	12
Sun Jan 31 17:29:03 2010	 Baltimore MD 	Fair	25	30	N/A		30.21	-2	25	25
Sun Jan 31 17:29:04 2010	 Las Vegas NV 	Clear	46	62	N	5	30	34	46	45
Sun Jan 31 17:29:05 2010	 Washington DC 	Clear	25	33	NW	13	30.24	N/A	25	14
Sun Jan 31 17:29:06 2010	 Austin TX 	Overcast	30	93	NE	5	30.3	28	30	26
Sun Jan 31 17:29:07 2010	 San Francisco CA 	Mostly Cloudy	45	93	NE	3	30.03	43	45	44
Sun Jan 31 17:29:08 2010	 Oklahoma City OK 	Fog	25	93	SSE	6	30.27	23	25	19
Sun Jan 31 17:29:09 2010	 Nashville TN 	Clear	25	74	N/A		30.33	18	25	25
Sun Jan 31 17:29:11 2010	 Fort Worth TX 	Overcast	30	86	E	6	30.36	27	30	25
Sun Jan 31 17:29:12 2010	 Phoenix AZ 	Mostly Cloudy	52	67	N/A		29.94	41	52	52
Sun Jan 31 17:29:13 2010	 Portland OR 	Fog And Mist	45	93	N/A		30.03	43	45	45
Sun Jan 31 17:29:13 2010	 Chicago IL 	Partly Cloudy	19	63	SSW	12	30.21	9	19	8
Sun Jan 31 17:29:14 2010	 San Antonio TX 	Fog And Mist	34	81	ENE	7	30.3	28	34	28
Sun Jan 31 17:29:15 2010	 Indianapolis IN 	Clear	19	79	SW	6	30.24	14	19	12
Sun Jan 31 17:29:16 2010	 Boston MA 	Partly Cloudy	21	35	NW	9	30.03	-2	21	12
Sun Jan 31 17:29:17 2010	 Jacksonville FL 	Mostly Cloudy	43	71	NNE	12	30.24	34	43	37
Sun Jan 31 17:29:18 2010	 Columbus OH 	Partly Cloudy	21	63	SW	8	30.24	10	21	13
Sun Jan 31 17:29:19 2010	 Dallas TX 	Fog And Mist	32	80	SE	3	30.33	27	32	29
Sun Jan 31 17:29:20 2010	 Houston TX 	Overcast	37	75	NE	10	30.3	30	37	31
Sun Jan 31 17:29:21 2010	 Seattle WA 	Overcast	46	87	N/A		30	43	46	46
Sun Jan 31 17:29:22 2010	 Milwaukee WI 	Partly Cloudy	18	53	W	9	30.15	3	18	7
Sun Jan 31 17:29:23 2010	 Detroit MI 	Overcast	19	68	SSW	14	30.15	10	19	7
Sun Jan 31 17:29:24 2010	 Philadelphia PA 	Clear	21	35	NNW	9	30.18	-2	21	12
Sun Jan 31 18:13:16 2010	 San Jose CA 	Mostly Cloudy	48	87	N/A		30.03	45	48	48
Sun Jan 31 18:13:17 2010	 Charlotte NC 	Partly Cloudy	32	60	N/A		30.27	19	32	32
Sun Jan 31 18:13:17 2010	 San Diego CA 	Hazy	54	77	N/A		29.97	46	54	54
Sun Jan 31 18:13:19 2010	 Denver CO 	Mostly Cloudy	30	64	NNW	9	29.83	19	30	23
Sun Jan 31 18:13:20 2010	 Memphis TN 	Partly Cloudy	30	80	ENE	3	30.36	25	30	27
Sun Jan 31 18:13:20 2010	 Los Angeles CA 	Hazy	52	77	N/A		29.97	45	52	52
Sun Jan 31 18:13:22 2010	 El Paso TX 	Overcast	45	71	NNW	3	30.03	36	45	44
Sun Jan 31 18:13:23 2010	 New York City NY 	Clear	21	38	Variable	6	30.12	N/A	21	15
Sun Jan 31 18:13:23 2010	 Baltimore MD 	Fair	27	31	N/A		30.21	N/A	27	27
Sun Jan 31 18:13:25 2010	 Las Vegas NV 	Clear	50	54	N	5	30	34	50	49
Sun Jan 31 18:13:25 2010	 Washington DC 	Clear	25	36	NNW	13	30.24	1	25	14
Sun Jan 31 18:13:26 2010	 Austin TX 	Overcast	32	87	Variable	3	30.3	28	32	29
Sun Jan 31 18:13:27 2010	 San Francisco CA 	Mostly Cloudy	48	94	ENE	5	30.06	46	48	47
Sun Jan 31 18:13:28 2010	 Oklahoma City OK 	Fog	25	100	S	6	30.27	25	25	19
Sun Jan 31 18:13:29 2010	 Nashville TN 	Clear	28	69	N/A		30.33	19	28	28
Sun Jan 31 18:13:30 2010	 Fort Worth TX 	Overcast	32	80	SSE	5	30.36	27	32	28
Sun Jan 31 18:13:31 2010	 Phoenix AZ 	Mostly Cloudy	55	59	E	3	29.94	41	55	55
Sun Jan 31 18:13:32 2010	 Portland OR 	Fog And Mist	45	100	N/A		30.03	45	45	45
Sun Jan 31 18:13:33 2010	 Chicago IL 	Partly Cloudy	25	46	W	12	30.21	7	25	15
Sun Jan 31 18:13:34 2010	 San Antonio TX 	Fog And Mist	34	87	ENE	8	30.3	30	34	28
Sun Jan 31 18:13:35 2010	 Indianapolis IN 	Clear	23	68	SW	7	30.27	14	23	16
Sun Jan 31 18:13:36 2010	 Boston MA 	Partly Cloudy	25	33	NW	13	30	N/A	25	14
Sun Jan 31 18:13:37 2010	 Jacksonville FL 	Mostly Cloudy	45	66	NE	13	30.24	34	45	39
Sun Jan 31 18:13:38 2010	 Columbus OH 	Partly Cloudy	23	58	SW	10	30.24	10	23	13
Sun Jan 31 18:13:38 2010	 Dallas TX 	Fog And Mist	32	80	S	6	30.33	27	32	27
Sun Jan 31 18:13:39 2010	 Houston TX 	Overcast	37	75	NE	8	30.3	30	37	32
Sun Jan 31 18:13:40 2010	 Seattle WA 	Overcast	46	87	N/A		30	43	46	46
Sun Jan 31 18:13:42 2010	 Milwaukee WI 	Partly Cloudy	19	53	NW	13	30.15	5	19	8
Sun Jan 31 18:13:42 2010	 Detroit MI 	Overcast	21	68	SW	15	30.12	12	21	9
Sun Jan 31 18:13:43 2010	 Philadelphia PA 	Clear	25	33	NNW	9	30.18	N/A	25	16
Sun Jan 31 18:57:22 2010	 San Jose CA 	Mostly Cloudy	48	87	N/A		30.03	45	48	48
Sun Jan 31 18:57:23 2010	 Charlotte NC 	Partly Cloudy	32	60	N/A		30.27	19	32	32
Sun Jan 31 18:57:24 2010	 San Diego CA 	Hazy	54	77	N/A		29.97	46	54	54
Sun Jan 31 18:57:25 2010	 Denver CO 	Mostly Cloudy	30	64	NNW	9	29.83	19	30	23
Sun Jan 31 18:57:25 2010	 Memphis TN 	Partly Cloudy	30	80	ENE	3	30.36	25	30	27
Sun Jan 31 18:57:27 2010	 Los Angeles CA 	Hazy	52	77	N/A		29.97	45	52	52
Sun Jan 31 18:57:27 2010	 El Paso TX 	Overcast	45	71	NNW	3	30.03	36	45	44
Sun Jan 31 18:57:28 2010	 New York City NY 	Clear	21	38	Variable	6	30.12	N/A	21	15
Sun Jan 31 18:57:30 2010	 Baltimore MD 	Fair	27	31	N/A		30.21	N/A	27	27
Sun Jan 31 18:57:31 2010	 Las Vegas NV 	Clear	50	54	N	5	30	34	50	49
Sun Jan 31 18:57:32 2010	 Washington DC 	Clear	25	36	NNW	13	30.24	1	25	14
Sun Jan 31 18:57:32 2010	 Austin TX 	Overcast	32	87	Variable	3	30.3	28	32	29
Sun Jan 31 18:57:33 2010	 San Francisco CA 	Mostly Cloudy	48	94	ENE	5	30.06	46	48	47
Sun Jan 31 18:57:34 2010	 Oklahoma City OK 	Fog	25	100	S	6	30.27	25	25	19
Sun Jan 31 18:57:35 2010	 Nashville TN 	Clear	28	69	N/A		30.33	19	28	28
Sun Jan 31 18:57:36 2010	 Fort Worth TX 	Overcast	32	80	SE	6	30.33	27	32	27
Sun Jan 31 18:57:37 2010	 Phoenix AZ 	Mostly Cloudy	55	59	E	3	29.94	41	55	55
