3	www.weatherforyou.com										
(Timestamp)	(Location)	(Conditions)	(Temperature) (°F °C)	Humidity (%)	Wind	(Wind Speed) (MPH)	Wind Gusts (MPH)	Barometer (in.)	Dewpoint (°F)	Wind Chill (°F)	Visibility (SM/Miles)
Sun Jan 31 23:27:31 2010	San Antonio, Texas, United States (78201)	 Hazy	 39 4 	68	ENE	3	5	30.06	30	31	
Sun Jan 31 23:27:32 2010	Indianapolis, Indiana, United States (46201)	 Partly Cloudy	 29 -1 	48	W	7	12	30.26	12	20	
Sun Jan 31 23:27:33 2010	Boston, Massachusetts, United States (02101)	 Partly Cloudy	 28 -2 	31	WNW	10		30.00	1	20	10
Sun Jan 31 23:27:35 2010	Jacksonville, Florida, United States (32099)	 Bkh	41 5 	73	N	3	1	30.13	33	40	
Sun Jan 31 23:27:36 2010	Columbus, Ohio, United States (43085)	 Clear	 30 -1 	40	W	16		30.18	9	20	10
Sun Jan 31 23:27:37 2010	Dallas, Texas, United States (75201)	 Clear	 43 6 	49	Calm		 	30.22	25		
Sun Jan 31 23:27:38 2010	Houston, Texas, United States (77001)	 Overcast	 41 5 	73	Calm		 	30.14	33	39	
Sun Jan 31 23:27:39 2010	Seattle, Washington, United States (98101)	 Overcast	 50 10 	76	SW	5		29.97	43	49	10
Sun Jan 31 23:27:40 2010	Milwaukee, Wisconsin, United States (53201)	 Mostly Cloudy	 25 -4 	42	NW	13		30.21	5	14	9
Sun Jan 31 23:27:41 2010	Detroit, Michigan, United States (48201)	 Partly Cloudy	 27 -3 	54	SSW	16	22	30.06	12	15	10
Sun Jan 31 23:27:43 2010	Philadelphia, Pennsylvania, United States (19019)	 Clear	 28 -2 	37	SSW	12		30.15	5	19	10
Thu Feb  4 00:12:30 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 62 17 	54	Calm		 	29.76	46		
Thu Feb  4 00:12:31 2010	Charlotte, North Carolina, United States (28201)	 Partly Cloudy	 44 7 	69	Calm		 	30.12	35		
Thu Feb  4 00:12:33 2010	San Diego, California, United States (92101)	 Partly Cloudy	 61 16 	72	SSE	9		29.77	52		10
Thu Feb  4 00:12:34 2010	Denver, Colorado, United States (80214)	 Mostly Cloudy	 49 10 	29	NW	4		30.10	18	48	
Thu Feb  4 00:12:35 2010	Memphis, Tennessee, United States (37501)	 Overcast	 45 7 	53	N	9		30.24	28	40	10
Thu Feb  4 00:12:36 2010	Los Angeles, California, United States (90001)	 Clear	 68 20 	46	VARIABLE	3		29.71	46		10
Thu Feb  4 00:12:37 2010	El Paso, Texas, United States (79901)	 Overcast	 45 7 	87	N	14		29.68	41	38	10
Thu Feb  4 00:12:38 2010	New York, New York, United States (10001)	 Overcast	 36 2 	56	WNW	8	17	30.06	21	30	10
Thu Feb  4 00:12:40 2010	Baltimore, Maryland, United States (21201)	 Overcast	 37 3 	65	NW	3		30.15	27	35	10
Thu Feb  4 00:12:41 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 64 18 	29	Calm		 	29.73	31		
Thu Feb  4 00:12:42 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 39 4 	65	NW	8		30.18	28	34	10
Thu Feb  4 00:12:43 2010	Austin, Texas, United States (73301)	 Light Rain	 47 8 	97	E	7	14	29.91	46	42	
Thu Feb  4 00:12:44 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 57 14 	72	Calm		 	29.80	48		10
Thu Feb  4 00:12:46 2010	Oklahoma City, Oklahoma, United States (73101)	 Partly Cloudy	 39 4 	77	Calm		 	30.14	32		
Thu Feb  4 00:12:47 2010	Nashville, Tennessee, United States (37201)	 Partly Cloudy	 43 6 	53	NE	8		30.24	27	38	10
Thu Feb  4 00:12:48 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 45 7 	81	ENE	7		30.12	39	41	3
Thu Feb  4 00:12:49 2010	Phoenix, Arizona, United States (85001)	 Clear	 68 20 	36	Calm		 	29.58	40		
Thu Feb  4 00:12:50 2010	Portland, Oregon, United States (97201)	 Mostly Cloudy	 48 9 	79	NNE	2	11	29.67	42	40	
Thu Feb  4 00:12:51 2010	Chicago, Illinois, United States (60601)	 Overcast	 28 -2 	74	E	6		30.33	21	23	10
Thu Feb  4 00:12:53 2010	San Antonio, Texas, United States (78201)	 Light Rain	 49 9 	87	ENE	5	6	29.78	45		
Thu Feb  4 00:12:54 2010	Indianapolis, Indiana, United States (46201)	 Partly Cloudy	 29 -1 	72	NE	2	4	30.30	22	28	
Thu Feb  4 00:12:55 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	60	NNW	8		29.97	19	26	10
Thu Feb  4 00:12:56 2010	Jacksonville, Florida, United States (32099)	 Bkh	52 11 	76	ESE	1		30.11	45		
Thu Feb  4 00:12:57 2010	Columbus, Ohio, United States (43085)	 Overcast	 34 1 	65	W	7		30.27	23	28	9
Thu Feb  4 00:12:58 2010	Dallas, Texas, United States (75201)	 Overcast	 44 7 	61	Calm		 	30.10	32	43	
Thu Feb  4 00:13:00 2010	Houston, Texas, United States (77001)	 Light Rain	 51 11 	90	NE	14		29.92	48	46	
Thu Feb  4 00:13:01 2010	Seattle, Washington, United States (98101)	 Light Rain	 48 9 	87	NE	5		29.71	45	47	10
Thu Feb  4 00:13:02 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 27 -3 	64	Calm		 	30.33	16		10
Thu Feb  4 00:13:03 2010	Detroit, Michigan, United States (48201)	 Overcast	 32 0 	69	NW	6		30.27	23	27	10
Thu Feb  4 00:13:04 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 37 3 	65	WNW	13	22	30.09	27	30	10
Thu Feb  4 00:56:34 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 61 16 	55	WNW	3	4	29.77	45		
Thu Feb  4 00:56:35 2010	Charlotte, North Carolina, United States (28201)	 Partly Cloudy	 40 5 	74	Calm		 	30.15	33		
Thu Feb  4 00:56:37 2010	Denver, Colorado, United States (80214)	 Mostly Cloudy	 48 9 	29	ESE	1	15	30.11	18		
Thu Feb  4 00:56:37 2010	San Diego, California, United States (92101)	 Partly Cloudy	 61 16 	72	SSE	9		29.77	52		10
Thu Feb  4 00:56:39 2010	Memphis, Tennessee, United States (37501)	 Overcast	 45 7 	53	N	9		30.24	28	40	10
Thu Feb  4 00:56:40 2010	Los Angeles, California, United States (90001)	 Clear	 68 20 	46	VARIABLE	3		29.71	46		10
Thu Feb  4 00:56:41 2010	El Paso, Texas, United States (79901)	 Overcast	 45 7 	87	N	14		29.68	41	38	10
Thu Feb  4 00:56:42 2010	New York, New York, United States (10001)	 Overcast	 36 2 	56	WNW	8	17	30.06	21	30	10
Thu Feb  4 00:56:43 2010	Baltimore, Maryland, United States (21201)	 Overcast	 37 3 	65	NW	3		30.15	27	35	10
Thu Feb  4 00:56:44 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 64 18 	31	Calm		 	29.73	33		
Thu Feb  4 00:56:45 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 39 4 	65	NW	8		30.18	28	34	10
Thu Feb  4 00:56:47 2010	Austin, Texas, United States (73301)	 Light Rain	 47 8 	97	ESE	13	14	29.88	46	44	
Thu Feb  4 00:56:48 2010	San Francisco, California, United States (94101)	 Mostly Cloudy	 57 14 	77	NE	3		29.80	50		10
Thu Feb  4 00:56:49 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 39 4 	81	Calm		 	30.14	33		
Thu Feb  4 00:56:50 2010	Nashville, Tennessee, United States (37201)	 Partly Cloudy	 43 6 	53	NE	8		30.24	27	38	10
Thu Feb  4 00:56:51 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 45 7 	81	ENE	7		30.12	39	41	3
Thu Feb  4 00:56:52 2010	Phoenix, Arizona, United States (85001)	 Clear	 68 20 	37	Calm		 	29.59	40		
Thu Feb  4 00:56:53 2010	Portland, Oregon, United States (97201)	 Mostly Cloudy	 47 9 	79	N	6	10	29.69	41	40	
Thu Feb  4 00:56:54 2010	Chicago, Illinois, United States (60601)	 Overcast	 28 -2 	74	E	6		30.33	21	23	10
Thu Feb  4 00:56:56 2010	San Antonio, Texas, United States (78201)	 Light Rain	 49 9 	88	ESE	5	19	29.75	45		
Thu Feb  4 00:56:57 2010	Indianapolis, Indiana, United States (46201)	 Partly Cloudy	 28 -2 	72	Calm		 	30.33	20		
Thu Feb  4 00:56:58 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	60	NNW	7		30.00	19	26	10
Thu Feb  4 00:56:59 2010	Jacksonville, Florida, United States (32099)	 Bkh	52 11 	76	ESE	1		30.11	45		
Thu Feb  4 00:57:00 2010	Columbus, Ohio, United States (43085)	 Overcast	 34 1 	65	W	7		30.27	23	28	9
Thu Feb  4 00:57:01 2010	Dallas, Texas, United States (75201)	 Overcast	 44 7 	61	NE	2	3	30.13	31		
Thu Feb  4 00:57:02 2010	Houston, Texas, United States (77001)	 Light Rain	 50 10 	94	NE	5	8	29.92	48	48	
Thu Feb  4 00:57:04 2010	Seattle, Washington, United States (98101)	 Light Rain	 48 9 	87	NE	5		29.71	45	47	10
Thu Feb  4 00:57:05 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 27 -3 	64	Calm		 	30.33	16		10
Thu Feb  4 00:57:06 2010	Detroit, Michigan, United States (48201)	 Overcast	 32 0 	69	NW	6		30.27	23	27	10
Thu Feb  4 00:57:07 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 37 3 	70	WNW	6		30.12	28	33	10
Thu Feb  4 01:39:50 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 60 16 	60	Calm		 	29.79	46		
Thu Feb  4 01:39:51 2010	Charlotte, North Carolina, United States (28201)	 Partly Cloudy	 38 3 	77	Calm		 	30.17	32		
Thu Feb  4 01:39:52 2010	San Diego, California, United States (92101)	 Partly Cloudy	 61 16 	72	SW	9		29.77	52		10
Thu Feb  4 01:39:53 2010	Denver, Colorado, United States (80214)	 Overcast	 47 9 	31	Calm		 	30.12	18	43	
Thu Feb  4 01:39:54 2010	Memphis, Tennessee, United States (37501)	 Overcast	 43 6 	57	NE	10	20	30.27	28	37	10
Thu Feb  4 01:39:55 2010	Los Angeles, California, United States (90001)	 Clear	 66 19 	46	Calm		 	29.74	45		10
Thu Feb  4 01:39:56 2010	El Paso, Texas, United States (79901)	 Mostly Cloudy	 45 7 	87	NNW	9		29.71	41	40	10
Thu Feb  4 01:39:58 2010	New York, New York, United States (10001)	 Clear	 36 2 	56	WNW	8		30.09	21	30	10
Thu Feb  4 01:39:59 2010	Baltimore, Maryland, United States (21201)	 Mostly Cloudy	 36 2 	70	NW	5		30.18	27	32	10
Thu Feb  4 01:40:00 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 63 17 	34	E	1	4	29.73	34		
Thu Feb  4 01:40:01 2010	Washington, D.C., United States (20001)	 Mostly Cloudy	 39 4 	61	WNW	7		30.21	27	35	10
Thu Feb  4 01:40:03 2010	Austin, Texas, United States (73301)	 Light Rain	 47 8 	97	ENE	5	10	29.88	46	43	
Thu Feb  4 01:40:04 2010	San Francisco, California, United States (94101)	 Partly Cloudy	 57 14 	77	W	9		29.83	50		10
Thu Feb  4 01:40:06 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 39 4 	84	E	6		30.17	34	35	
Thu Feb  4 01:40:07 2010	Nashville, Tennessee, United States (37201)	 Partly Cloudy	 37 3 	65	NNE	7		30.27	27	33	10
Thu Feb  4 01:40:08 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 45 7 	81	ENE	9		30.09	39	40	4
Thu Feb  4 01:40:09 2010	Phoenix, Arizona, United States (85001)	 Clear	 66 19 	39	S	1	3	29.62	40		
Thu Feb  4 01:40:11 2010	Portland, Oregon, United States (97201)	 Overcast	 47 8 	79	WNW	5	9	29.68	41	40	
Thu Feb  4 01:40:12 2010	Chicago, Illinois, United States (60601)	 Overcast	 28 -2 	74	E	3		30.36	21	25	10
Thu Feb  4 01:40:13 2010	San Antonio, Texas, United States (78201)	 Light Rain	 49 9 	88	E	8	10	29.76	46	47	
Thu Feb  4 01:40:15 2010	Indianapolis, Indiana, United States (46201)	 Partly Cloudy	 28 -2 	71	Calm		 	30.33	20	27	
Thu Feb  4 01:40:16 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	55	NW	8		30.00	18	26	10
Thu Feb  4 01:40:17 2010	Jacksonville, Florida, United States (32099)	 Bkh	51 10 	81	Calm		 	30.10	45		
Thu Feb  4 01:40:18 2010	Columbus, Ohio, United States (43085)	 Overcast	 32 0 	75	W	6		30.30	25	27	9
Thu Feb  4 01:40:19 2010	Dallas, Texas, United States (75201)	 Overcast	 43 6 	64	NE	3	8	30.10	32	42	
Thu Feb  4 01:40:20 2010	Houston, Texas, United States (77001)	 Light Rain	 50 10 	92	E	8	16	29.93	48	47	
Thu Feb  4 01:40:21 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 50 10 	76	Calm		 	29.71	43		10
Thu Feb  4 01:40:22 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 25 -4 	69	Calm		 	30.33	16		10
Thu Feb  4 01:40:24 2010	Detroit, Michigan, United States (48201)	 Partly Cloudy	 30 -1 	69	NNW	5		30.30	21	26	10
Thu Feb  4 01:40:25 2010	Philadelphia, Pennsylvania, United States (19019)	 Overcast	 39 4 	61	W	10		30.15	27	33	10
Thu Feb  4 02:27:34 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 58 15 	65	Calm		 	29.81	47		
Thu Feb  4 02:27:36 2010	Charlotte, North Carolina, United States (28201)	 Clear	 36 2 	79	Calm		 	30.19	30		
Thu Feb  4 02:27:37 2010	San Diego, California, United States (92101)	 Partly Cloudy	 61 16 	72	SW	8		29.80	52		10
Thu Feb  4 02:27:38 2010	Denver, Colorado, United States (80214)	 Overcast	 46 8 	31	SE	3	9	30.13	17	45	
Thu Feb  4 02:27:39 2010	Memphis, Tennessee, United States (37501)	 Overcast	 43 6 	57	NE	13		30.27	28	37	10
Thu Feb  4 02:27:40 2010	Los Angeles, California, United States (90001)	 Clear	 63 17 	56	Calm		 	29.74	46		10
Thu Feb  4 02:27:42 2010	El Paso, Texas, United States (79901)	 Light Rain	 45 7 	87	N	10		29.74	41	40	7
Thu Feb  4 02:27:43 2010	New York, New York, United States (10001)	 Clear	 34 1 	60	VARIABLE	5		30.12	21	30	10
Thu Feb  4 02:27:44 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 36 2 	70	WNW	7		30.21	27	31	10
Thu Feb  4 02:27:45 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 60 16 	37	Calm		 	29.73	34		
Thu Feb  4 02:27:46 2010	Washington, D.C., United States (20001)	 Overcast	 39 4 	61	SSW	6		30.24	27	35	10
Thu Feb  4 02:27:47 2010	Austin, Texas, United States (73301)	 Mist	 47 8 	97	E	5	10	29.91	46	42	
Thu Feb  4 02:27:49 2010	San Francisco, California, United States (94101)	 Overcast	 55 13 	77	W	13		29.83	48	52	10
Thu Feb  4 02:27:50 2010	Oklahoma City, Oklahoma, United States (73101)	 Partly Cloudy	 39 4 	87	ENE	5	6	30.17	35	36	
Thu Feb  4 02:27:51 2010	Nashville, Tennessee, United States (37201)	 Partly Cloudy	 37 3 	65	NNE	6		30.30	27	33	10
Thu Feb  4 02:27:52 2010	Fort Worth, Texas, United States (76101)	 Mist	 43 6 	87	E	8		30.09	39	38	6
Thu Feb  4 02:27:53 2010	Phoenix, Arizona, United States (85001)	 Light Rain	 63 17 	51	W	2	5	29.65	44		
Thu Feb  4 02:27:54 2010	Portland, Oregon, United States (97201)	 Light Rain	 47 8 	80	Calm		 	29.69	41	37	
Thu Feb  4 02:27:56 2010	Chicago, Illinois, United States (60601)	 Overcast	 30 -1 	69	SE	5		30.36	21	26	9
Thu Feb  4 02:27:57 2010	San Antonio, Texas, United States (78201)	 Overcast	 49 9 	88	ENE	13		29.76	46		
Thu Feb  4 02:27:58 2010	Indianapolis, Indiana, United States (46201)	 Clear	 26 -4 	76	Calm		 	30.36	19	23	
Thu Feb  4 02:27:59 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	55	NW	8		30.00	18	26	10
Thu Feb  4 02:28:00 2010	Jacksonville, Florida, United States (32099)	 Bkh	49 9 	85	Calm		 	30.12	45		
Thu Feb  4 02:28:01 2010	Columbus, Ohio, United States (43085)	 Overcast	 32 0 	69	NNW	7		30.33	23	26	8
Thu Feb  4 02:28:03 2010	Dallas, Texas, United States (75201)	 Overcast	 42 6 	68	NNE	3	6	30.10	33	41	
Thu Feb  4 02:28:04 2010	Houston, Texas, United States (77001)	 Light Rain	 49 9 	94	E	5	16	29.92	47	47	
Thu Feb  4 02:28:05 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 50 10 	76	ENE	3		29.71	43		10
Thu Feb  4 02:28:06 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 25 -4 	74	S	3		30.36	18	21	10
Thu Feb  4 02:28:07 2010	Detroit, Michigan, United States (48201)	 Overcast	 30 -1 	69	NW	6		30.33	21	25	9
Thu Feb  4 02:28:09 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 37 3 	65	NW	7		30.15	27	33	10
Thu Feb  4 03:10:47 2010	Charlotte, North Carolina, United States (28201)	 Clear	 35 2 	81	Calm		 	30.22	30		
Thu Feb  4 03:10:47 2010	San Jose, California, United States (95101)	 Mostly Cloudy	 57 14 	68	Calm		 	29.81	47		
Thu Feb  4 03:10:49 2010	San Diego, California, United States (92101)	 Partly Cloudy	 59 15 	77	SW	6		29.80	52		10
Thu Feb  4 03:10:50 2010	Denver, Colorado, United States (80214)	 Overcast	 44 7 	33	Calm		 	30.13	17		
Thu Feb  4 03:10:51 2010	Memphis, Tennessee, United States (37501)	 Overcast	 43 6 	57	NE	13		30.27	28	37	10
Thu Feb  4 03:10:52 2010	Los Angeles, California, United States (90001)	 Clear	 63 17 	56	Calm		 	29.77	46		10
Thu Feb  4 03:10:53 2010	El Paso, Texas, United States (79901)	 Overcast	 45 7 	93	N	8		29.74	43	41	10
Thu Feb  4 03:10:55 2010	New York, New York, United States (10001)	 Clear	 34 1 	56	VARIABLE	7		30.15	19	28	10
Thu Feb  4 03:10:56 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 36 2 	70	WNW	7		30.21	27	31	10
Thu Feb  4 03:10:57 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 55 13 	48	Calm		 	29.74	36		
Thu Feb  4 03:10:58 2010	Washington, D.C., United States (20001)	 Partly Cloudy	 37 3 	65	NNW	6		30.24	27	33	10
Thu Feb  4 03:10:59 2010	Austin, Texas, United States (73301)	 Mist	 47 8 	97	E	11		29.91	46		
Thu Feb  4 03:11:01 2010	San Francisco, California, United States (94101)	 Overcast	 55 13 	77	W	13		29.83	48	52	10
Thu Feb  4 03:11:02 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 39 4 	90	E	5	6	30.20	37	36	
Thu Feb  4 03:11:03 2010	Nashville, Tennessee, United States (37201)	 Partly Cloudy	 37 3 	65	NNE	6		30.30	27	33	10
Thu Feb  4 03:11:04 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 43 6 	81	ENE	6		30.12	37	40	7
Thu Feb  4 03:11:05 2010	Phoenix, Arizona, United States (85001)	 Light Rain	 59 15 	63	S	1	3	29.65	46		
Thu Feb  4 03:11:06 2010	Portland, Oregon, United States (97201)	 Light Rain	 47 8 	80	Calm		 	29.69	41	37	
Thu Feb  4 03:11:08 2010	Chicago, Illinois, United States (60601)	 Overcast	 28 -2 	74	SE	5		30.36	21	24	9
Thu Feb  4 03:11:09 2010	San Antonio, Texas, United States (78201)	 Light Rain	 49 10 	88	ENE	11		29.77	46		
Thu Feb  4 03:11:10 2010	Indianapolis, Indiana, United States (46201)	 Clear	 25 -4 	79	Calm		 	30.37	20	23	
Thu Feb  4 03:11:11 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	55	NW	8		30.00	18	26	10
Thu Feb  4 03:11:12 2010	Jacksonville, Florida, United States (32099)	 Sct 47°F8°C		89	Calm		 	30.14	44		
Thu Feb  4 03:11:13 2010	Columbus, Ohio, United States (43085)	 Overcast	 32 0 	75	NNW	7		30.36	25	26	8
Thu Feb  4 03:11:14 2010	Dallas, Texas, United States (75201)	 Overcast	 42 6 	70	N	3	5	30.10	33	41	
Thu Feb  4 03:11:15 2010	Houston, Texas, United States (77001)	 Rain	 49 9 	98	E	6	9	29.95	48	46	
Thu Feb  4 03:11:17 2010	Seattle, Washington, United States (98101)	 Mostly Cloudy	 50 10 	76	ENE	3		29.71	43		10
Thu Feb  4 03:11:18 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 25 -4 	69	S	5		30.36	16	20	10
Thu Feb  4 03:11:19 2010	Detroit, Michigan, United States (48201)	 Overcast	 30 -1 	69	NW	6		30.33	21	25	9
Thu Feb  4 03:11:20 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 37 3 	65	NW	7		30.15	27	33	10
Thu Feb  4 03:55:13 2010	San Jose, California, United States (95101)	 Overcast	 56 13 	71	Calm		 	29.82	47		
Thu Feb  4 03:55:15 2010	Charlotte, North Carolina, United States (28201)	 Clear	 34 1 	82	Calm		 	30.25	29		
Thu Feb  4 03:55:16 2010	San Diego, California, United States (92101)	 Partly Cloudy	 59 15 	77	SW	6		29.80	52		10
Thu Feb  4 03:55:17 2010	Denver, Colorado, United States (80214)	 Overcast	 44 7 	36	Calm		 	30.12	19	43	
Thu Feb  4 03:55:18 2010	Memphis, Tennessee, United States (37501)	 Overcast	 39 4 	70	NNE	5		30.27	30	36	10
Thu Feb  4 03:55:19 2010	Los Angeles, California, United States (90001)	 Clear	 63 17 	56	Calm		 	29.77	46		10
Thu Feb  4 03:55:21 2010	El Paso, Texas, United States (79901)	 Overcast	 45 7 	93	N	8		29.74	43	41	10
Thu Feb  4 03:55:22 2010	New York, New York, United States (10001)	 Clear	 34 1 	56	VARIABLE	7		30.15	19	28	10
Thu Feb  4 03:55:23 2010	Baltimore, Maryland, United States (21201)	 Partly Cloudy	 36 2 	70	W	9		30.21	27	29	10
Thu Feb  4 03:55:25 2010	Las Vegas, Nevada, United States (89101)	 Partly Cloudy	 54 12 	53	Calm		 	29.75	37		
Thu Feb  4 03:55:26 2010	Washington, D.C., United States (20001)	 Partly Cloudy	 37 3 	65	NNW	6		30.24	27	33	10
Thu Feb  4 03:55:27 2010	Austin, Texas, United States (73301)	 Mist	 47 8 	97	ESE	7	11	29.91	48		
Thu Feb  4 03:55:28 2010	San Francisco, California, United States (94101)	 Overcast	 55 13 	77	SSW	5		29.83	48		10
Thu Feb  4 03:55:29 2010	Oklahoma City, Oklahoma, United States (73101)	 Mist	 40 4 	92	ENE	3	5	30.17	38	38	
Thu Feb  4 03:55:31 2010	Nashville, Tennessee, United States (37201)	 Clear	 37 3 	65	N	6		30.33	27	33	10
Thu Feb  4 03:55:32 2010	Fort Worth, Texas, United States (76101)	 Light Rain	 43 6 	81	ENE	6		30.12	37	40	7
Thu Feb  4 03:55:33 2010	Phoenix, Arizona, United States (85001)	 Light Rain	 57 14 	70	Calm		 	29.66	47		
Thu Feb  4 03:55:34 2010	Portland, Oregon, United States (97201)	 Mostly Cloudy	 47 9 	80	Calm		 	29.71	42	38	
Thu Feb  4 03:55:35 2010	Chicago, Illinois, United States (60601)	 Overcast	 28 -2 	74	SE	5		30.36	21	24	9
Thu Feb  4 03:55:36 2010	San Antonio, Texas, United States (78201)	 Light Rain	 50 10 	88	ENE	4	5	29.78	46	47	
Thu Feb  4 03:55:38 2010	Indianapolis, Indiana, United States (46201)	 Hazy	 25 -4 	81	NE	1		30.39	20	20	
Thu Feb  4 03:55:39 2010	Boston, Massachusetts, United States (02101)	 Overcast	 32 0 	60	NW	8		30.03	19	26	10
Thu Feb  4 03:55:40 2010	Jacksonville, Florida, United States (32099)	 Sct 47°F8°C		89	Calm		 	30.14	44		
Thu Feb  4 03:55:41 2010	Columbus, Ohio, United States (43085)	 Overcast	 32 0 	75	NNW	7		30.36	25	26	8
Thu Feb  4 03:55:42 2010	Dallas, Texas, United States (75201)	 Overcast	 42 6 	72	NE	3	6	30.10	34	41	
Thu Feb  4 03:55:43 2010	Houston, Texas, United States (77001)	 Rain	 48 9 	100	E	14		29.93	48	42	
Thu Feb  4 03:55:44 2010	Seattle, Washington, United States (98101)	 Overcast	 48 9 	87	W	6		29.71	45	46	10
Thu Feb  4 03:55:45 2010	Milwaukee, Wisconsin, United States (53201)	 Partly Cloudy	 25 -4 	69	S	5		30.36	16	20	10
Thu Feb  4 03:55:46 2010	Detroit, Michigan, United States (48201)	 Clear	 28 -2 	74	WNW	3		30.33	21	25	9
Thu Feb  4 03:55:48 2010	Philadelphia, Pennsylvania, United States (19019)	 Mostly Cloudy	 37 3 	60	WNW	8		30.18	25	32	10
Thu Feb  4 04:38:29 2010	San Jose, California, United States (95101)	 Overcast	 55 13 	73	Calm		 	29.82	47		
Thu Feb  4 04:38:30 2010	Charlotte, North Carolina, United States (28201)	 Clear	 35 2 	82	Calm		 	30.25	30		
Thu Feb  4 04:38:32 2010	San Diego, California, United States (92101)	 Mostly Cloudy	 57 14 	82	SW	6		29.85	52		10
Thu Feb  4 04:38:33 2010	Denver, Colorado, United States (80214)	 Overcast	 42 6 	39	Calm		 	30.11	19	41	
Thu Feb  4 04:38:34 2010	Memphis, Tennessee, United States (37501)	 Overcast	 39 4 	65	NE	12		30.24	28	33	10
