6	www.washingtonpost.com							
(Timestamp)	(Location)	Condition	Temperature (F C)	RealFeel® (F C)	(Wind Speed) (mph)	Wind	Barometer	Humidity (%)
Thu Feb  4 03:10:24 2010	SEATTLE, WA	Rain	46 8	46 8	0	CLM	29.75	92
Thu Feb  4 03:10:25 2010	MILWAUKEE, WI	Mostly Clear	24 -4	22 -6	5	S	30.40	71
Thu Feb  4 03:10:26 2010	DETROIT, MI	Cloudy	31 -1	27 -3	6	N	30.37	72
Thu Feb  4 03:10:28 2010	PHILADELPHIA, PA	Mostly Cloudy	37 3	30 -1	8	WNW	30.17	59
Thu Feb  4 03:54:22 2010	SAN JOSE, CA	Cloudy	56 13	51 11	9	WNW	29.83	80
Thu Feb  4 03:54:24 2010	CHARLOTTE, NC	Clear	45 7	44 7	5	E	30.24	57
Thu Feb  4 03:54:25 2010	SAN DIEGO, CA	Partly Cloudy	59 15	57 14	6	SW	29.81	74
Thu Feb  4 03:54:26 2010	DENVER, CO	Cloudy	39 4	34 1	7	NW	29.87	41
Thu Feb  4 03:54:27 2010	MEMPHIS, TN	Cloudy	40 4	38 3	5	NNE	30.27	67
Thu Feb  4 03:54:28 2010	LOS ANGELES, CA	Clear	62 17	64 18	0	CLM	29.76	57
Thu Feb  4 03:54:29 2010	EL PASO, TX	Cloudy	44 7	38 3	8	N	29.69	92
Thu Feb  4 03:54:31 2010	NEW YORK, NY	Mostly Clear	34 1	29 -2	7	N	30.12	56
Thu Feb  4 03:54:32 2010	BALTIMORE, MD	Partly Cloudy	35 2	27 -3	9	W	30.22	69
Thu Feb  4 03:54:33 2010	LAS VEGAS, NV	Clear	59 15	61 16	0	CLM	29.68	35
Thu Feb  4 03:54:34 2010	WASHINGTON, DC	Partly Cloudy	38 3	35 2	6	NNW	30.24	64
Thu Feb  4 03:54:36 2010	AUSTIN, TX	Showers	49 9	41 5	12	ENE	29.94	92
Thu Feb  4 03:54:37 2010	SAN FRANCISCO, CA	Cloudy	56 13	55 13	5	WSW	29.84	77
Thu Feb  4 03:54:38 2010	OKLAHOMA CITY, OK	Rain	36 2	25 -4	9	E	30.15	85
Thu Feb  4 03:54:39 2010	NASHVILLE, TN	Clear	37 3	33 1	6	N	30.33	66
Thu Feb  4 03:54:40 2010	FORT WORTH, TX	Showers	42 6	33 1	8	ENE	30.06	85
Thu Feb  4 03:54:41 2010	PHOENIX, AZ	Cloudy	67 19	64 18	8	NE	29.65	40
Thu Feb  4 03:54:43 2010	PORTLAND, OR	Cloudy	44 7	34 1	14	ESE	29.73	85
Thu Feb  4 03:54:44 2010	CHICAGO, IL	Cloudy	28 -2	26 -3	5	N	30.40	71
Thu Feb  4 03:54:45 2010	SAN ANTONIO, TX	Rain	50 10	40 4	12	ENE	29.85	96
Thu Feb  4 03:54:46 2010	INDIANAPOLIS, IN	Mostly Cloudy	25 -4	23 -5	5	N	30.36	79
Thu Feb  4 03:54:47 2010	BOSTON, MA	Cloudy	32 0	25 -4	8	NW	30.01	58
Thu Feb  4 03:54:48 2010	JACKSONVILLE, FL	Mostly Clear	41 5	45 7	0	CLM	30.20	93
Thu Feb  4 03:54:50 2010	COLUMBUS, OH	Cloudy	32 0	26 -3	7	NNW	30.38	72
Thu Feb  4 03:54:51 2010	DALLAS, TX	Rain	44 7	35 2	8	E	30.08	78
Thu Feb  4 03:54:52 2010	HOUSTON, TX	Rain	50 10	38 3	13	E	30.00	89
Thu Feb  4 03:54:53 2010	SEATTLE, WA	Showers	46 8	46 8	0	CLM	29.72	93
Thu Feb  4 03:54:54 2010	MILWAUKEE, WI	Mostly Clear	24 -4	22 -6	5	S	30.40	71
Thu Feb  4 03:54:55 2010	DETROIT, MI	Cloudy	31 -1	27 -3	6	N	30.37	72
Thu Feb  4 03:54:57 2010	PHILADELPHIA, PA	Mostly Cloudy	37 3	30 -1	8	WNW	30.17	59
Thu Feb  4 04:37:32 2010	SAN JOSE, CA	Cloudy	55 13	53 12	6	NW	29.84	79
Thu Feb  4 04:37:33 2010	CHARLOTTE, NC	Clear	41 5	39 4	5	NNE	30.28	70
Thu Feb  4 04:37:35 2010	SAN DIEGO, CA	Mostly Cloudy	58 14	56 13	6	SW	29.85	77
Thu Feb  4 04:37:36 2010	DENVER, CO	Cloudy	39 4	34 1	7	NNW	29.85	41
Thu Feb  4 04:37:38 2010	MEMPHIS, TN	Cloudy	40 4	31 -1	12	NE	30.26	62
Thu Feb  4 04:37:39 2010	LOS ANGELES, CA	Clear	60 16	62 17	0	CLM	29.81	77
Thu Feb  4 04:37:40 2010	EL PASO, TX	Showers	44 7	41 5	3	N	29.72	92
Thu Feb  4 04:37:42 2010	NEW YORK, NY	Clear	33 1	29 -2	6	N	30.14	58
Thu Feb  4 04:37:43 2010	BALTIMORE, MD	Mostly Cloudy	34 1	29 -2	7	W	30.24	72
Thu Feb  4 04:37:45 2010	LAS VEGAS, NV	Clear	57 14	57 14	3	W	29.71	40
Thu Feb  4 04:37:46 2010	WASHINGTON, DC	Mostly Cloudy	37 3	32 0	7	NW	30.27	64
Thu Feb  4 04:37:48 2010	AUSTIN, TX	Showers	49 9	41 5	10	NE	29.95	92
Thu Feb  4 04:37:49 2010	SAN FRANCISCO, CA	Cloudy	55 13	53 12	6	WSW	29.84	77
Thu Feb  4 04:37:50 2010	OKLAHOMA CITY, OK	Rain	36 2	28 -2	7	ENE	30.14	89
Thu Feb  4 04:37:52 2010	NASHVILLE, TN	Clear	34 1	29 -2	7	NNE	30.32	75
Thu Feb  4 04:37:53 2010	FORT WORTH, TX	Cloudy	42 6	32 0	13	E	30.05	82
Thu Feb  4 04:37:54 2010	PHOENIX, AZ	Cloudy	62 17	64 18	0	CLM	29.65	61
Thu Feb  4 04:37:56 2010	PORTLAND, OR	Mostly Cloudy	45 7	37 3	12	ESE	29.74	85
Thu Feb  4 04:37:57 2010	CHICAGO, IL	Cloudy	28 -2	33 1	0	CLM	30.38	74
Thu Feb  4 04:37:59 2010	SAN ANTONIO, TX	Rain	50 10	42 6	8	ENE	29.86	96
Thu Feb  4 04:38:00 2010	INDIANAPOLIS, IN	Mostly Cloudy	26 -3	22 -6	6	N	30.40	81
Thu Feb  4 04:38:02 2010	BOSTON, MA	Partly Cloudy	31 -1	21 -6	10	WNW	30.03	56
Thu Feb  4 04:38:03 2010	JACKSONVILLE, FL	Mostly Clear	41 5	45 7	0	CLM	30.20	100
Thu Feb  4 04:38:05 2010	COLUMBUS, OH	Cloudy	32 0	30 -1	5	NW	30.39	72
Thu Feb  4 04:38:06 2010	DALLAS, TX	Cloudy	44 7	36 2	10	E	30.05	76
Thu Feb  4 04:38:08 2010	HOUSTON, TX	Rain	48 9	34 1	16	E	29.98	93
Thu Feb  4 04:38:09 2010	SEATTLE, WA	Rain	46 8	43 6	3	ENE	29.73	93
Thu Feb  4 04:38:11 2010	MILWAUKEE, WI	Mostly Clear	24 -4	30 -1	0	CLM	30.42	74
Thu Feb  4 04:38:12 2010	DETROIT, MI	Cloudy	31 -1	25 -4	7	NNW	30.38	66
Thu Feb  4 04:38:14 2010	PHILADELPHIA, PA	Partly Cloudy	36 2	29 -2	8	W	30.19	59
Thu Feb  4 05:20:43 2010	SAN JOSE, CA	Cloudy	55 13	53 12	6	NW	29.84	79
Thu Feb  4 05:20:45 2010	CHARLOTTE, NC	Clear	39 4	31 -1	9	NE	30.28	66
Thu Feb  4 05:20:46 2010	SAN DIEGO, CA	Mostly Cloudy	58 14	60 16	0	CLM	29.88	77
Thu Feb  4 05:20:48 2010	DENVER, CO	Cloudy	37 3	41 5	0	CLM	29.83	44
Thu Feb  4 05:20:50 2010	MEMPHIS, TN	Cloudy	40 4	31 -1	12	NE	30.23	62
Thu Feb  4 05:20:51 2010	LOS ANGELES, CA	Clear	59 15	61 16	0	CLM	29.83	77
Thu Feb  4 05:20:53 2010	EL PASO, TX	Cloudy	44 7	48 9	0	CLM	29.73	88
Thu Feb  4 05:20:54 2010	NEW YORK, NY	Clear	32 0	21 -6	12	WNW	30.16	58
Thu Feb  4 05:20:57 2010	BALTIMORE, MD	Partly Cloudy	33 1	26 -3	8	W	30.25	69
Thu Feb  4 05:20:59 2010	LAS VEGAS, NV	Clear	57 14	57 14	3	W	29.71	40
Thu Feb  4 05:21:00 2010	WASHINGTON, DC	Cloudy	38 3	35 2	6	W	30.27	62
Thu Feb  4 05:21:01 2010	AUSTIN, TX	Showers	49 9	39 4	12	ENE	29.92	92
Thu Feb  4 05:21:03 2010	SAN FRANCISCO, CA	Cloudy	55 13	53 12	6	WSW	29.85	77
Thu Feb  4 05:21:05 2010	OKLAHOMA CITY, OK	Fog	36 2	25 -4	10	NE	30.10	89
Thu Feb  4 05:21:06 2010	NASHVILLE, TN	Mostly Clear	33 1	29 -2	6	NNE	30.30	75
Thu Feb  4 05:21:15 2010	FORT WORTH, TX	Showers	42 6	28 -2	14	E	30.04	82
Thu Feb  4 05:21:16 2010	PHOENIX, AZ	Cloudy	61 16	58 14	8	SE	29.66	69
Thu Feb  4 05:21:17 2010	PORTLAND, OR	Cloudy	45 7	37 3	12	ESE	29.75	85
Thu Feb  4 05:21:19 2010	CHICAGO, IL	Cloudy	28 -2	28 -2	3	NNE	30.41	74
Thu Feb  4 05:21:21 2010	SAN ANTONIO, TX	Rain	50 10	43 6	7	ENE	29.88	96
Thu Feb  4 05:21:22 2010	INDIANAPOLIS, IN	Mostly Cloudy	26 -3	20 -7	7	NE	30.39	81
Thu Feb  4 05:21:23 2010	BOSTON, MA	Clear	30 -1	17 -8	13	WNW	30.03	58
Thu Feb  4 05:21:25 2010	JACKSONVILLE, FL	Cloudy	45 7	44 7	5	N	30.21	100
Thu Feb  4 05:21:26 2010	COLUMBUS, OH	Cloudy	31 -1	36 2	0	CLM	30.39	75
Thu Feb  4 05:21:27 2010	DALLAS, TX	Showers	44 7	35 2	8	ESE	30.08	76
Thu Feb  4 05:21:29 2010	HOUSTON, TX	Rain	49 9	35 2	15	E	29.99	92
Thu Feb  4 05:21:30 2010	SEATTLE, WA	Cloudy	46 8	40 4	9	E	29.75	92
Thu Feb  4 05:21:31 2010	MILWAUKEE, WI	Mostly Clear	22 -6	22 -6	3	SW	30.42	81
Thu Feb  4 05:21:33 2010	DETROIT, MI	Cloudy	30 -1	22 -6	8	NW	30.40	65
Thu Feb  4 05:21:34 2010	PHILADELPHIA, PA	Partly Cloudy	34 1	29 -2	7	W	30.20	58
Thu Feb  4 06:03:49 2010	SAN JOSE, CA	Cloudy	55 13	53 12	6	NW	29.84	79
Thu Feb  4 06:03:50 2010	CHARLOTTE, NC	Clear	39 4	31 -1	9	NE	30.28	66
Thu Feb  4 06:03:51 2010	SAN DIEGO, CA	Mostly Cloudy	58 14	60 16	0	CLM	29.88	77
Thu Feb  4 06:03:53 2010	DENVER, CO	Cloudy	37 3	41 5	0	CLM	29.83	44
Thu Feb  4 06:03:54 2010	MEMPHIS, TN	Cloudy	40 4	31 -1	12	NE	30.23	62
Thu Feb  4 06:03:55 2010	LOS ANGELES, CA	Clear	59 15	61 16	0	CLM	29.83	77
Thu Feb  4 06:03:57 2010	EL PASO, TX	Showers	45 7	45 7	0	CLM	29.80	87
Thu Feb  4 06:03:58 2010	NEW YORK, NY	Clear	32 0	21 -6	12	WNW	30.16	58
Thu Feb  4 06:03:59 2010	BALTIMORE, MD	Partly Cloudy	33 1	26 -3	8	W	30.25	69
Thu Feb  4 06:04:01 2010	LAS VEGAS, NV	Clear	52 11	48 9	7	W	29.73	54
Thu Feb  4 06:04:02 2010	WASHINGTON, DC	Cloudy	38 3	35 2	6	W	30.27	62
Thu Feb  4 06:04:03 2010	AUSTIN, TX	Rain	48 9	38 3	9	ENE	29.94	93
Thu Feb  4 06:04:05 2010	SAN FRANCISCO, CA	Cloudy	55 13	57 14	0	CLM	29.84	77
Thu Feb  4 06:04:06 2010	OKLAHOMA CITY, OK	Fog	36 2	24 -4	12	NE	30.09	93
Thu Feb  4 06:04:07 2010	NASHVILLE, TN	Cloudy	33 1	29 -2	6	NNE	30.30	75
Thu Feb  4 06:04:08 2010	FORT WORTH, TX	Showers	42 6	28 -2	14	E	30.04	82
Thu Feb  4 06:04:09 2010	PHOENIX, AZ	Cloudy	61 16	58 14	8	SE	29.66	69
Thu Feb  4 06:04:11 2010	PORTLAND, OR	Cloudy	45 7	37 3	12	ESE	29.75	85
Thu Feb  4 06:04:12 2010	CHICAGO, IL	Cloudy	28 -2	28 -2	3	NNE	30.41	74
Thu Feb  4 06:04:13 2010	SAN ANTONIO, TX	Rain	50 10	43 6	7	ENE	29.88	96
Thu Feb  4 06:04:14 2010	INDIANAPOLIS, IN	Partly Cloudy	27 -3	21 -6	7	ENE	30.35	79
Thu Feb  4 06:04:16 2010	BOSTON, MA	Clear	30 -1	17 -8	13	WNW	30.03	58
Thu Feb  4 06:04:17 2010	JACKSONVILLE, FL	Clear	45 7	48 9	0	CLM	30.19	93
Thu Feb  4 06:04:18 2010	COLUMBUS, OH	Cloudy	31 -1	36 2	0	CLM	30.39	75
Thu Feb  4 06:04:19 2010	DALLAS, TX	Showers	44 7	35 2	8	ESE	30.08	76
Thu Feb  4 06:04:21 2010	HOUSTON, TX	Rain	48 9	36 2	10	E	29.99	93
Thu Feb  4 06:04:22 2010	SEATTLE, WA	Cloudy	46 8	40 4	9	E	29.75	92
Thu Feb  4 06:04:23 2010	MILWAUKEE, WI	Mostly Clear	22 -6	22 -6	3	SW	30.42	81
Thu Feb  4 06:04:24 2010	DETROIT, MI	Cloudy	30 -1	24 -4	7	NW	30.38	64
Thu Feb  4 06:04:25 2010	PHILADELPHIA, PA	Partly Cloudy	34 1	29 -2	7	W	30.20	58
Thu Feb  4 06:46:50 2010	SAN JOSE, CA	Cloudy	54 12	54 12	3	NW	29.84	82
Thu Feb  4 06:46:52 2010	CHARLOTTE, NC	Mostly Clear	36 2	28 -2	9	NE	30.29	69
Thu Feb  4 06:46:54 2010	SAN DIEGO, CA	Partly Cloudy	57 14	57 14	3	SE	29.90	82
Thu Feb  4 06:46:55 2010	DENVER, CO	Cloudy	39 4	31 -1	9	WNW	29.79	44
Thu Feb  4 06:46:56 2010	MEMPHIS, TN	Cloudy	39 4	30 -1	10	ENE	30.23	64
Thu Feb  4 06:46:57 2010	LOS ANGELES, CA	Clear	58 14	60 16	0	CLM	29.83	77
Thu Feb  4 06:46:58 2010	EL PASO, TX	Cloudy	45 7	48 9	6	CLM	29.80	87
Thu Feb  4 06:47:00 2010	NEW YORK, NY	Clear	31 -1	25 -4	7	W	30.16	61
Thu Feb  4 06:47:01 2010	BALTIMORE, MD	Partly Cloudy	32 0	25 -4	8	W	30.26	69
Thu Feb  4 06:47:03 2010	LAS VEGAS, NV	Clear	52 11	51 11	5	SW	29.73	52
Thu Feb  4 06:47:04 2010	WASHINGTON, DC	Partly Cloudy	38 3	33 1	7	NW	30.28	59
Thu Feb  4 06:47:05 2010	AUSTIN, TX	Rain	48 9	40 4	8	NNE	29.92	93
Thu Feb  4 06:47:06 2010	SAN FRANCISCO, CA	Intermittent Clouds	54 12	56 13	0	CLM	29.84	80
Thu Feb  4 06:47:07 2010	OKLAHOMA CITY, OK	Fog	36 2	28 -2	9	NE	30.11	89
Thu Feb  4 06:47:08 2010	NASHVILLE, TN	Cloudy	34 1	29 -2	7	NE	30.28	72
Thu Feb  4 06:47:10 2010	FORT WORTH, TX	Showers	42 6	28 -2	15	E	30.01	82
Thu Feb  4 06:47:11 2010	PHOENIX, AZ	Mostly Cloudy	60 16	56 13	10	SSE	29.68	64
Thu Feb  4 06:47:12 2010	PORTLAND, OR	Cloudy	45 7	33 1	17	ESE	29.76	85
Thu Feb  4 06:47:13 2010	CHICAGO, IL	Mostly Cloudy	28 -2	28 -2	3	NNE	30.40	74
Thu Feb  4 06:47:14 2010	SAN ANTONIO, TX	Rain	50 10	43 6	7	NE	29.86	92
Thu Feb  4 06:47:16 2010	INDIANAPOLIS, IN	Partly Cloudy	26 -3	22 -6	6	ENE	30.38	81
Thu Feb  4 06:47:17 2010	BOSTON, MA	Clear	29 -2	18 -8	10	WNW	30.04	61
Thu Feb  4 06:47:18 2010	JACKSONVILLE, FL	Clear	41 5	45 7	0	CLM	30.19	100
Thu Feb  4 06:47:19 2010	COLUMBUS, OH	Partly Cloudy	29 -2	34 1	0	CLM	30.40	81
Thu Feb  4 06:47:21 2010	DALLAS, TX	Cloudy	43 6	34 1	12	E	30.02	82
Thu Feb  4 06:47:22 2010	HOUSTON, TX	Rain	48 9	37 3	10	E	30.00	96
Thu Feb  4 06:47:23 2010	SEATTLE, WA	Showers	46 8	38 3	8	E	29.75	82
Thu Feb  4 06:47:24 2010	MILWAUKEE, WI	Mostly Clear	18 -8	25 -4	0	CLM	30.40	84
Thu Feb  4 06:47:25 2010	DETROIT, MI	Cloudy	30 -1	24 -4	7	WNW	30.41	63
Thu Feb  4 06:47:26 2010	PHILADELPHIA, PA	Cloudy	33 1	26 -3	8	W	30.22	63
Thu Feb  4 07:30:32 2010	SAN JOSE, CA	Partly Cloudy	54 12	56 13	0	CLM	29.84	82
Thu Feb  4 07:30:33 2010	CHARLOTTE, NC	Mostly Clear	36 2	27 -3	10	NE	30.29	67
Thu Feb  4 07:30:35 2010	SAN DIEGO, CA	Mostly Cloudy	58 14	58 14	3	E	29.90	77
Thu Feb  4 07:30:36 2010	DENVER, CO	Cloudy	37 3	29 -2	9	NW	29.78	64
Thu Feb  4 07:30:37 2010	MEMPHIS, TN	Cloudy	39 4	33 1	8	NE	30.25	64
Thu Feb  4 07:30:39 2010	LOS ANGELES, CA	Clear	58 14	57 14	5	E	29.85	80
Thu Feb  4 07:30:40 2010	EL PASO, TX	Cloudy	44 7	43 6	5	SW	29.73	88
Thu Feb  4 07:30:41 2010	NEW YORK, NY	Clear	31 -1	24 -4	8	W	30.16	63
Thu Feb  4 07:30:42 2010	BALTIMORE, MD	Partly Cloudy	31 -1	22 -6	9	W	30.27	66
Thu Feb  4 07:30:43 2010	LAS VEGAS, NV	Clear	50 10	47 8	6	SSW	29.73	56
Thu Feb  4 07:30:44 2010	WASHINGTON, DC	Partly Cloudy	36 2	28 -2	9	NW	30.29	54
Thu Feb  4 07:30:45 2010	AUSTIN, TX	Rain	48 9	39 4	9	NE	29.91	96
Thu Feb  4 07:30:46 2010	SAN FRANCISCO, CA	Intermittent Clouds	53 12	56 13	0	CLM	29.84	79
Thu Feb  4 07:30:48 2010	OKLAHOMA CITY, OK	Rain	36 2	29 -2	6	NE	30.11	89
Thu Feb  4 07:30:49 2010	NASHVILLE, TN	Cloudy	33 1	29 -2	6	NE	30.27	75
Thu Feb  4 07:30:50 2010	FORT WORTH, TX	Cloudy	41 5	28 -2	17	E	29.98	88
Thu Feb  4 07:30:51 2010	PHOENIX, AZ	Partly Cloudy	57 14	53 12	9	SE	29.70	68
Thu Feb  4 07:30:52 2010	PORTLAND, OR	Cloudy	45 7	37 3	12	ESE	29.76	85
Thu Feb  4 07:30:53 2010	CHICAGO, IL	Intermittent Clouds	24 -4	30 -1	0	CLM	30.39	80
Thu Feb  4 07:30:55 2010	SAN ANTONIO, TX	Fog	48 9	43 6	8	NE	29.86	100
Thu Feb  4 07:30:56 2010	INDIANAPOLIS, IN	Intermittent Clouds	25 -4	25 -4	3	NE	30.37	84
Thu Feb  4 07:30:57 2010	BOSTON, MA	Clear	28 -2	16 -9	12	WNW	30.05	63
Thu Feb  4 07:30:58 2010	JACKSONVILLE, FL	Clear	41 5	45 7	0	CLM	30.18	100
Thu Feb  4 07:30:59 2010	COLUMBUS, OH	Partly Cloudy	27 -3	33 1	0	CLM	30.39	84
Thu Feb  4 07:31:00 2010	DALLAS, TX	Showers	42 6	29 -2	13	E	30.00	85
Thu Feb  4 07:31:01 2010	HOUSTON, TX	Rain	48 9	34 1	15	E	29.98	92
Thu Feb  4 07:31:02 2010	SEATTLE, WA	Showers	45 7	39 4	6	ESE	29.76	85
Thu Feb  4 07:31:04 2010	MILWAUKEE, WI	Hazy Moonlight	20 -7	26 -3	0	CLM	30.41	81
Thu Feb  4 07:31:05 2010	DETROIT, MI	Cloudy	29 -2	23 -5	7	NW	30.40	66
Thu Feb  4 07:31:06 2010	PHILADELPHIA, PA	Cloudy	35 2	31 -1	6	WNW	30.23	56
Thu Feb  4 08:13:08 2010	SAN JOSE, CA	Partly Cloudy	51 11	54 12	0	CLM	29.84	89
Thu Feb  4 08:13:09 2010	CHARLOTTE, NC	Intermittent Clouds	35 2	30 -1	7	NE	30.29	69
Thu Feb  4 08:13:10 2010	SAN DIEGO, CA	Partly Cloudy	57 14	54 12	7	ESE	29.90	77
Thu Feb  4 08:13:11 2010	DENVER, CO	Cloudy	36 2	36 2	3	E	29.76	60
Thu Feb  4 08:13:12 2010	MEMPHIS, TN	Cloudy	40 4	33 1	9	ENE	30.22	62
Thu Feb  4 08:13:13 2010	LOS ANGELES, CA	Cloudy	58 14	57 14	5	E	29.86	83
Thu Feb  4 08:13:14 2010	EL PASO, TX	Cloudy	43 6	37 3	8	S	29.74	92
Thu Feb  4 08:13:16 2010	NEW YORK, NY	Clear	31 -1	22 -6	9	W	30.17	61
Thu Feb  4 08:13:17 2010	BALTIMORE, MD	Partly Cloudy	32 0	25 -4	8	WNW	30.29	58
Thu Feb  4 08:13:18 2010	LAS VEGAS, NV	Clear	49 9	45 7	7	SSW	29.73	56
Thu Feb  4 08:13:19 2010	WASHINGTON, DC	Partly Cloudy	35 2	26 -3	10	NW	30.31	53
Thu Feb  4 08:13:20 2010	AUSTIN, TX	Rain	48 9	37 3	12	NE	29.89	96
Thu Feb  4 08:13:21 2010	SAN FRANCISCO, CA	Intermittent Clouds	51 11	51 11	3	SSW	29.85	89
Thu Feb  4 08:13:22 2010	OKLAHOMA CITY, OK	Cloudy	36 2	27 -3	10	ENE	30.10	85
Thu Feb  4 08:13:23 2010	NASHVILLE, TN	Cloudy	33 1	33 1	3	NE	30.29	75
Thu Feb  4 08:13:24 2010	FORT WORTH, TX	Showers	41 5	26 -3	15	E	29.97	88
Thu Feb  4 08:13:25 2010	PHOENIX, AZ	Clear	56 13	51 11	10	SE	29.72	71
Thu Feb  4 08:13:26 2010	PORTLAND, OR	Cloudy	45 7	36 2	13	ESE	29.76	85
Thu Feb  4 08:13:27 2010	CHICAGO, IL	Intermittent Clouds	22 -6	22 -6	3	SSE	30.36	88
Thu Feb  4 08:13:29 2010	SAN ANTONIO, TX	Rain	49 9	41 5	8	NE	29.83	96
Thu Feb  4 08:13:30 2010	INDIANAPOLIS, IN	Intermittent Clouds	24 -4	22 -6	5	NE	30.35	84
Thu Feb  4 08:13:31 2010	BOSTON, MA	Clear	27 -3	15 -9	12	WNW	30.06	63
Thu Feb  4 08:13:32 2010	JACKSONVILLE, FL	Cloudy	45 7	48 9	0	CLM	30.16	100
Thu Feb  4 08:13:33 2010	COLUMBUS, OH	Fog	26 -3	32 0	0	CLM	30.39	84
Thu Feb  4 08:13:34 2010	DALLAS, TX	Cloudy	42 6	34 1	10	E	29.99	88
Thu Feb  4 08:13:35 2010	HOUSTON, TX	Showers	48 9	34 1	18	E	29.95	92
Thu Feb  4 08:13:36 2010	SEATTLE, WA	Partly Cloudy	44 7	40 4	7	SE	29.77	85
Thu Feb  4 08:13:37 2010	MILWAUKEE, WI	Clear	17 -8	24 -4	0	CLM	30.37	83
Thu Feb  4 08:13:38 2010	DETROIT, MI	Cloudy	27 -3	33 1	0	CLM	30.40	68
Thu Feb  4 08:13:40 2010	PHILADELPHIA, PA	Partly Cloudy	34 1	22 -6	13	NW	30.24	51
Thu Feb  4 08:56:49 2010	SAN JOSE, CA	Intermittent Clouds	51 11	54 12	0	CLM	29.84	89
Thu Feb  4 08:56:50 2010	CHARLOTTE, NC	Mostly Cloudy	35 2	30 -1	7	NE	30.29	69
Thu Feb  4 08:56:51 2010	SAN DIEGO, CA	Partly Cloudy	57 14	54 12	7	ESE	29.90	77
Thu Feb  4 08:56:52 2010	DENVER, CO	Cloudy	37 3	41 5	0	CLM	29.75	51
Thu Feb  4 08:56:54 2010	MEMPHIS, TN	Cloudy	40 4	33 1	9	ENE	30.22	62
Thu Feb  4 08:56:55 2010	LOS ANGELES, CA	Cloudy	57 14	57 14	3	E	29.86	82
Thu Feb  4 08:56:56 2010	EL PASO, TX	Showers	43 6	33 1	9	SSE	29.81	87
Thu Feb  4 08:56:57 2010	NEW YORK, NY	Clear	31 -1	22 -6	9	W	30.17	61
Thu Feb  4 08:56:58 2010	BALTIMORE, MD	Partly Cloudy	32 0	25 -4	8	WNW	30.29	58
Thu Feb  4 08:56:59 2010	LAS VEGAS, NV	Partly Cloudy	49 9	45 7	7	SSW	29.73	56
Thu Feb  4 08:57:01 2010	WASHINGTON, DC	Partly Cloudy	35 2	26 -3	10	NW	30.31	53
Thu Feb  4 08:57:02 2010	AUSTIN, TX	Rain	48 9	37 3	12	NE	29.89	96
Thu Feb  4 08:57:03 2010	SAN FRANCISCO, CA	Cloudy	51 11	51 11	3	SSW	29.85	89
Thu Feb  4 08:57:04 2010	OKLAHOMA CITY, OK	Cloudy	36 2	27 -3	10	ENE	30.10	85
Thu Feb  4 08:57:05 2010	NASHVILLE, TN	Cloudy	33 1	33 1	3	NE	30.29	75
Thu Feb  4 08:57:06 2010	FORT WORTH, TX	Rain	41 5	28 -2	13	E	29.97	86
Thu Feb  4 08:57:07 2010	PHOENIX, AZ	Partly Cloudy	56 13	51 11	10	SE	29.72	71
Thu Feb  4 08:57:08 2010	PORTLAND, OR	Showers	45 7	34 1	12	ESE	29.76	87
Thu Feb  4 08:57:10 2010	CHICAGO, IL	Intermittent Clouds	22 -6	22 -6	3	SSE	30.36	88
Thu Feb  4 08:57:11 2010	SAN ANTONIO, TX	Rain	49 9	41 5	8	NE	29.83	96
Thu Feb  4 08:57:12 2010	INDIANAPOLIS, IN	Cloudy	24 -4	22 -6	5	NE	30.35	84
Thu Feb  4 08:57:13 2010	BOSTON, MA	Clear	27 -3	15 -9	12	WNW	30.06	63
Thu Feb  4 08:57:14 2010	JACKSONVILLE, FL	Cloudy	45 7	48 9	0	CLM	30.16	100
Thu Feb  4 08:57:15 2010	COLUMBUS, OH	Fog	25 -4	25 -4	3	NE	30.35	86
Thu Feb  4 08:57:16 2010	DALLAS, TX	Rain	43 6	30 -1	13	E	29.99	87
Thu Feb  4 08:57:17 2010	HOUSTON, TX	Showers	48 9	34 1	18	E	29.95	92
Thu Feb  4 08:57:18 2010	SEATTLE, WA	Partly Cloudy	44 7	40 4	7	SE	29.77	85
Thu Feb  4 08:57:20 2010	MILWAUKEE, WI	Mostly Clear	17 -8	24 -4	0	CLM	30.37	83
Thu Feb  4 08:57:21 2010	DETROIT, MI	Cloudy	27 -3	33 1	0	CLM	30.40	68
Thu Feb  4 08:57:22 2010	PHILADELPHIA, PA	Partly Cloudy	34 1	22 -6	13	NW	30.24	51
Thu Feb  4 09:40:36 2010	SAN JOSE, CA	Partly Cloudy	50 10	53 12	0	CLM	29.84	93
Thu Feb  4 09:40:38 2010	CHARLOTTE, NC	Intermittent Clouds	35 2	28 -2	8	NNE	30.30	66
Thu Feb  4 09:40:39 2010	SAN DIEGO, CA	Partly Cloudy	56 13	53 12	7	ESE	29.90	77
Thu Feb  4 09:40:41 2010	DENVER, CO	Cloudy	37 3	41 5	0	CLM	29.74	51
Thu Feb  4 09:40:42 2010	MEMPHIS, TN	Cloudy	39 4	34 1	7	ENE	30.21	64
Thu Feb  4 09:40:44 2010	LOS ANGELES, CA	Cloudy	58 14	58 14	3	E	29.86	80
Thu Feb  4 09:40:45 2010	EL PASO, TX	Showers	43 6	39 4	5	S	29.75	88
Thu Feb  4 09:40:46 2010	NEW YORK, NY	Partly Cloudy	31 -1	22 -6	9	W	30.19	58
