2	weather.cnn.com										
(Timestamp)	(Location)	Current Conditions  updated 	(Temperature) (°)	Hi (°)	Lo (°)	(Conditions)	Barometer (" Hg)	Feels like (°)	Humidity (%)	Wind	(Wind Speed) (mph)
Sun Jan 31 08:04:17 2010	Nashville, TN 	1:28 AM ET	19	30	13	 Clear 	30.22	19	84	CLM	0
Sun Jan 31 08:04:19 2010	Fort Worth, TX 	1:28 AM ET	28	39	25	Cloudy 	30.27	28	80	NNE	6
Sun Jan 31 08:04:21 2010	Phoenix, AZ 	1:28 AM ET	56	70	49	 Clear 	29.88	60	57	E	5
Sun Jan 31 08:04:23 2010	Portland, OR 	1:28 AM ET	43	48	39	Cloudy 	30.02	46	92	CLM	0
Sun Jan 31 08:04:25 2010	Chicago, IL 	1:28 AM ET	21	23	12	Cloudy 	30.21	21	74	WSW	5
Sun Jan 31 08:04:27 2010	San Antonio, TX 	1:28 AM ET	35	53	34	 Clear 	30.23	35	84	ENE	6
Sun Jan 31 08:04:29 2010	Indianapolis, IN 	1:28 AM ET	16	26	13	 Partly Cloudy 	30.2	16	73	CLM	0
Sun Jan 31 08:04:31 2010	Boston, MA 	1:28 AM ET	16	24	15	Cloudy 	29.98	16	47	NNW	12
Sun Jan 31 08:04:33 2010	Jacksonville, FL 	1:28 AM ET	48	70	39	Cloudy 	29.98	51	76	NNW	14
Sun Jan 31 08:04:35 2010	Columbus, OH 	1:28 AM ET	12	22	12	 Clear 	30.19	12	80	CLM	0
Sun Jan 31 08:04:37 2010	Dallas, TX 	1:28 AM ET	30	36	27	Cloudy 	30.29	30	81	NE	8
Sun Jan 31 08:04:39 2010	Houston, TX 	1:28 AM ET	37	48	34	Cloudy 	30.26	37	72	N	12
Sun Jan 31 08:04:41 2010	Seattle, WA 	1:28 AM ET	47	52	41	Cloudy 	29.98	50	89	N	3
Sun Jan 31 08:04:43 2010	Milwaukee, WI 	1:28 AM ET	20	23	13	 Mostly Cloudy 	30.19	20	67	WSW	6
Sun Jan 31 08:04:44 2010	Detroit, MI 	1:28 AM ET	14	20	15	 Clear 	30.2	14	77	WSW	6
Sun Jan 31 08:04:46 2010	Philadelphia, PA 	1:28 AM ET	19	20	14	Cloudy 	30.02	19	51	N	13
Sun Jan 31 08:48:20 2010	San Jose, CA 	2:23 AM ET	50	59	42	Cloudy 	30.05	56	89	CLM	0
Sun Jan 31 08:48:22 2010	Charlotte, NC 	2:23 AM ET	21	30	14	 Partly Cloudy 	30.06	21	80	N	3
Sun Jan 31 08:48:24 2010	San Diego, CA 	2:23 AM ET	53	62	52	 Partly Cloudy 	29.97	58	82	CLM	0
Sun Jan 31 08:48:26 2010	Denver, CO 	2:23 AM ET	29	46	21	 Mostly Clear 	29.91	29	68	W	10
Sun Jan 31 08:48:28 2010	Memphis, TN 	2:23 AM ET	22	31	23	 Clear 	30.28	22	77	N	7
Sun Jan 31 08:48:29 2010	Los Angeles, CA 	2:23 AM ET	53	64	48	 Clear 	29.95	58	82	CLM	0
Sun Jan 31 08:48:31 2010	El Paso, TX 	2:23 AM ET	42	54	36	Cloudy 	29.98	45	70	NE	5
Sun Jan 31 08:48:34 2010	New York, NY 	2:23 AM ET	17	23	16	 Clear 	29.99	17	46	N	8
Sun Jan 31 08:48:36 2010	Baltimore, MD 	2:23 AM ET	18	22	12	Cloudy 	30.05	18	59	NW	6
Sun Jan 31 08:48:38 2010	Las Vegas, NV 	2:23 AM ET	46	62	41	 Clear 	29.9	49	73	W	3
Sun Jan 31 08:48:39 2010	Washington, DC 	2:23 AM ET	20	23	15	Cloudy 	30.07	20	52	NNW	15
Sun Jan 31 08:48:41 2010	Austin, TX 	2:23 AM ET	32	48	29	Cloudy 	30.28	32	85	N	13
Sun Jan 31 08:48:43 2010	San Francisco, CA 	2:23 AM ET	51	58	44	 Mostly Cloudy 	30.05	57	92	W	3
Sun Jan 31 08:48:45 2010	Oklahoma City, OK 	2:23 AM ET	17	29	18	Fog 	30.25	17	97	CLM	0
Sun Jan 31 08:48:47 2010	Nashville, TN 	2:23 AM ET	16	30	13	 Clear 	30.24	16	91	CLM	0
Sun Jan 31 08:48:50 2010	Fort Worth, TX 	2:23 AM ET	28	39	25	Cloudy 	30.3	28	84	ENE	7
Sun Jan 31 08:48:51 2010	Phoenix, AZ 	2:23 AM ET	53	70	49	 Clear 	29.88	56	66	ESE	5
Sun Jan 31 08:48:54 2010	Portland, OR 	2:23 AM ET	42	48	39	Cloudy 	30.02	45	95	E	3
Sun Jan 31 08:48:56 2010	Chicago, IL 	2:23 AM ET	19	23	12	 Intermittent Clouds 	30.2	19	76	W	3
Sun Jan 31 08:48:58 2010	San Antonio, TX 	2:23 AM ET	34	53	34	 Clear 	30.23	34	85	ENE	6
Sun Jan 31 08:49:00 2010	Indianapolis, IN 	2:23 AM ET	15	26	13	 Mostly Clear 	30.2	15	80	SE	3
Sun Jan 31 08:49:01 2010	Boston, MA 	2:23 AM ET	16	24	15	Cloudy 	29.98	16	47	NNW	12
Sun Jan 31 08:49:03 2010	Jacksonville, FL 	2:23 AM ET	46	70	39	 Mostly Cloudy 	30	49	75	NNW	12
Sun Jan 31 08:49:05 2010	Columbus, OH 	2:23 AM ET	11	22	12	 Clear 	30.2	11	83	WNW	5
Sun Jan 31 08:49:07 2010	Dallas, TX 	2:23 AM ET	30	36	27	Cloudy 	30.28	30	81	NNE	7
Sun Jan 31 08:49:09 2010	Houston, TX 	2:23 AM ET	36	48	34	Cloudy 	30.27	36	75	NE	8
Sun Jan 31 08:49:11 2010	Seattle, WA 	2:23 AM ET	47	52	41	Cloudy 	29.99	50	89	CLM	0
Sun Jan 31 08:49:13 2010	Milwaukee, WI 	2:23 AM ET	18	23	13	 Partly Cloudy 	30.18	18	71	WSW	5
Sun Jan 31 08:49:15 2010	Detroit, MI 	2:23 AM ET	14	20	15	 Clear 	30.19	14	77	W	6
Sun Jan 31 08:49:17 2010	Philadelphia, PA 	2:23 AM ET	18	20	14	 Mostly Cloudy 	30.02	18	54	N	14
Sun Jan 31 09:31:50 2010	San Jose, CA 	2:23 AM ET	50	59	42	Cloudy 	30.05	56	89	CLM	0
Sun Jan 31 09:31:52 2010	Charlotte, NC 	2:23 AM ET	21	30	14	 Partly Cloudy 	30.06	21	80	N	3
Sun Jan 31 09:31:54 2010	San Diego, CA 	2:23 AM ET	53	62	52	 Partly Cloudy 	29.97	58	82	CLM	0
Sun Jan 31 09:31:56 2010	Denver, CO 	2:23 AM ET	29	46	21	 Mostly Clear 	29.91	29	68	W	10
Sun Jan 31 09:31:58 2010	Memphis, TN 	2:23 AM ET	22	31	23	 Clear 	30.28	22	77	N	7
Sun Jan 31 09:32:00 2010	Los Angeles, CA 	2:23 AM ET	53	64	48	 Clear 	29.95	58	82	CLM	0
Sun Jan 31 09:32:01 2010	El Paso, TX 	2:23 AM ET	42	54	36	Cloudy 	29.98	45	70	NE	5
Sun Jan 31 09:32:03 2010	New York, NY 	2:23 AM ET	17	23	16	 Clear 	29.99	17	46	N	8
Sun Jan 31 09:32:05 2010	Baltimore, MD 	2:23 AM ET	18	22	12	Cloudy 	30.05	18	59	NW	6
Sun Jan 31 09:32:07 2010	Las Vegas, NV 	2:23 AM ET	46	62	41	 Clear 	29.9	49	73	W	3
Sun Jan 31 09:32:09 2010	Washington, DC 	2:23 AM ET	20	23	15	Cloudy 	30.07	20	52	NNW	15
Sun Jan 31 09:32:11 2010	Austin, TX 	2:23 AM ET	32	48	29	Cloudy 	30.28	32	85	N	13
Sun Jan 31 09:32:13 2010	San Francisco, CA 	2:23 AM ET	51	58	44	 Mostly Cloudy 	30.05	57	92	W	3
Sun Jan 31 09:32:15 2010	Oklahoma City, OK 	2:23 AM ET	17	29	18	Fog 	30.25	17	97	CLM	0
Sun Jan 31 09:32:17 2010	Nashville, TN 	2:23 AM ET	16	30	13	 Clear 	30.24	16	91	CLM	0
Sun Jan 31 09:32:19 2010	Fort Worth, TX 	2:23 AM ET	28	39	25	Cloudy 	30.3	28	84	ENE	7
Sun Jan 31 09:32:21 2010	Phoenix, AZ 	2:23 AM ET	53	70	49	 Clear 	29.88	56	66	ESE	5
Sun Jan 31 09:32:23 2010	Portland, OR 	2:23 AM ET	42	48	39	Cloudy 	30.02	45	95	E	3
Sun Jan 31 09:32:25 2010	Chicago, IL 	2:23 AM ET	19	23	12	 Intermittent Clouds 	30.2	19	76	W	3
Sun Jan 31 09:32:27 2010	San Antonio, TX 	2:23 AM ET	34	53	34	 Clear 	30.23	34	85	ENE	6
Sun Jan 31 09:32:29 2010	Indianapolis, IN 	2:23 AM ET	15	26	13	 Mostly Clear 	30.2	15	80	SE	3
Sun Jan 31 09:32:30 2010	Boston, MA 	2:23 AM ET	16	24	15	Cloudy 	29.98	16	47	NNW	12
Sun Jan 31 09:32:33 2010	Jacksonville, FL 	2:23 AM ET	46	70	39	 Mostly Cloudy 	30	49	75	NNW	12
Sun Jan 31 09:32:35 2010	Columbus, OH 	2:23 AM ET	11	22	12	 Clear 	30.2	11	83	WNW	5
Sun Jan 31 09:32:36 2010	Dallas, TX 	2:23 AM ET	30	36	27	Cloudy 	30.28	30	81	NNE	7
Sun Jan 31 09:32:39 2010	Houston, TX 	2:23 AM ET	36	48	34	Cloudy 	30.27	36	75	NE	8
Sun Jan 31 09:32:41 2010	Seattle, WA 	2:23 AM ET	47	52	41	Cloudy 	29.99	50	89	CLM	0
Sun Jan 31 09:32:43 2010	Milwaukee, WI 	2:23 AM ET	18	23	13	 Partly Cloudy 	30.18	18	71	WSW	5
Sun Jan 31 09:32:45 2010	Detroit, MI 	2:23 AM ET	14	20	15	 Clear 	30.19	14	77	W	6
Sun Jan 31 09:32:46 2010	Philadelphia, PA 	2:23 AM ET	18	20	14	 Mostly Cloudy 	30.02	18	54	N	14
Sun Jan 31 10:14:54 2010	San Jose, CA 	2:23 AM ET	50	59	42	Cloudy 	30.05	56	89	CLM	0
Sun Jan 31 10:14:56 2010	Charlotte, NC 	2:23 AM ET	21	30	14	 Partly Cloudy 	30.06	21	80	N	3
Sun Jan 31 10:14:58 2010	San Diego, CA 	2:23 AM ET	53	62	52	 Partly Cloudy 	29.97	58	82	CLM	0
Sun Jan 31 10:15:00 2010	Denver, CO 	2:23 AM ET	29	46	21	 Mostly Clear 	29.91	29	68	W	10
Sun Jan 31 10:15:02 2010	Memphis, TN 	2:23 AM ET	22	31	23	 Clear 	30.28	22	77	N	7
Sun Jan 31 10:15:04 2010	Los Angeles, CA 	2:23 AM ET	53	64	48	 Clear 	29.95	58	82	CLM	0
Sun Jan 31 10:15:06 2010	El Paso, TX 	2:23 AM ET	42	54	36	Cloudy 	29.98	45	70	NE	5
Sun Jan 31 10:15:08 2010	New York, NY 	2:23 AM ET	17	23	16	 Clear 	29.99	17	46	N	8
Sun Jan 31 10:15:10 2010	Baltimore, MD 	2:23 AM ET	18	22	12	Cloudy 	30.05	18	59	NW	6
Sun Jan 31 10:15:12 2010	Las Vegas, NV 	2:23 AM ET	46	62	41	 Clear 	29.9	49	73	W	3
Sun Jan 31 10:15:13 2010	Washington, DC 	2:23 AM ET	20	23	15	Cloudy 	30.07	20	52	NNW	15
Sun Jan 31 10:15:15 2010	Austin, TX 	2:23 AM ET	32	48	29	Cloudy 	30.28	32	85	N	13
Sun Jan 31 10:15:17 2010	San Francisco, CA 	2:23 AM ET	51	58	44	 Mostly Cloudy 	30.05	57	92	W	3
Sun Jan 31 10:15:19 2010	Oklahoma City, OK 	2:23 AM ET	17	29	18	Fog 	30.25	17	97	CLM	0
Sun Jan 31 10:15:21 2010	Nashville, TN 	2:23 AM ET	16	30	13	 Clear 	30.24	16	91	CLM	0
Sun Jan 31 10:15:23 2010	Fort Worth, TX 	2:23 AM ET	28	39	25	Cloudy 	30.3	28	84	ENE	7
Sun Jan 31 10:15:25 2010	Phoenix, AZ 	2:23 AM ET	11	21	9	 Clear 	29.88	13	66	ESE	5
Sun Jan 31 10:15:26 2010	Portland, OR 	2:23 AM ET	42	48	39	Cloudy 	30.02	45	95	E	3
Sun Jan 31 10:15:28 2010	Chicago, IL 	2:23 AM ET	19	23	12	 Intermittent Clouds 	30.2	19	76	W	3
Sun Jan 31 10:15:30 2010	San Antonio, TX 	2:23 AM ET	34	53	34	 Clear 	30.23	34	85	ENE	6
Sun Jan 31 10:15:32 2010	Indianapolis, IN 	2:23 AM ET	15	26	13	 Mostly Clear 	30.2	15	80	SE	3
Sun Jan 31 10:15:34 2010	Boston, MA 	2:23 AM ET	16	24	15	Cloudy 	29.98	16	47	NNW	12
Sun Jan 31 10:15:36 2010	Jacksonville, FL 	2:23 AM ET	46	70	39	 Mostly Cloudy 	30	49	75	NNW	12
Sun Jan 31 10:15:37 2010	Columbus, OH 	2:23 AM ET	11	22	12	 Clear 	30.2	11	83	WNW	5
Sun Jan 31 10:15:40 2010	Dallas, TX 	2:23 AM ET	30	36	27	Cloudy 	30.28	30	81	NNE	7
Sun Jan 31 10:15:41 2010	Houston, TX 	2:23 AM ET	36	48	34	Cloudy 	30.27	36	75	NE	8
Sun Jan 31 10:15:43 2010	Seattle, WA 	2:23 AM ET	47	52	41	Cloudy 	29.99	50	89	CLM	0
Sun Jan 31 10:15:45 2010	Milwaukee, WI 	2:23 AM ET	18	23	13	 Partly Cloudy 	30.18	18	71	WSW	5
Sun Jan 31 10:15:47 2010	Detroit, MI 	2:23 AM ET	14	20	15	 Clear 	30.19	14	77	W	6
Sun Jan 31 10:15:49 2010	Philadelphia, PA 	2:23 AM ET	18	20	14	 Mostly Cloudy 	30.02	18	54	N	14
Sun Jan 31 10:58:41 2010	San Jose, CA 	4:24 AM ET	50	59	42	Cloudy 	30.03	55	86	CLM	0
Sun Jan 31 10:58:43 2010	Charlotte, NC 	4:24 AM ET	20	30	14	 Clear 	30.1	20	84	N	3
Sun Jan 31 10:58:45 2010	San Diego, CA 	4:24 AM ET	52	62	52	 Mostly Cloudy 	29.98	57	82	CLM	0
Sun Jan 31 10:58:47 2010	Denver, CO 	4:24 AM ET	28	46	21	 Mostly Clear 	29.88	28	74	W	10
Sun Jan 31 10:58:49 2010	Memphis, TN 	4:24 AM ET	20	31	23	 Clear 	30.31	20	81	CLM	0
Sun Jan 31 10:58:51 2010	Los Angeles, CA 	4:24 AM ET	53	64	48	 Clear 	29.94	58	82	CLM	0
Sun Jan 31 10:58:53 2010	El Paso, TX 	4:24 AM ET	39	54	36	Cloudy 	29.97	39	79	N	7
Sun Jan 31 10:58:55 2010	New York, NY 	4:24 AM ET	17	23	16	 Clear 	30.02	17	46	N	7
Sun Jan 31 10:58:57 2010	Baltimore, MD 	4:24 AM ET	17	22	12	 Partly Cloudy 	30.08	17	56	NW	7
Sun Jan 31 10:58:59 2010	Las Vegas, NV 	4:24 AM ET	45	62	41	 Partly Cloudy 	29.9	48	73	CLM	0
Sun Jan 31 10:59:01 2010	Washington, DC 	4:24 AM ET	19	23	15	 Partly Cloudy 	30.09	19	51	NNW	13
Sun Jan 31 10:59:02 2010	Austin, TX 	4:24 AM ET	32	48	29	Cloudy 	30.29	32	88	NE	9
Sun Jan 31 10:59:04 2010	San Francisco, CA 	4:24 AM ET	49	58	44	 Partly Cloudy 	30.03	52	92	SSE	3
Sun Jan 31 10:59:06 2010	Oklahoma City, OK 	4:24 AM ET	20	29	18	Fog 	30.28	20	94	S	5
Sun Jan 31 10:59:08 2010	Nashville, TN 	4:24 AM ET	17	30	13	 Clear 	30.27	17	83	W	5
Sun Jan 31 10:59:10 2010	Fort Worth, TX 	4:24 AM ET	28	39	25	Cloudy 	30.3	28	84	N	3
Sun Jan 31 10:59:12 2010	Phoenix, AZ 	4:24 AM ET	51	70	49	 Clear 	29.87	55	68	E	3
Sun Jan 31 10:59:14 2010	Portland, OR 	4:24 AM ET	43	48	39	Cloudy 	30.02	46	96	E	3
Sun Jan 31 10:59:16 2010	Chicago, IL 	4:24 AM ET	18	23	12	Cloudy 	30.21	18	77	W	6
Sun Jan 31 10:59:18 2010	San Antonio, TX 	4:24 AM ET	31	53	34	 Clear 	30.22	31	92	NE	3
Sun Jan 31 10:59:20 2010	Indianapolis, IN 	4:24 AM ET	12	26	13	 Mostly Clear 	30.22	12	84	CLM	0
Sun Jan 31 10:59:22 2010	Boston, MA 	4:24 AM ET	15	24	15	Cloudy 	29.98	15	46	NW	13
Sun Jan 31 10:59:24 2010	Jacksonville, FL 	4:24 AM ET	43	70	39	Cloudy 	30.04	46	81	NW	12
Sun Jan 31 10:59:26 2010	Columbus, OH 	4:24 AM ET	9	22	12	 Clear 	30.22	9	87	W	3
Sun Jan 31 10:59:28 2010	Dallas, TX 	4:24 AM ET	31	36	27	Cloudy 	30.29	31	78	CLM	0
Sun Jan 31 10:59:30 2010	Houston, TX 	4:24 AM ET	35	48	34	Cloudy 	30.28	35	78	NNE	7
Sun Jan 31 10:59:32 2010	Seattle, WA 	4:24 AM ET	47	52	41	Showers 	29.98	50	89	N	3
Sun Jan 31 10:59:34 2010	Milwaukee, WI 	4:24 AM ET	16	23	13	 Partly Cloudy 	30.18	16	73	W	5
Sun Jan 31 10:59:35 2010	Detroit, MI 	4:24 AM ET	13	20	15	 Clear 	30.19	13	77	W	8
Sun Jan 31 10:59:37 2010	Philadelphia, PA 	4:24 AM ET	17	20	14	 Clear 	30.06	17	53	NNW	10
Sun Jan 31 11:42:15 2010	San Jose, CA 	5:24 AM ET	50	59	42	Cloudy 	30.03	55	86	S	3
Sun Jan 31 11:42:17 2010	Charlotte, NC 	5:24 AM ET	16	30	14	 Clear 	30.12	16	91	CLM	0
Sun Jan 31 11:42:19 2010	San Diego, CA 	5:24 AM ET	52	62	52	 Mostly Cloudy 	29.97	57	82	CLM	0
Sun Jan 31 11:42:22 2010	Denver, CO 	5:24 AM ET	26	46	21	 Mostly Clear 	29.88	26	77	W	8
Sun Jan 31 11:42:23 2010	Memphis, TN 	5:24 AM ET	21	31	23	 Clear 	30.31	21	80	CLM	0
Sun Jan 31 11:42:25 2010	Los Angeles, CA 	5:24 AM ET	51	64	48	 Clear 	29.94	56	85	CLM	0
Sun Jan 31 11:42:27 2010	El Paso, TX 	5:24 AM ET	39	54	36	 Mostly Cloudy 	29.96	39	79	NNE	6
Sun Jan 31 11:42:29 2010	New York, NY 	5:24 AM ET	16	23	16	 Clear 	30.06	16	47	N	7
Sun Jan 31 11:42:31 2010	Baltimore, MD 	5:24 AM ET	15	22	12	 Partly Cloudy 	30.11	15	58	NW	6
Sun Jan 31 11:42:33 2010	Las Vegas, NV 	5:24 AM ET	44	62	41	 Partly Cloudy 	29.9	47	73	CLM	0
Sun Jan 31 11:42:35 2010	Washington, DC 	5:24 AM ET	17	23	15	 Partly Cloudy 	30.13	17	53	NNW	10
Sun Jan 31 11:42:37 2010	Austin, TX 	5:24 AM ET	32	48	29	Cloudy 	30.29	32	88	NE	8
Sun Jan 31 11:42:38 2010	San Francisco, CA 	5:24 AM ET	49	58	44	 Partly Cloudy 	30.03	52	92	S	3
Sun Jan 31 11:42:40 2010	Oklahoma City, OK 	5:24 AM ET	21	29	18	Fog 	30.26	21	94	SSE	5
Sun Jan 31 11:42:42 2010	Nashville, TN 	5:24 AM ET	15	30	13	 Clear 	30.27	15	87	CLM	0
Sun Jan 31 11:42:44 2010	Fort Worth, TX 	5:24 AM ET	29	39	25	Cloudy 	30.3	29	81	CLM	0
Sun Jan 31 11:42:46 2010	Phoenix, AZ 	5:24 AM ET	50	70	49	 Clear 	29.87	55	74	CLM	0
Sun Jan 31 11:42:48 2010	Portland, OR 	5:24 AM ET	43	48	39	Showers 	30.01	46	96	E	3
Sun Jan 31 11:42:50 2010	Chicago, IL 	5:24 AM ET	16	23	12	Cloudy 	30.2	16	84	WSW	5
Sun Jan 31 11:42:51 2010	San Antonio, TX 	5:24 AM ET	32	53	34	Cloudy 	30.24	32	86	ENE	6
Sun Jan 31 11:42:53 2010	Indianapolis, IN 	5:24 AM ET	9	26	13	 Mostly Clear 	30.24	9	87	WNW	5
Sun Jan 31 11:42:55 2010	Boston, MA 	5:24 AM ET	14	24	15	 Intermittent Clouds 	30	14	42	NNW	13
Sun Jan 31 11:42:57 2010	Jacksonville, FL 	5:24 AM ET	41	70	39	Cloudy 	30.07	44	80	N	10
Sun Jan 31 11:42:59 2010	Columbus, OH 	5:24 AM ET	9	22	12	 Clear 	30.22	9	91	W	3
Sun Jan 31 11:43:01 2010	Dallas, TX 	5:24 AM ET	31	36	27	Cloudy 	30.3	31	78	CLM	0
Sun Jan 31 11:43:03 2010	Houston, TX 	5:24 AM ET	35	48	34	Cloudy 	30.28	35	75	NE	9
Sun Jan 31 11:43:05 2010	Seattle, WA 	5:24 AM ET	47	52	41	Showers 	29.98	50	89	S	3
Sun Jan 31 11:43:07 2010	Milwaukee, WI 	5:24 AM ET	16	23	13	 Partly Cloudy 	30.18	16	67	W	5
Sun Jan 31 11:43:09 2010	Detroit, MI 	5:24 AM ET	13	20	15	 Clear 	30.19	13	77	WSW	6
Sun Jan 31 11:43:11 2010	Philadelphia, PA 	5:24 AM ET	16	20	14	 Clear 	30.08	16	51	N	13
Sun Jan 31 12:25:51 2010	San Jose, CA 	5:24 AM ET	50	59	42	Cloudy 	30.03	55	86	S	3
Sun Jan 31 12:25:53 2010	Charlotte, NC 	5:24 AM ET	16	30	14	 Clear 	30.12	16	91	CLM	0
Sun Jan 31 12:25:54 2010	San Diego, CA 	5:24 AM ET	52	62	52	 Mostly Cloudy 	29.97	57	82	CLM	0
Sun Jan 31 12:25:57 2010	Denver, CO 	5:24 AM ET	26	46	21	 Mostly Clear 	29.88	26	77	W	8
Sun Jan 31 12:25:59 2010	Memphis, TN 	5:24 AM ET	21	31	23	 Clear 	30.31	21	80	CLM	0
Sun Jan 31 12:26:01 2010	Los Angeles, CA 	5:24 AM ET	51	64	48	 Clear 	29.94	56	85	CLM	0
Sun Jan 31 12:26:03 2010	El Paso, TX 	5:24 AM ET	39	54	36	 Mostly Cloudy 	29.96	39	79	NNE	6
Sun Jan 31 12:26:04 2010	New York, NY 	5:24 AM ET	16	23	16	 Clear 	30.06	16	47	N	7
Sun Jan 31 12:26:06 2010	Baltimore, MD 	5:24 AM ET	15	22	12	 Partly Cloudy 	30.11	15	58	NW	6
Sun Jan 31 12:26:08 2010	Las Vegas, NV 	5:24 AM ET	44	62	41	 Partly Cloudy 	29.9	47	73	CLM	0
Sun Jan 31 12:26:10 2010	Washington, DC 	5:24 AM ET	17	23	15	 Partly Cloudy 	30.13	17	53	NNW	10
Sun Jan 31 12:26:12 2010	Austin, TX 	5:24 AM ET	32	48	29	Cloudy 	30.29	32	88	NE	8
Sun Jan 31 12:26:14 2010	San Francisco, CA 	5:24 AM ET	49	58	44	 Partly Cloudy 	30.03	52	92	S	3
Sun Jan 31 12:26:16 2010	Oklahoma City, OK 	5:24 AM ET	21	29	18	Fog 	30.26	21	94	SSE	5
Sun Jan 31 12:26:18 2010	Nashville, TN 	5:24 AM ET	15	30	13	 Clear 	30.27	15	87	CLM	0
Sun Jan 31 12:26:20 2010	Fort Worth, TX 	5:24 AM ET	29	39	25	Cloudy 	30.3	29	81	CLM	0
Sun Jan 31 12:26:22 2010	Phoenix, AZ 	5:24 AM ET	50	70	49	 Clear 	29.87	55	74	CLM	0
Sun Jan 31 12:26:24 2010	Portland, OR 	5:24 AM ET	6	8	3	Showers 	30.01	7	96	E	3
Sun Jan 31 12:26:26 2010	Chicago, IL 	5:24 AM ET	16	23	12	Cloudy 	30.2	16	84	WSW	5
Sun Jan 31 12:26:28 2010	San Antonio, TX 	5:24 AM ET	32	53	34	Cloudy 	30.24	32	86	ENE	6
Sun Jan 31 12:26:30 2010	Indianapolis, IN 	5:24 AM ET	9	26	13	 Mostly Clear 	30.24	9	87	WNW	5
Sun Jan 31 12:26:32 2010	Boston, MA 	5:24 AM ET	14	24	15	 Intermittent Clouds 	30	14	42	NNW	13
Sun Jan 31 12:26:34 2010	Jacksonville, FL 	5:24 AM ET	41	70	39	Cloudy 	30.07	44	80	N	10
Sun Jan 31 12:26:36 2010	Columbus, OH 	5:24 AM ET	9	22	12	 Clear 	30.22	9	91	W	3
Sun Jan 31 12:26:38 2010	Dallas, TX 	5:24 AM ET	31	36	27	Cloudy 	30.3	31	78	CLM	0
Sun Jan 31 12:26:39 2010	Houston, TX 	5:24 AM ET	35	48	34	Cloudy 	30.28	35	75	NE	9
Sun Jan 31 12:26:41 2010	Seattle, WA 	5:24 AM ET	47	52	41	Showers 	29.98	50	89	S	3
Sun Jan 31 12:26:43 2010	Milwaukee, WI 	5:24 AM ET	16	23	13	 Partly Cloudy 	30.18	16	67	W	5
Sun Jan 31 12:26:45 2010	Detroit, MI 	5:24 AM ET	13	20	15	 Clear 	30.19	13	77	WSW	6
Sun Jan 31 12:26:47 2010	Philadelphia, PA 	5:24 AM ET	16	20	14	 Clear 	30.08	16	51	N	13
Sun Jan 31 13:09:15 2010	San Jose, CA 	6:37 AM ET	50	59	42	Cloudy 	30.02	55	86	CLM	0
Sun Jan 31 13:09:16 2010	Charlotte, NC 	6:37 AM ET	16	30	14	 Partly Cloudy 	30.14	16	91	CLM	0
Sun Jan 31 13:09:18 2010	San Diego, CA 	6:37 AM ET	53	62	52	Cloudy 	29.95	58	82	CLM	0
Sun Jan 31 13:09:20 2010	Denver, CO 	6:37 AM ET	26	46	21	Cloudy 	29.87	26	77	W	7
Sun Jan 31 13:09:22 2010	Memphis, TN 	6:37 AM ET	21	31	23	 Partly Cloudy 	30.3	21	77	CLM	0
Sun Jan 31 13:09:24 2010	Los Angeles, CA 	6:37 AM ET	52	64	48	 Clear 	29.94	57	80	CLM	0
Sun Jan 31 13:09:26 2010	El Paso, TX 	6:37 AM ET	39	54	36	Cloudy 	29.94	39	79	N	5
Sun Jan 31 13:09:28 2010	New York, NY 	6:37 AM ET	15	23	16	 Clear 	30.06	15	49	NNW	8
Sun Jan 31 13:09:30 2010	Baltimore, MD 	6:37 AM ET	13	22	12	 Partly Cloudy 	30.14	13	58	NW	5
Sun Jan 31 13:09:31 2010	Las Vegas, NV 	6:37 AM ET	42	62	41	 Partly Cloudy 	29.91	45	78	SSW	6
Sun Jan 31 13:09:33 2010	Washington, DC 	6:37 AM ET	17	23	15	 Intermittent Clouds 	30.16	17	51	NNW	10
Sun Jan 31 13:09:35 2010	Austin, TX 	6:37 AM ET	31	48	29	Cloudy 	30.29	31	88	NE	8
Sun Jan 31 13:09:37 2010	San Francisco, CA 	6:37 AM ET	47	58	44	Cloudy 	30.03	50	96	SSW	5
Sun Jan 31 13:09:39 2010	Oklahoma City, OK 	6:37 AM ET	22	29	18	Fog 	30.22	22	97	CLM	0
Sun Jan 31 13:09:41 2010	Nashville, TN 	6:37 AM ET	14	30	13	 Partly Cloudy 	30.3	14	91	CLM	0
Sun Jan 31 13:09:43 2010	Fort Worth, TX 	6:37 AM ET	29	39	25	Cloudy 	30.3	29	81	NE	3
Sun Jan 31 13:09:45 2010	Phoenix, AZ 	6:37 AM ET	51	70	49	 Clear 	29.86	54	65	CLM	0
Sun Jan 31 13:09:47 2010	Portland, OR 	6:37 AM ET	43	48	39	Fog 	30.02	47	100	CLM	0
Sun Jan 31 13:09:48 2010	Chicago, IL 	6:37 AM ET	16	23	12	 Mostly Cloudy 	30.22	16	80	W	3
Sun Jan 31 13:09:50 2010	San Antonio, TX 	6:37 AM ET	32	53	34	Cloudy 	30.23	32	88	ENE	7
Sun Jan 31 13:09:52 2010	Indianapolis, IN 	6:37 AM ET	10	26	13	 Mostly Clear 	30.26	10	87	WNW	3
Sun Jan 31 13:09:54 2010	Boston, MA 	6:37 AM ET	14	24	15	 Intermittent Clouds 	30.02	14	33	NNW	14
