1	www.uswx.com													
(Timestamp)	(Location)	(City & Timestamp)	Temperature (°F °C)	Dew Point (°F °C)	Humidity (%)	Pressure (in mb)	Wind Speed (MPH kts) 	Wind Dir	Ceiling (ft m)	Visibility (mi km)	Wind Chill (°F °C)	Conditions	Remarks	TypeIssue TimeExpire TimeExpires  
Sun Jan 31 13:54:27 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 3:56am PST (58 mago)	47 8 	45 7 	93	30.01 1016.2 	3 3 	SSE160	 1500 457	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 13:54:28 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 6:52am CST (2 mago)	21 -6 	19 -7 	96	30.21 1023 	6 5 	S170	 --	0.125 0.2	13 -11 	 Freezing Fog	No  this hour.4" inches of snow on ground at 5:52am CST .	Fog Statement Sun, Jan 31, 4:01am CST Sun, Jan 31, 12:00pm CST 5 hrs, 5 minsNational Weather Service 
Sun Jan 31 13:54:30 2010	Nashville (37201)	Nashville, TN (KBNA) as of 5:53am CST (61 mago)	15 -9 	11-Dec	88	30.31 1026.4 	Calm Calm	--	 Unlimited Unlimited	6 9.7	--	 Mist	No  this hour.4" inches of snow on ground at 5:53am CST .	Special Weather Statement Sun, Jan 31, 12:32am CST Sun, Jan 31, 12:45pm CST 5 hrs, 50 minsNational Weather Service 
Sun Jan 31 13:54:32 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 5:53am CST (61 mago)	29 -2 	24 -4 	82	30.29 1025.9 	3 3 	NE50	 800 244	10 16.1	25 -4 	Cloudy	No  this hour.	
Sun Jan 31 13:54:33 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 5:51am MST (3 mago)	48 9 	41 5 	76	29.86 1011.3 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Sun Jan 31 13:54:35 2010	Portland (97201)	Portland, OR (KPDX) as of 3:53am PST (61 mago)	43 6 	43 6 	100	30.00 1016 	Calm Calm	--	 600 183	6 9.7	--	 Mist	No  this hour.	
Sun Jan 31 13:54:37 2010	Chicago (60601)	Chicago, IL (KMDW) as of 6:51am CST (3 mago)	16 -9 	12-Oct	80	30.26 1024.7 	7 6 	WSW250	 Unlimited Unlimited	8 12.9	14-Jun	Clear	No  this hour.	
Sun Jan 31 13:54:39 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 5:53am CST (61 mago)	32 0 	28 -2 	88	30.23 1023.6 	8 7 	ENE60	 600 183	5 8.0	25 -4 	 Mist	No  this hour.	
Sun Jan 31 13:54:41 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 6:54am EST (60 mago)	12-Oct	14-Jul	87	30.27 1024.9 	Calm Calm	--	 Unlimited Unlimited	8 12.9	--	Few Clouds	No  this hour.	
Sun Jan 31 13:54:42 2010	Boston (02101)	Boston, MA (KBOS) as of 6:54am EST (60 mago)	13 -11 	-8 -22 	38	30.02 1016.7 	12 10 	NNW330	 Unlimited Unlimited	10 16.1	-1 -18 	Mostly Clear	No  this hour.	
Sun Jan 31 13:54:44 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 6:53am EST (61 mago)	42 6 	34 1 	73	30.11 1019.5 	17 15 	N350	 1700 518	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 13:54:46 2010	Coluus (43085)	Coluus, OH (KOSU) as of 6:53am EST (61 mago)	14-Jul	15-May	91	30.24 1024.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Sun Jan 31 13:54:49 2010	Dallas (75201)	Dallas, TX (KDAL) as of 5:53am CST (61 mago)	31 -1 	27 -3 	85	30.31 1026.3 	6 5 	E80	 1100 335	10 16.1	25 -4 	Cloudy	No  this hour.	Flood Statement Sat, Jan 30, 7:45pm CST Sun, Jan 31, 7:45am CST 50 minsNational Weather Service Forecast 
Sun Jan 31 13:54:50 2010	Houston (77001)	Houston, TX (KHOU) as of 5:53am CST (61 mago)	35 2 	28 -2 	78	30.28 1025.5 	9 8 	N10	 1500 457	8 12.9	28 -2 	Cloudy	No  this hour.	
Sun Jan 31 13:54:52 2010	Seattle (98101)	Seattle, WA (KBFI) as of 3:53am PST (61 mago)	47 8 	44 7 	90	29.97 1014.9 	5 4 	ESE120	 900 274	10 16.1	--	Light Rain	0.02" of precipitation last hour.	
Sun Jan 31 13:54:54 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 6:52am CST (2 mago)	14 -10 	15-May	67	30.18 1022 	7 6 	W260	 7000 2134	9 14.5	16-Apr	Mostly Cloudy	No  this hour.	
Sun Jan 31 13:54:56 2010	Detroit (48201)	Detroit, MI (KDET) as of 6:53am EST (61 mago)	13 -11 	13-Aug	81	30.19 1022.2 	8 7 	SW230	 9000 2743	10 16.1	17-Feb	Cloudy	No  this hour.	
Sun Jan 31 13:54:58 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 6:54am EST (61 mago)	14 -10 	17-Jan	56	30.12 1019.9 	12 10 	NNW330	 Unlimited Unlimited	10 16.1	0 -18 	Mostly Clear	No  this hour.	Special Weather Statement Sun, Jan 31, 5:46am EST Sun, Jan 31, 12:00pm EST 4 hrs, 5 minsNational Weather Service 
Sun Jan 31 14:37:00 2010	San Jose (95101)	San Jose, CA (KSJC) as of 4:53am PST (44 mago)	50 10 	45 7 	83	30.01 1016.2 	Calm Calm	--	 1600 488	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 14:37:02 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 7:52am EST (45 mago)	17 -8 	14 -10 	88	30.20 1022.7 	Calm Calm	--	 Unlimited Unlimited	9 14.5	--	Clear	No  this hour.3" inches of snow on ground at 	Winter Weather Advisory Sun, Jan 31, 3:53am EST Sun, Jan 31, 12:00pm EST 3 hrs, 22 mins  Winter Weather Advisory Sun, Jan 31, 6:20am EST Sun, Jan 31, 12:00pm EST 3 hrs, 22 minsNational Weather Service 
Sun Jan 31 14:37:03 2010	San Diego (92101)	San Diego, CA (KSAN) as of 5:21am PST (16 mago)	52 11 	46 8 	82	29.94 1014 	Calm Calm	--	 Unlimited Unlimited	5 8.0	--	 Haze	No  this hour.	
Sun Jan 31 14:37:05 2010	Denver (80214)	Broomfield, CO (KBJC) as of 5:45am MST (52 mago)	28 -2 	17 -8 	64	29.85 1011 	3 3 	N350	 12000 3658	30 48.3	25 -4 	Mostly Cloudy	No  this hour.	
Sun Jan 31 14:37:07 2010	Memphis (37501)	Memphis, TN (KMEM) as of 6:53am CST (44 mago)	20 -7 	15 -9 	81	30.32 1026.9 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	Fog Statement Sun, Jan 31, 4:03am CST Sun, Jan 31, 9:00am CST 1 hr, 22 minsNational Weather Service 
Sun Jan 31 14:37:09 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 5:31am PST (6 mago)	48 9 	48 9 	100	29.94 1014 	Calm Calm	--	 Unlimited Unlimited	3 4.8	--	 Mist	No  this hour.	Other Statement Sun, Jan 31, 3:38am PST Sun, Jan 31, 11:45am PST 6 hrs, 7 minsNational Weather Service 
Sun Jan 31 14:37:11 2010	El Paso (79901)	El Paso, TX (KELP) as of 5:51am MST (46 mago)	39 4 	33 1 	79	29.93 1013.7 	6 5 	NNE20	 9500 2896	10 16.1	35 2 	Cloudy	No  this hour.	
Sun Jan 31 14:37:12 2010	New York (10001)	New York City, NY (KNYC) as of 7:51am EST (46 mago)	14 -10 	0 -18 	51	30.11 1019.5 	3 3 	VariableVariable	 Unlimited Unlimited	10 16.1	13-Aug	Clear	Lightning detector not working.	Special Weather Statement Sun, Jan 31, 4:39am EST Sun, Jan 31, 9:30am EST 52 minsNational Weather Service 
Sun Jan 31 14:37:14 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 7:54am EST (43 mago)	11-Dec	17-Jan	61	30.17 1021.8 	3 3 	WNW300	 20000 6096	10 16.1	14-Jun	Mostly Cloudy	No  this hour.	
Sun Jan 31 14:37:16 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 4:53am PST (44 mago)	44 7 	34 1 	67	29.91 1012.9 	3 3 	NNW330	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	
Sun Jan 31 14:37:18 2010	Washington (20001)	Washington DC, VA (KDCA) as of 7:52am EST (45 mago)	17 -8 	17-Jan	49	30.20 1022.7 	12 10 	NW320	 20000 6096	10 16.1	16-Apr	Mostly Cloudy	No  this hour.	
Sun Jan 31 14:37:19 2010	Aust(73301)	AustCity, TX (KATT) as of 6:51am CST (46 mago)	30 -1 	27 -3 	88	30.32 1026.7 	5 4 	VariableVariable	 700 213	7 11.3	25 -4 	Cloudy	No  this hour.	
Sun Jan 31 14:37:21 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 4:56am PST (41 mago)	48 9 	45 7 	89	30.01 1016.1 	6 5 	S170	 1500 457	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 14:37:23 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 7:29am CST (8 mago)	21 -6 	19 -7 	93	30.21 1023 	6 5 	S170	 --	0.125 0.2	14 -10 	 Freezing Fog	No  this hour.4" inches of snow on ground at 5:52am CST .	Fog Statement Sun, Jan 31, 4:01am CST Sun, Jan 31, 12:00pm CST 4 hrs, 22 minsNational Weather Service 
Sun Jan 31 14:37:25 2010	Nashville (37201)	Nashville, TN (KBNA) as of 6:53am CST (44 mago)	11-Dec	13-Sep	87	30.32 1026.8 	3 3 	S180	 Unlimited Unlimited	5 8.0	14-Jun	 Mist	No  this hour.4" inches of snow on ground at 5:53am CST .	Special Weather Statement Sun, Jan 31, 12:32am CST Sun, Jan 31, 12:45pm CST 5 hrs, 7 minsNational Weather Service 
Sun Jan 31 14:37:27 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 6:53am CST (44 mago)	28 -2 	24 -4 	85	30.31 1026.3 	7 6 	E100	 800 244	10 16.1	21 -6 	Cloudy	No  this hour.	
Sun Jan 31 14:37:29 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 5:51am MST (46 mago)	48 9 	41 5 	76	29.86 1011.3 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Sun Jan 31 14:37:31 2010	Portland (97201)	Portland, OR (KPDX) as of 5:20am PST (17 mago)	45 7 	42 6 	93	30.00 1016 	Calm Calm	--	 200 61	2 3.2	--	 Mist	No  this hour.	
Sun Jan 31 14:37:32 2010	Chicago (60601)	Chicago, IL (KMDW) as of 6:51am CST (46 mago)	16 -9 	12-Oct	80	30.26 1024.7 	7 6 	WSW250	 Unlimited Unlimited	8 12.9	14-Jun	Clear	No  this hour.	
Sun Jan 31 14:37:34 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 6:53am CST (44 mago)	31 -1 	28 -2 	92	30.25 1024.3 	6 5 	NE50	 600 183	6 9.7	25 -4 	 Mist	No  this hour.	
Sun Jan 31 14:37:36 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 7:54am EST (43 mago)	13-Aug	15-May	87	30.27 1025.2 	3 3 	WSW240	 Unlimited Unlimited	8 12.9	17-Jan	Few Clouds	No  this hour.	
Sun Jan 31 14:37:38 2010	Boston (02101)	Boston, MA (KBOS) as of 7:54am EST (43 mago)	13 -11 	-8 -22 	38	30.03 1016.8 	10 9 	NW320	 Unlimited Unlimited	10 16.1	0 -18 	Mostly Clear	No  this hour.	
Sun Jan 31 14:37:39 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 7:53am EST (44 mago)	41 5 	33 1 	73	30.14 1020.7 	17 15 	N360	 1700 518	10 16.1	--	Mostly Cloudy	No  this hour.	
Sun Jan 31 14:37:41 2010	Coluus (43085)	Coluus, OH (KOSU) as of 7:53am EST (44 mago)	13-Sep	14-Jun	88	30.27 1025.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Mostly Clear	No  this hour.	
Sun Jan 31 14:37:43 2010	Dallas (75201)	Dallas, TX (KDAL) as of 6:53am CST (44 mago)	31 -1 	26 -3 	82	30.31 1026.5 	6 5 	ESE120	 1100 335	10 16.1	25 -4 	Cloudy	No  this hour.	Flood Statement Sat, Jan 30, 7:45pm CST Sun, Jan 31, 7:45am CST 7 minsNational Weather Service Forecast 
Sun Jan 31 14:37:45 2010	Houston (77001)	Houston, TX (KHOU) as of 6:53am CST (44 mago)	35 2 	28 -2 	75	30.30 1026 	8 7 	N10	 1500 457	8 12.9	29 -2 	Cloudy	No  this hour.	
Sun Jan 31 14:37:46 2010	Seattle (98101)	Seattle, WA (KBFI) as of 5:30am PST (7 mago)	46 8 	44 7 	93	29.97 1015 	5 4 	SE140	 1500 457	10 16.1	--	Light Rain	Trace precipitation last hour.	
Sun Jan 31 14:37:48 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 6:52am CST (45 mago)	14 -10 	15-May	67	30.18 1022 	7 6 	W260	 7000 2134	9 14.5	16-Apr	Mostly Cloudy	No  this hour.	
Sun Jan 31 14:37:50 2010	Detroit (48201)	Detroit, MI (KDET) as of 7:53am EST (44 mago)	14 -10 	13-Aug	77	30.19 1022.5 	7 6 	SW220	 9000 2743	10 16.1	16-Apr	Cloudy	No  this hour.	
Sun Jan 31 14:37:52 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 7:54am EST (43 mago)	15 -9 	0 -18 	49	30.14 1020.7 	9 8 	NNW330	 Unlimited Unlimited	10 16.1	16-Mar	Mostly Clear	No  this hour.	Special Weather Statement Sun, Jan 31, 5:46am EST Sun, Jan 31, 12:00pm EST 3 hrs, 22 minsNational Weather Service 
Sun Jan 31 15:20:57 2010	San Jose (95101)	San Jose, CA (KSJC) as of 5:53am PST (27 mago)	49 9 	44 7 	83	30.01 1016.2 	Calm Calm	--	 1600 488	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 15:20:59 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 8:52am EST (29 mago)	22 -6 	19 -7 	92	30.24 1024.1 	3 3 	SSW200	 Unlimited Unlimited	8 12.9	17 -8 	Clear	No  this hour.3" inches of snow on ground at 	Winter Weather Advisory Sun, Jan 31, 3:53am EST Sun, Jan 31, 12:00pm EST 2 hrs, 39 mins  Winter Weather Advisory Sun, Jan 31, 6:20am EST Sun, Jan 31, 12:00pm EST 2 hrs, 39 minsNational Weather Service 
Sun Jan 31 15:21:00 2010	San Diego (92101)	San Diego, CA (KSAN) as of 5:51am PST (30 mago)	51 11 	46 8 	83	29.95 1014.2 	Calm Calm	--	 Unlimited Unlimited	5 8.0	--	 Haze	No  this hour.	
Sun Jan 31 15:21:02 2010	Denver (80214)	Broomfield, CO (KBJC) as of 6:50am MST (31 mago)	27 -3 	17 -8 	68	29.85 1011 	5 4 	NNW330	 12000 3658	30 48.3	21 -6 	Mostly Cloudy	No  this hour.	
Sun Jan 31 15:21:04 2010	Memphis (37501)	Memphis, TN (KMEM) as of 7:53am CST (28 mago)	22 -6 	18 -8 	85	30.35 1027.9 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	Fog Statement Sun, Jan 31, 4:03am CST Sun, Jan 31, 9:00am CST 38 mins  Expire Statement Sun, Jan 31, 7:43am CST Sun, Jan 31, 8:45am CST 23 minsNational Weather Service 
Sun Jan 31 15:21:06 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 6:14am PST (7 mago)	48 9 	46 8 	93	29.94 1014 	Calm Calm	--	 Unlimited Unlimited	4 6.4	--	 Mist	No  this hour.	Other Statement Sun, Jan 31, 3:38am PST Sun, Jan 31, 11:45am PST 5 hrs, 23 minsNational Weather Service 
Sun Jan 31 15:21:07 2010	El Paso (79901)	El Paso, TX (KELP) as of 6:51am MST (30 mago)	39 4 	33 1 	79	29.95 1014.3 	6 5 	NNE20	 9000 2743	10 16.1	35 2 	Cloudy	No  this hour.	
Sun Jan 31 15:21:09 2010	New York (10001)	New York City, NY (KNYC) as of 8:51am EST (30 mago)	15 -9 	0 -18 	49	30.10 1019.4 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	Lightning detector not working.	Special Weather Statement Sun, Jan 31, 4:39am EST Sun, Jan 31, 9:30am EST 8 minsNational Weather Service 
Sun Jan 31 15:21:11 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 8:54am EST (27 mago)	17 -8 	0 -18 	47	30.19 1022.5 	9 8 	NNW330	 20000 6096	10 16.1	14-Jun	Mostly Cloudy	No  this hour.	
Sun Jan 31 15:21:12 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 5:53am PST (28 mago)	43 6 	34 1 	70	29.93 1013.6 	3 3 	WNW300	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Sun Jan 31 15:21:14 2010	Washington (20001)	Washington DC, VA (KDCA) as of 8:52am EST (29 mago)	19 -7 	17-Jan	47	30.21 1022.9 	14 12 	NNW340	 Unlimited Unlimited	10 16.1	14-Jun	Few Clouds	No  this hour.	
Sun Jan 31 15:21:16 2010	Aust(73301)	AustCity, TX (KATT) as of 7:51am CST (30 mago)	31 -1 	28 -2 	89	30.33 1027 	6 5 	NNE20	 700 213	6 9.7	25 -4 	 Mist	No  this hour.	
Sun Jan 31 15:21:17 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 5:56am PST (25 mago)	48 9 	46 8 	93	30.02 1016.5 	5 4 	SSW200	 1500 457	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 15:21:19 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 7:52am CST (29 mago)	21 -6 	19 -7 	96	30.25 1024.5 	6 5 	S170	 --	0.125 0.2	13 -11 	 Freezing Fog	No  this hour.4" inches of snow on ground at 5:52am CST .	Fog Statement Sun, Jan 31, 4:01am CST Sun, Jan 31, 12:00pm CST 3 hrs, 38 minsNational Weather Service 
Sun Jan 31 15:21:21 2010	Nashville (37201)	Nashville, TN (KBNA) as of 7:53am CST (28 mago)	14 -10 	11-Dec	95	30.35 1027.6 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.4" inches of snow on ground at 5:53am CST .	Special Weather Statement Sun, Jan 31, 12:32am CST Sun, Jan 31, 12:45pm CST 4 hrs, 23 minsNational Weather Service 
Sun Jan 31 15:21:24 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 7:53am CST (28 mago)	29 -2 	25 -4 	85	30.31 1026.5 	Calm Calm	--	 800 244	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 15:21:27 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 6:51am MST (30 mago)	48 9 	39 4 	73	29.88 1011.8 	5 4 	E100	 23000 7010	10 16.1	--	Mostly Cloudy	No  this hour.	
Sun Jan 31 15:21:30 2010	Portland (97201)	Portland, OR (KPDX) as of 5:53am PST (28 mago)	43 6 	43 6 	100	30.01 1016.1 	Calm Calm	--	 3000 914	1 1.6	--	 Mist	No  this hour.	
Sun Jan 31 15:21:33 2010	Chicago (60601)	Chicago, IL (KMDW) as of 7:51am CST (30 mago)	16 -9 	12-Oct	80	30.26 1024.8 	6 5 	SW230	 Unlimited Unlimited	9 14.5	14-Jul	Few Clouds	No  this hour.	
Sun Jan 31 15:21:35 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 7:53am CST (28 mago)	31 -1 	28 -2 	92	30.24 1024.2 	9 8 	ENE60	 600 183	4 6.4	23 -5 	 Mist	No  this hour.	
Sun Jan 31 15:21:36 2010	Indianapolis (46201)	Indianapolis, (KIND) as of 8:54am EST (27 mago)	11-Dec	12-Oct	92	30.28 1025.5 	Calm Calm	--	 Unlimited Unlimited	7 11.3	--	Clear	No  this hour.	
Sun Jan 31 15:21:38 2010	Boston (02101)	Boston, MA (KBOS) as of 8:54am EST (27 mago)	15 -9 	-8 -22 	35	30.03 1017 	13 11 	NW320	 Unlimited Unlimited	10 16.1	17-Jan	Mostly Clear	No  this hour.	
Sun Jan 31 15:21:40 2010	Jacksonville (32099)	Jacksonville, FL (KNIP) as of 8:53am EST (28 mago)	42 6 	33 1 	70	30.17 1021.6 	16 14 	N360	 2100 640	10 16.1	--	Mostly Cloudy	No  this hour.	
Sun Jan 31 15:21:42 2010	Coluus (43085)	Coluus, OH (KOSU) as of 8:53am EST (28 mago)	12-Nov	13-Aug	88	30.28 1025.5 	Calm Calm	--	 10000 3048	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 15:21:44 2010	Dallas (75201)	Dallas, TX (KDAL) as of 7:53am CST (28 mago)	31 -1 	26 -3 	82	30.32 1026.8 	3 3 	E90	 1100 335	7 11.3	27 -3 	Cloudy	No  this hour.	
Sun Jan 31 15:21:45 2010	Houston (77001)	Houston, TX (KHOU) as of 7:53am CST (28 mago)	36 2 	28 -2 	75	30.31 1026.3 	9 8 	N360	 1500 457	10 16.1	29 -2 	Cloudy	No  this hour.	
Sun Jan 31 15:21:47 2010	Seattle (98101)	Seattle, WA (KBFI) as of 5:53am PST (28 mago)	47 8 	44 7 	90	29.97 1015 	5 4 	SE140	 1300 396	10 16.1	--	Light Rain	Trace precipitation last hour.	
Sun Jan 31 15:21:49 2010	Milwaukee (53201)	Milwaukee, WI (KMKE) as of 7:52am CST (29 mago)	15 -9 	16-Mar	61	30.18 1022.1 	7 6 	W270	 7000 2134	8 12.9	15-May	Mostly Cloudy	No  this hour.	
Sun Jan 31 15:21:50 2010	Detroit (48201)	Detroit, MI (KDET) as of 8:53am EST (28 mago)	16 -9 	13-Aug	71	30.19 1022.3 	9 8 	SW230	 9000 2743	10 16.1	16-Apr	Cloudy	No  this hour.	
Sun Jan 31 15:21:52 2010	Philadelphia (19019)	Philadelphia, PA (KPHL) as of 8:54am EST (27 mago)	16 -9 	0 -18 	47	30.16 1021.2 	14 12 	NNW330	 Unlimited Unlimited	10 16.1	17-Feb	Few Clouds	No  this hour.	Special Weather Statement Sun, Jan 31, 5:46am EST Sun, Jan 31, 12:00pm EST 2 hrs, 38 minsNational Weather Service 
Sun Jan 31 16:04:43 2010	San Jose (95101)	San Jose, CA (KSJC) as of 6:53am PST (11 mago)	50 10 	44 7 	80	30.03 1016.8 	3 3 	ENE60	 1600 488	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 16:04:45 2010	Charlotte (28201)	Charlotte, NC (KCLT) as of 9:52am EST (12 mago)	27 -3 	21 -6 	81	30.27 1025.1 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Few Clouds	No  this hour.	Winter Weather Advisory Sun, Jan 31, 3:53am EST Sun, Jan 31, 12:00pm EST 1 hr, 55 mins  Winter Weather Advisory Sun, Jan 31, 6:20am EST Sun, Jan 31, 12:00pm EST 1 hr, 55 minsNational Weather Service 
Sun Jan 31 16:04:47 2010	San Diego (92101)	San Diego, CA (KSAN) as of 6:51am PST (13 mago)	50 10 	46 8 	86	29.97 1014.9 	Calm Calm	--	 Unlimited Unlimited	4 6.4	--	 Mist	No  this hour.	
Sun Jan 31 16:04:49 2010	Denver (80214)	Broomfield, CO (KBJC) as of 7:50am MST (14 mago)	27 -3 	17 -8 	68	29.85 1011 	Calm Calm	--	 12000 3658	30 48.3	--	Mostly Cloudy	No  this hour.	
Sun Jan 31 16:04:50 2010	Memphis (37501)	Memphis, TN (KMEM) as of 8:53am CST (11 mago)	25 -4 	21 -6 	85	30.37 1028.3 	Calm Calm	--	 Unlimited Unlimited	10 16.1	--	Clear	No  this hour.	
Sun Jan 31 16:04:52 2010	Los Angeles (90001)	Hawthorne, CA (KHHR) as of 6:53am PST (11 mago)	49 9 	46 8 	90	29.96 1014.4 	Calm Calm	--	 Unlimited Unlimited	4 6.4	--	 Mist	0.01" of precipitation last hour.	Other Statement Sun, Jan 31, 3:38am PST Sun, Jan 31, 11:45am PST 4 hrs, 40 minsNational Weather Service 
Sun Jan 31 16:05:02 2010	El Paso (79901)	El Paso, TX (KELP) as of 7:51am MST (14 mago)	39 4 	34 1 	82	29.96 1014.7 	6 5 	NNE20	 8500 2591	10 16.1	35 2 	Cloudy	No  this hour.	
Sun Jan 31 16:05:04 2010	New York (10001)	New York City, NY (KNYC) as of 9:51am EST (14 mago)	17 -8 	0 -18 	45	30.11 1019.7 	9 8 	WNW290	 Unlimited Unlimited	10 16.1	14-Jun	Clear	Lightning detector not working.	
Sun Jan 31 16:05:06 2010	Baltimore (21201)	Baltimore, MD (KBWI) as of 9:54am EST (11 mago)	19 -7 	0 -18 	41	30.21 1022.9 	8 7 	NW310	 Unlimited Unlimited	10 16.1	13-Sep	Few Clouds	No  this hour.	
Sun Jan 31 16:05:08 2010	Las Vegas (89101)	Las Vegas, NV (KVGT) as of 6:53am PST (12 mago)	42 6 	33 1 	70	29.95 1014.2 	3 3 	W270	 Unlimited Unlimited	10 16.1	--	Few Clouds	No  this hour.	
Sun Jan 31 16:05:10 2010	Washington (20001)	Washington DC, VA (KDCA) as of 9:52am EST (13 mago)	22 -6 	17-Jan	40	30.23 1023.7 	8 7 	NW320	 Unlimited Unlimited	10 16.1	13 -11 	Clear	No  this hour.	
Sun Jan 31 16:05:11 2010	Aust(73301)	AustCity, TX (KATT) as of 8:51am CST (14 mago)	31 -1 	27 -3 	85	30.33 1027.1 	7 6 	N10	 700 213	6 9.7	24 -4 	 Mist	No  this hour.	
Sun Jan 31 16:05:13 2010	San Francisco (94101)	San Francisco, CA (KSFO) as of 6:56am PST (9 mago)	49 9 	45 7 	86	30.02 1016.6 	3 3 	S170	 1500 457	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 16:05:15 2010	Oklahoma City (73101)	Oklahoma City, OK (KOKC) as of 8:52am CST (13 mago)	23 -5 	22 -5 	97	30.24 1024 	6 5 	S170	 --	0.125 0.2	16 -9 	 Freezing Fog	No  this hour.	Fog Statement Sun, Jan 31, 4:01am CST Sun, Jan 31, 12:00pm CST 2 hrs, 54 minsNational Weather Service 
Sun Jan 31 16:05:17 2010	Nashville (37201)	Nashville, TN (KBNA) as of 8:53am CST (12 mago)	18 -8 	17 -8 	96	30.35 1027.9 	Calm Calm	--	 Unlimited Unlimited	9 14.5	--	Clear	No  this hour.	Special Weather Statement Sun, Jan 31, 12:32am CST Sun, Jan 31, 12:45pm CST 3 hrs, 39 minsNational Weather Service 
Sun Jan 31 16:05:19 2010	Fort Worth (76101)	Fort Worth, TX (KFTW) as of 8:53am CST (12 mago)	30 -1 	25 -4 	81	30.32 1026.7 	Calm Calm	--	 800 244	10 16.1	--	Cloudy	No  this hour.	
Sun Jan 31 16:05:21 2010	Phoenix (85001)	Phoenix, AZ (KPHX) as of 7:51am MST (14 mago)	49 9 	42 6 	77	29.90 1012.5 	Calm Calm	--	 23000 7010	10 16.1	--	Mostly Cloudy	No  this hour.	
Sun Jan 31 16:05:23 2010	Portland (97201)	Portland, OR (KPDX) as of 6:53am PST (12 mago)	43 6 	43 6 	100	30.01 1016.2 	Calm Calm	--	 1400 427	1.5 2.4	--	 Mist	No  this hour.	
Sun Jan 31 16:05:25 2010	Chicago (60601)	Chicago, IL (KMDW) as of 8:51am CST (14 mago)	18 -8 	12-Oct	71	30.25 1024.5 	10 9 	WSW250	 Unlimited Unlimited	10 16.1	14-Jun	Few Clouds	No  this hour.	
Sun Jan 31 16:05:26 2010	San Antonio (78201)	San Antonio, TX (KSAT) as of 8:53am CST (12 mago)	32 0 	28 -2 	88	30.26 1024.6 	7 6 	NE40	 600 183	4 6.4	26 -3 	 Mist	No  this hour.	
